test_index,method,u_true,posterior_mean,posterior_sd,q05,q95,posterior_mean_error,covers90,width90,pilot_raw_residual,pilot_projected_residual,pilot_converged,pilot_boundary,pilot_fallback
86,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.6650304794311523, 0.17385846376419067, 0.2876843512058258]","[0.6614473492491256, 0.23484990895556015, 0.318397711270153]","[0.040496480379567885, 0.03968869198780767, 0.029675283164406315]","[0.5929770070314406, 0.17193726126104592, 0.2708662953227758]","[0.725631027817726, 0.30096092864871027, 0.3670716279745102]","[-0.003583130182026717, 0.06099144519136948, 0.030713360064327178]","[true, true, true]","[0.1326540207862854, 0.12902366738766435, 0.09620533265173442]",4.142101000131127e-07,4.142100999328099e-07,True,False,False
87,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7163795828819275, 0.7699273824691772, 0.6388408541679382]","[0.7332449561965476, 0.7736624226546283, 0.6189330530405043]","[0.04241901280918526, 0.04190765633100932, 0.031175804949319732]","[0.6620540741086006, 0.700221548974514, 0.5677538642287254]","[0.8005153539776803, 0.8369179436564446, 0.6695960065722465]","[0.016865373314620125, 0.0037350401854510107, -0.019907801127433955]","[true, true, true]","[0.13846127986907963, 0.1366963946819305, 0.10184214234352107]",2.639423415690632e-10,2.639423400844098e-10,True,False,False
88,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.4187277555465698, 0.7874483466148376, 0.5643800497055054]","[0.46046236953586295, 0.7523049978518488, 0.5472456816267971]","[0.03766675826557378, 0.04139409601494876, 0.02906783821511773]","[0.4001035818457603, 0.6827298977971077, 0.49931874796748155]","[0.5240813484787941, 0.8174754405021667, 0.5947611370682716]","[0.04173461398929312, -0.03514334876298886, -0.017134368078708273]","[true, true, true]","[0.12397776663303378, 0.134745542705059, 0.09544238910079006]",2.9138412238927544e-13,2.9142516959011287e-13,True,False,False
89,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.539845883846283, 0.7015700340270996, 0.7756559252738953]","[0.5501652883028985, 0.7274701055157193, 0.7854866838216781]","[0.046388676016144666, 0.047838494356761206, 0.03659258053071153]","[0.4729545399546623, 0.6485727491974831, 0.7209348276257516]","[0.6243694582581519, 0.8070792058110238, 0.8403451853990554]","[0.0103194044566155, 0.025900071488619725, 0.009830758547782814]","[true, true, true]","[0.15141491830348963, 0.15850645661354068, 0.11941035777330389]",1.9187032453037571,1.8259651467560751,False,True,False
90,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.266614705324173, 0.5345802903175354, 0.7602442502975464]","[0.30223414087690464, 0.5037411529973133, 0.7326614179158232]","[0.044850377553200454, 0.05030343314853468, 0.03425911711955993]","[0.22755020070821047, 0.42084168478846545, 0.6741024097800256]","[0.3748167558014393, 0.5853477123379707, 0.7867994150519371]","[0.03561943555273167, -0.030839137320222143, -0.02758283238172321]","[true, true, true]","[0.14726655509322883, 0.16450602754950522, 0.11269700527191151]",2.675866266511141e-09,2.675866178837675e-09,True,False,False
91,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.838509738445282, 0.332986980676651, 0.43976548314094543]","[0.758316322519778, 0.3143034039361026, 0.3893814768999814]","[0.050867275470122195, 0.04335541002246172, 0.031654185465466264]","[0.6630829006433487, 0.2451308535784483, 0.3391899734735489]","[0.8282347446680068, 0.38685925021767614, 0.44274696439504624]","[-0.080193415925504, -0.01868357674054838, -0.05038400624096401]","[false, true, true]","[0.1651518440246581, 0.14172839663922784, 0.10355699092149734]",2.193630095115726e-10,2.193629673240545e-10,True,False,False
92,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.372257798910141, 0.604241669178009, 0.42786046862602234]","[0.37849411081612055, 0.4889368271511801, 0.43548793263405616]","[0.03558185437012138, 0.037255663090705216, 0.02597939890141476]","[0.3207940923422575, 0.4286236584186554, 0.39370231509208675]","[0.4379676702618599, 0.5508395898342132, 0.4790994152426719]","[0.0062363119059795635, -0.11530484202682895, 0.007627464008033824]","[true, false, true]","[0.11717357791960242, 0.12221593141555781, 0.08539710015058516]",1.298068957235089e-12,1.2980549762385424e-12,True,False,False
93,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.7910144925117493, 0.271533340215683, 0.8073402047157288]","[0.7876842169535169, 0.2301904041867564, 0.7998796009588227]","[0.03788692428706577, 0.03545880602698531, 0.027278638293145484]","[0.719904027581215, 0.17062856917269528, 0.7517477533221245]","[0.8421865430474281, 0.2902731115370989, 0.8415288281440735]","[-0.0033302755582323984, -0.04134293602892658, -0.007460603756906048]","[true, true, true]","[0.12228251546621316, 0.11964454236440361, 0.08978107482194897]",1.0592362014482277,0.9400119465536827,False,True,False
94,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.33311352133750916, 0.6733995676040649, 0.8167226910591125]","[0.27979118392254204, 0.6243031590312732, 0.7768397634506214]","[0.042380002288115184, 0.052782299120490955, 0.03440517196929153]","[0.2079938530549407, 0.5359637090563774, 0.7182708835601807]","[0.34823876202106474, 0.7093995773792267, 0.8324888932704925]","[-0.053322337414967114, -0.04909640857279174, -0.0398829276084911]","[true, true, true]","[0.14024490896612404, 0.1734358683228493, 0.11421800971031182]",1.2571952051842344e-10,1.2571966969977845e-10,True,False,False
95,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.5725942850112915, 0.4142759442329407, 0.7904415130615234]","[0.5759363772749916, 0.43362135812848956, 0.7856954476451903]","[0.04477947852864745, 0.04812220164334395, 0.03197241070092565]","[0.4989057222008705, 0.3529966688156128, 0.7297282490134239]","[0.6462076166272163, 0.5105685746669769, 0.8346647399663925]","[0.0033420922637000805, 0.01934541389554889, -0.004746065416333156]","[true, true, true]","[0.14730189442634578, 0.1575719058513641, 0.10493649095296853]",7.610262365140024e-13,7.610017309788241e-13,True,False,False
96,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.4013464152812958, 0.8064082860946655, 0.7216769456863403]","[0.4386609576374294, 0.7822896411979173, 0.7687876387357695]","[0.04322701318838145, 0.04404254029216998, 0.03451171743850694]","[0.3666118095815182, 0.7015175357460975, 0.7099480900168419]","[0.5094814732670784, 0.8422595065832138, 0.8249731609225273]","[0.03731454235613363, -0.024118644896748198, 0.047110693049429164]","[true, true, true]","[0.1428696636855602, 0.14074197083711626, 0.11502507090568537]",2.3906791565048757,0.49708824160944726,False,True,False
97,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.8295088410377502, 0.5941469073295593, 0.3307245969772339]","[0.756323922913073, 0.6009555758112665, 0.3207369591295715]","[0.04303958308411865, 0.04250378005894211, 0.030174326850423098]","[0.6834090834856034, 0.5299353668093681, 0.27227398723363877]","[0.8229727542400359, 0.6691810083389282, 0.3708283071219921]","[-0.0731849181246772, 0.006808668481707136, -0.009987637847662378]","[false, true, true]","[0.13956367075443254, 0.1392456415295601, 0.09855431988835334]",1.7397685998485316e-13,1.7404476675024282e-13,True,False,False
98,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.6856082081794739, 0.8176195621490479, 0.44813957810401917]","[0.7555276522100003, 0.8013045787084087, 0.45684455273926405]","[0.039949298267273774, 0.03497621984806695, 0.02923244856838488]","[0.6893003919720649, 0.7348557320237159, 0.40891303226351733]","[0.8192037886381149, 0.8454385450482369, 0.5054227104783058]","[0.06991944403052641, -0.016314983440639197, 0.008704974635244889]","[false, true, true]","[0.12990339666605, 0.110582813024521, 0.09650967821478845]",1.2202891204956727e-12,1.2202397575415283e-12,True,False,False
99,"ours raw positive(s,anchor)-local-gate full-dataset score + shared NPE","[0.5006178617477417, 0.6199762225151062, 0.5824617743492126]","[0.5302694301462164, 0.6088559938746688, 0.60118513888836]","[0.0384948292781599, 0.04029367226221956, 0.028077002644284338]","[0.46713395968079563, 0.5421482673287392, 0.555008741915226]","[0.593898469209671, 0.6753057354688645, 0.6474168503284454]","[0.029651568398474715, -0.01112022864043738, 0.018723364539147358]","[true, true, true]","[0.1267645095288754, 0.1331574681401253, 0.09240810841321945]",5.232948286638935e-13,5.232435356143546e-13,True,False,False
