truth_label,test_index,method,truth_u,truth_covariance,u_posterior_mean,covariance_posterior_mean,covariance_error,covariance_posterior_sd,covariance_q05,covariance_q95,covariance_covers90,extremal_ise
center,41,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.418457158137029,0.3899120534842463,0.44872993620485113]","[297.6603393578009,47.108373963999554,159.08237053754624]","[-34.49239742219902,-23.28983974600044,-25.5441990624538]","[28.437002101467,14.14774869779297,16.416366825173938]","[254.40767372125066,24.537906400435514,135.28064617312316]","[347.4766010848205,70.94666672392661,188.90046152593237]","[true,true,true]",0.00046777072256526045
center,42,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4946459449961783,0.3512985602754726,0.5161951342409825]","[331.27297153479293,67.9689724236752,150.70559689384652]","[-0.879765245207011,-2.429241286324796,-33.92097270615352]","[32.77778802347058,15.090311841126804,15.542981208795844]","[280.84169173539084,44.032706239655646,127.85245331677737]","[389.5318287647222,93.46494753356573,178.23450726966854]","[true,true,false]",0.0006201240729090157
center,43,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4505444592885673,0.6103785440927744,0.4815404728087775]","[311.4408634854769,67.55084042479002,216.70886658342388]","[-20.71187329452306,-2.8473732852099687,32.082296983423845]","[30.80701311837958,17.7016027654665,23.06838075507459]","[263.68109102435386,39.14677617948968,179.9769003725405]","[366.464183584957,97.62646885156964,255.90792504243154]","[true,true,true]",0.0003073259940144671
center,44,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4278211009066541,0.44929591668524854,0.5264290974402431]","[301.50554971345645,72.43708704152027,172.90510115548494]","[-30.647187066543495,2.0388733315202785,-11.721468444515097]","[27.987994449697855,15.665077040122798,18.139985586583823]","[259.66652862099755,47.652385870806405,146.2349796544039]","[350.95411395852534,99.36000380513747,204.70643188872015]","[true,true,true]",0.0003195759171499032
center,45,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4309783920547375,0.42227922282010394,0.4684309529966108]","[303.02395128319773,54.537339501564844,166.5492863702257]","[-29.12878549680221,-15.860874208435149,-18.077283229774338]","[29.963441549784605,15.471342836741004,18.074996409479382]","[255.9182560079328,29.73960624722148,140.33849179790872]","[355.4950947129991,80.90206902047338,198.2951997032845]","[true,true,true]",0.0002727302136599589
center,46,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5331433988118164,0.46532060163959765,0.5703457336890695]","[349.6876897628389,92.39094361882425,176.8868725122634]","[17.534952982838945,21.99272990882426,-7.73969708773663]","[35.227455508934526,18.464372260375765,19.04201338716965]","[295.1227426842681,62.97294535632592,148.4051266553326]","[410.3230276904376,124.1225201490003,210.34099686172783]","[true,true,true]",0.00023966358618237837
center,47,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.2448734463880566,0.29951950390395904,0.5006594497895246]","[233.1173508184385,51.38364242397414,140.09008775991586]","[-99.03538596156145,-19.014571286025856,-44.53648184008418]","[18.791475513067052,12.470159336339071,13.71517143070186]","[207.90313515912536,32.15113394877234,120.33861367879751]","[268.32930451571224,72.82481648972686,164.4211856966954]","[false,true,false]",0.0027996024887593936
center,48,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.49134606016755134,0.5564373074138173,0.5352527024793617]","[329.6943717690583,84.55431006266421,200.99136911187804]","[-2.458365010941634,14.156096352664221,16.364799511878005]","[32.063144395008976,18.002783894954057,21.880064133912597]","[279.97199934786875,55.9624972175907,167.51504793776084]","[385.77621428698876,115.05489263584874,239.57723851423395]","[true,true,true]",7.61465038673797e-05
center,49,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4617443678134661,0.5444003819918637,0.48575952244579873]","[316.2535339694277,66.32754699553736,197.5578805321189]","[-15.899202810572262,-4.070666714462632,12.931310932118862]","[30.119458654290117,16.350381117050464,20.841665564141103]","[269.60841831530985,39.71697880876728,165.15769920309114]","[368.6622661759371,93.71387658813019,233.69627078642256]","[true,true,true]",6.548826949791585e-05
center,50,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5523644603616011,0.4750513351082802,0.5247957925510416]","[359.0992115178472,80.01961633275488,179.31714416333725]","[26.946474737847268,9.621402622754886,-5.309425436662792]","[34.81234748676898,17.88854421170128,19.404521483620197]","[304.56557713449774,51.79569523811398,150.66500684790296]","[418.9436252106887,110.32690245310192,213.26913880395318]","[true,true,true]",6.329177514248218e-05
center,51,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.32328775079347416,0.5103782245367756,0.4926937089777006]","[260.41340006892705,60.698607279325756,188.37470079747587]","[-71.7393367110729,-9.699606430674237,3.7481311974758285]","[23.66270980585898,14.694751102050793,19.948974880861968]","[224.44294662935158,37.181981114202465,157.90973784471961]","[301.90224740537974,85.89347611438664,223.3607899563349]","[false,true,true]",0.0006116980046861843
center,52,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4256684828460208,0.472212005475015,0.46985508873969445]","[300.7349673104736,56.68368427672778,178.59353797911896]","[-31.41776946952632,-13.714529433272212,-6.033031620881076]","[29.28741083356832,16.188556712076643,19.169221044248257]","[255.73276104387014,31.142202003345243,149.91718903315638]","[352.72096878471245,83.98057435246868,211.84450529062335]","[true,true,true]",0.0001440840318383953
center,53,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.28695595522405387,0.5068756457592538,0.4932537678283469]","[247.46415291495697,59.17963798115099,187.44769262098734]","[-84.68858386504297,-11.218575728849004,2.821123020987301]","[22.20626559326617,14.80617763492036,19.71986667406696]","[214.6819868001108,35.49431474819658,156.57709079751234]","[287.0490072602894,84.32649162824045,221.38369535684228]","[false,true,true]",0.0009041324646900545
center,54,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.39752263390880094,0.33561509180365584,0.43649304920733073]","[289.1177044310101,41.33429892423204,147.39247662619292]","[-43.03503234898983,-29.063914785767956,-37.23409297380712]","[28.21512284897489,13.876906676111787,14.801409377486133]","[245.83783917125953,19.747256816174467,125.48772948814623]","[338.6346169053332,65.01733857912696,173.77434375904988]","[true,false,false]",0.0009245336591131033
center,55,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.3701815371422468,0.35256708697960765,0.5202456967294217]","[278.23622734322277,63.37971774756463,150.98418495696347]","[-53.916509436777176,-7.018495962435367,-33.642384643036564]","[26.96177992130556,14.077778637447933,15.686037424389273]","[237.35087674505903,41.09223195571108,128.0823074041415]","[326.92995287259157,87.30213477424401,178.52069326983496]","[false,true,false]",0.0012235711066872245
center,56,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5057803532016273,0.4621340301813195,0.47852725998699625]","[336.5250175593565,62.34642045982241,176.10182532024368]","[4.372280779356572,-8.051793250177582,-8.524744279756362]","[33.68888459428507,16.88673000348297,18.986229356114865]","[284.2340002275321,35.16745929184675,147.22856641335872]","[395.0472534996782,90.36780261380359,209.77478681973443]","[true,true,true]",3.759575982589107e-05
center,57,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.3999653808931613,0.48996200519621536,0.4895391647273303]","[289.8928162432373,62.206642902126525,183.02498938981293]","[-42.25992053676265,-8.191570807873468,-1.6015802101871088]","[25.941788375830804,14.720383715951874,19.043269310376658]","[250.81988826604626,38.51619692893699,154.63471835859426]","[334.6606159693487,87.2205277502638,216.5949805339937]","[true,true,true]",0.00021185299259311968
center,58,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5402617929706004,0.5183681527367233,0.5445418650364873]","[353.1225839177585,88.21901330785057,190.53151952689362]","[20.969847137758563,17.82079959785058,5.904949926893579]","[34.75176688544606,18.444667437019884,20.520527794756028]","[298.48615646936247,58.69406766303847,158.75229940361226]","[411.2549372902854,120.13420762863574,226.25380407012136]","[true,true,true]",6.421842759644304e-05
center,59,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.533984129772933,0.6239018242552874,0.5188371979743223]","[349.932802370899,85.5976498300722,220.7996273512007]","[17.780065590899085,15.199436120072207,36.17305775120067]","[33.41079633300888,18.638823980021417,22.957009177086604]","[298.4899898832898,56.11450154965584,182.86932363652608]","[407.1566221691018,117.83893508092986,259.0142822886724]","[true,true,true]",0.0003969910785404963
center,60,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.48871754585981225,0.541644376179279,0.5115786572188125]","[328.67313817302414,75.99859542555788,196.87810730859593]","[-3.4795986069757987,5.600381715557887,12.25153770859589]","[33.96873657794738,18.47572557730636,21.496089111044828]","[277.43205525963896,47.08403592873721,163.1201368695472]","[388.21130203816455,107.56644691072096,234.07021985340302]","[true,true,true]",3.3087446851016235e-05
center,61,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4385179168781634,0.4974426366750919,0.5112649787944564]","[306.2359304685297,70.94968617695208,185.04964622651698]","[-25.916806311470225,0.5514724669520916,0.423076626516945]","[30.28054226818506,16.606151058140266,20.178738536069194]","[260.5519953178319,44.85813649773931,154.64941998399428]","[359.3291165088474,99.22300431361828,220.35353911725161]","[true,true,true]",0.00010595509170117225
center,62,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.43187195144824625,0.4589837146445357,0.5317650633513918]","[303.4178352300175,74.6964437941014,175.3215510878518]","[-28.734901549982453,4.298230084101405,-9.305018512148251]","[30.191660560624857,16.139965831591084,18.89023246425241]","[257.01192773510985,48.60353903394562,147.48125516100492]","[356.1404038606676,101.7163185051487,209.1382927929169]","[true,true,true]",0.00029199885990194627
center,63,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5207084687051177,0.6345337011367086,0.48361438175141946]","[343.66622617987986,72.94730914294082,224.0044166607711]","[11.513489399879916,2.549095432940831,39.377847060771074]","[34.687870948876714,19.015634823736168,22.215944887277562]","[289.8187372736208,42.55581750209756,187.78962921177379]","[404.0412726076149,105.24751370778246,260.6637938620618]","[true,true,false]",0.0005482287099297737
center,64,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5828711191162466,0.5973345816513899,0.5759865999114517]","[374.79415001921467,106.84984647666772,212.82519497911417]","[42.64141323921473,36.45163276666773,28.198625379114134]","[36.512580205620615,20.496819825447936,22.99432203428059]","[317.73594292572784,74.29882757109903,175.8391932296875]","[438.29261958051336,142.37934596473872,251.4866932463916]","[true,false,true]",0.00035989697625863655
center,65,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.40414120049342567,0.3429655791733325,0.4528042157769215]","[291.8375763867904,46.3037208087736,148.9516806357668]","[-40.31516039320957,-24.094492901226396,-35.67488896423325]","[28.785701446680473,13.934498613282443,15.308673997528429]","[248.059704711735,24.02065961987997,126.49570174920613]","[342.0588126908859,69.63358025285936,176.40611206980185]","[true,false,false]",0.0008368685418619072
center,66,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.3993379089208693,0.4757825279763344,0.5143689735025161]","[289.7645394529338,68.87114550235684,179.49898254199113]","[-42.388197327066166,-1.527068207643154,-5.127587058008913]","[27.36153691674893,15.6115568924129,19.39352781852182]","[248.16177150987127,44.00163819364467,150.51107317020174]","[337.5793716503278,95.36991302766982,213.40884874196385]","[true,true,true]",0.0003071971326200932
center,67,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4858450794941178,0.5141344273611922,0.5410546168303491]","[327.13841831557073,83.52843713411572,189.42259890942168]","[-5.014318464429209,13.130223424115727,4.796029309421641]","[31.439772211487305,17.193791068551985,20.623049978288595]","[277.775276495552,56.42657207011538,157.92704224950916]","[381.2010402776626,112.34231654541256,225.52210100382032]","[true,true,true]",6.939904372624276e-05
center,68,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.3543615109820293,0.3723843842083307,0.44489528201043615]","[272.082905879035,43.454571949809626,155.24735910430144]","[-60.06983090096492,-26.943641760190367,-29.3792104956986]","[25.69809070279098,13.794250032253132,16.269984988672118]","[232.7614118593531,21.09677541638959,131.57028676863558]","[315.73162766239204,66.39004167726961,183.99681822824735]","[false,false,false]",0.0009056636790129259
center,69,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.44954263244867304,0.40447480580963185,0.5018980546256887]","[311.0964350758474,64.3421257042996,162.47532209624617]","[-21.05630170415253,-6.0560880057003885,-22.151247503753865]","[31.770312647590007,15.540008629933993,17.904309794124675]","[262.7594737796991,39.998366654378074,136.30604270342042]","[367.668947563014,90.92457985982121,194.977656626869]","[true,true,true]",0.0003519181357553587
center,70,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4121413703475898,0.5496763447794307,0.48908514756023913]","[294.9232725407316,65.26431061906933,198.94099343668978]","[-37.22946423926834,-5.133903090930659,14.314423836689741]","[26.894225920172424,15.963299147797471,20.15103375202947]","[253.45440308373847,39.838369892633565,167.31319421215792]","[341.75810618915295,91.76244971108898,233.40083607615964]","[true,true,true]",0.0001627102862597716
center,71,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4894638249188667,0.37957423090037096,0.5120899688798195]","[328.92938967675326,67.9519446168889,156.80839517762672]","[-3.223347103246681,-2.4462690931110984,-27.818174422373318]","[33.07384307188675,15.765223243867785,16.300792578003858]","[279.0722081540295,43.361096399971274,132.3389778096937]","[386.75544818012736,94.48807154212479,185.35958333620164]","[true,true,true]",0.0004212391306715076
