truth_label,test_index,method,truth_u,truth_covariance,u_posterior_mean,covariance_posterior_mean,covariance_error,covariance_posterior_sd,covariance_q05,covariance_q95,covariance_covers90,extremal_ise
center,81,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4923613511718444,0.5616965786225961,0.485894347751621]","[337.67424976272605,65.83338405140239,206.0418683634709]","[5.521512982726108,-4.564829658597603,21.415298763470872]","[79.06807690676425,56.108762497469144,43.81516494867299]","[225.15869738084496,-28.698705289013805,137.52486819138292]","[482.89647520499335,156.72694493796752,281.85576010159065]","[true,true,true]",7.09865835306975e-05
center,82,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5055380932350506,0.49012028027324495,0.5039707751692263]","[343.4581598197645,68.84572026663447,186.7953956877186]","[11.305423039764548,-1.5524934433655204,2.168826087718571]","[78.18584554288962,52.6199776910989,42.50640291478789]","[229.5887694952839,-19.230224782617473,124.99565676349728]","[489.45711917156876,152.9720963391313,265.90603389391214]","[true,true,true]",5.926737750979694e-05
center,83,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4827614870322401,0.5068158426881286,0.5236284067260537]","[332.5326653842373,74.56975195766336,191.43198541485015]","[0.37992860423736374,4.171538247663364,6.805415814850107]","[75.5546741236954,52.35336280007733,44.253564201056975]","[224.2918400777248,-15.715590886389057,126.89371481858895]","[475.21848903796587,155.67327529264023,273.8774082385534]","[true,true,true]",0.00010120820086818004
center,84,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5065762316202855,0.500027557789857,0.5102650773774806]","[344.02441516637487,71.34469500244447,189.64140216965433]","[11.871678386374924,0.9464812924444743,5.014832569654288]","[78.42203919636064,53.54017764781702,43.9710199078169]","[228.32463910939939,-20.123985148921086,125.52973468986585]","[488.42530667802527,157.81051684385898,272.9720181870768]","[true,true,true]",4.850873940630466e-05
center,85,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.49877899529415265,0.5068122471155243,0.49447243754375586]","[340.1187898024278,66.43558069139819,191.19474075605947]","[7.966053022427843,-3.9626330186018066,6.568171156059435]","[76.67143251873509,53.40009877889853,43.113709798475085]","[225.86124203661154,-23.24275791639923,127.12712955554628]","[480.6644642519121,151.92949331200063,271.49819835753544]","[true,true,true]",3.9514139502267886e-05
center,86,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.49211907956059114,0.4881263159517359,0.5152666528219244]","[337.2948902239615,71.70493056668774,186.45894323954025]","[5.142153443961547,1.3067168566877427,1.832373639540208]","[77.86980412701196,51.96563305639754,43.25591617396461]","[223.6073960405874,-18.102083094500966,124.565004336326]","[482.16645345455834,153.52541306862588,267.4914697208606]","[true,true,true]",0.00010116011955614221
center,87,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5177566375440216,0.4975192799704389,0.4880683072510736]","[349.5476633980055,65.1373276456614,188.8385811751027]","[17.39492661800557,-5.260886064338592,4.21201157510265]","[79.74810458452036,53.52219005530678,43.165847102854336]","[229.54905802769423,-24.76104091720166,125.18274020651154]","[494.0364468366542,152.53663649316974,267.6595249176462]","[true,true,true]",3.471030025956786e-05
center,88,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4932922299073716,0.5324129670157004,0.5484414416124566]","[338.296149758533,84.0351759899552,198.06381867134826]","[6.143412978533036,13.636962279955213,13.43724907134822]","[79.9356762063747,52.44915150441419,43.674809238714026]","[222.9495713544404,-9.66627240711079,130.9000855293484]","[487.66635594055754,165.42630456134987,276.231546921937]","[true,true,true]",0.00011313939515842344
center,89,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5206251768496326,0.4834550130409678,0.5189916500707422]","[350.7316770775274,74.17690183946773,185.1743415138252]","[18.57894029752748,3.7786881294677386,0.5477719138251587]","[79.06391806263808,53.12975970561963,42.62643065061959]","[230.86389027824342,-17.677285812228153,124.05406223062494]","[496.46359299681245,158.1515443104644,265.1660196265426]","[true,true,true]",7.718392319003838e-05
center,90,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4818520591521339,0.5077730125707406,0.5033359135918497]","[332.4372441531829,68.47108095188707,191.64080669761339]","[0.2845073731829757,-1.9271327581129185,7.014237097613346]","[76.8586767285449,53.19990489025248,44.15105286015224]","[223.85813905576555,-21.267220172228804,127.12410138312043]","[475.63096994797024,152.6173163312434,273.2911161293881]","[true,true,true]",7.093769855401055e-05
center,91,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4854758706774351,0.5023685838561327,0.5182526155211722]","[333.8365853784694,72.97897018976968,190.1286446629313]","[1.683848598469467,2.58075647976969,5.5020750629312545]","[75.70873802373538,52.626349842167045,43.541320446177146]","[224.6510795720346,-17.861289765485317,126.65210298644581]","[473.74523860022833,155.95285138758436,271.5162667167605]","[true,true,true]",9.176842493868228e-05
center,92,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4974288667000716,0.4973008612272494,0.5047127638651795]","[339.93971856325993,69.2715452945397,188.9817235630534]","[7.786981783259989,-1.126668415460287,4.355153963053368]","[79.08330155537762,53.24202144914691,44.21136780849346]","[226.0355453748503,-20.243954502798115,126.27041818458962]","[487.30014707872965,154.01787354797472,271.8564481399548]","[true,true,true]",5.999815910646997e-05
center,93,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5104554630678861,0.5150192092000284,0.48656720571244133]","[345.65383673366574,64.88197630071107,193.45835467365427]","[13.5010999536658,-5.5162374092889195,8.831785073654231]","[77.5335930046041,54.060370785651095,43.81108480823227]","[230.7870794779038,-25.293569058899696,128.43187336165602]","[488.33847314847367,153.62887619934025,275.13658347029184]","[true,true,true]",2.7803911853879555e-05
center,94,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4959851928239803,0.5346935320474477,0.4930061902826445]","[339.1231789858772,67.3256285649984,198.78694566639462]","[6.970442205877248,-3.0725851450015966,14.160376066394576]","[78.46616978409853,54.009808251025184,44.34968906587718]","[225.86879368905215,-23.02538398935145,130.61887800248962]","[486.5380942737585,154.79497059929358,277.6990448026984]","[true,true,true]",3.270227331651023e-05
center,95,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.503574529983611,0.499314011866534,0.5367901147323441]","[342.6408640166068,79.36363113228407,189.30415589277692]","[10.488127236606886,8.965417422284077,4.67758629277688]","[78.34250099429136,52.6856510536967,43.25094679058101]","[228.01871898714995,-13.769558823058551,125.89323426140757]","[487.50521970958744,161.1616245610356,268.62487658817935]","[true,true,true]",0.00010951510871332759
center,96,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4765719992928578,0.5173591041765329,0.514453782704179]","[329.9319747241287,71.96514161573549,194.1655448524328]","[-2.220762055871262,1.566927905735497,9.53897525243275]","[76.3388861740581,52.740111996105036,44.3095052974079]","[222.744775408608,-19.083867580724874,128.63744003456057]","[475.50588801915825,156.21404537776235,275.98591627654736]","[true,true,true]",8.240721148798278e-05
center,97,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.49599905728922206,0.5257028905973872,0.5173157755300379]","[339.1783683627149,74.661147623478,196.29361817647035]","[7.0256315827149365,4.262933913478008,11.667048576470307]","[78.38666403771457,53.17528069475545,43.88037627393517]","[223.97867757247926,-15.636110325125708,130.63404165512097]","[485.73259212851457,159.84339586996728,275.64170625206214]","[true,true,true]",4.024648959258028e-05
center,98,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.48381255889583324,0.5159907404219266,0.4931287022914181]","[333.50623206769114,65.61704082150735,193.70092527844875]","[1.353495287691203,-4.781172888492648,9.074355678448711]","[77.76618523913747,53.52148078777346,43.72519358646233]","[223.01254833142514,-24.715440534365616,129.46746650893937]","[483.1576373764633,150.67911938823664,272.2550536880015]","[true,true,true]",5.3410211973394524e-05
center,99,Raw-data NPE,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.540931182805319,0.5610232836760303,0.48718333706705363]","[361.06247369093126,68.66396707118952,205.7357458675471]","[28.909736910931315,-1.7342466388104754,21.10917626754707]","[81.50347444351127,57.02687062933423,43.289357543122605]","[234.62337231549236,-26.378399752677982,137.4616159590062]","[504.08023767517153,161.03715326696206,282.28967666839776]","[true,true,true]",8.83584931311996e-05
center,0,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5557152727931736,0.33193777964521026,0.5286076338505743]","[360.775913575041,73.5837667317249,146.65620137076309]","[28.623176795041047,3.1855530217248997,-37.97036822923695]","[34.83347736853064,15.55005192422784,14.933451897370581]","[305.0586061939578,49.324601900145296,124.754137230426]","[419.593467243738,99.76820665113591,173.62774455160965]","[true,true,false]",0.0007470992983929038
center,1,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.44374950533777474,0.2466288092922187,0.4593163376587614]","[308.334207872929,46.21229288592742,129.88746993279304]","[-23.818528907070913,-24.185920824072575,-54.739099667207]","[28.86140552834957,14.452520399244275,10.384368189851793]","[264.94970120485254,22.812637617735348,115.87288711304208]","[358.7886969325659,69.84163741409978,148.24365925732224]","[true,false,false]",0.0015954493952912627
center,2,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.6440825141397124,0.6978353053694963,0.5381586138111357]","[408.2928744655835,105.02979542623619,244.73735113195582]","[76.14013768558357,34.6315817162362,60.11078153195578]","[39.274137036526206,21.971858949337115,23.817559378414664]","[345.97208902132445,68.64253052278126,203.96410651543366]","[474.75512289588784,140.8767107244897,283.42679471433365]","[false,true,false]",0.0015643930115414493
center,3,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.33133417958126893,0.5851491386988763,0.5060124734237803]","[263.43964397595767,68.35192218880468,209.17926857926113]","[-68.71309280404228,-2.0462915211953145,24.552698979261095]","[24.85253886865275,16.363447193165527,22.169569590478044]","[226.4369648130856,42.097453689636524,173.75562476943924]","[307.54597189994956,95.40636243918195,246.61039611620765]","[false,true,true]",0.0005962999065662612
center,4,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.3392462195925653,0.5198884296999859,0.5502028847199683]","[266.35145954200976,78.16628761842138,190.92757290753025]","[-65.80127723799018,7.7680739084213855,6.301003307530209]","[24.848642150949065,15.775897691759722,20.452669823817175]","[229.25439591486807,52.857085255783744,159.37032492254443]","[309.7430468258094,104.35215888382461,225.75602744640005]","[false,true,true]",0.0007507493691759438
center,5,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.548864016394914,0.500000459429324,0.5065048940169808]","[357.44771018157644,75.24780236086292,185.63230638567836]","[25.2949734015765,4.849588650862927,1.005736785678323]","[35.65849349949293,18.048980310352327,19.370325713674386]","[301.151634823845,46.64505386314069,155.19822416040827]","[417.34396017299986,105.98619219891145,219.66520793088176]","[true,true,true]",3.928084555685008e-05
center,6,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.47903321314282676,0.5310229964798674,0.562509734172821]","[324.0570538514121,90.7495407306957,193.93586261704527]","[-8.095682928587848,20.351327020695706,9.309293017045235]","[31.45028333620973,17.74834222081847,20.875939539419587]","[276.3703916350256,63.432196889687226,161.94692350083577]","[378.5218067213582,121.57339272492831,230.60392175560492]","[true,true,true]",0.00015475361119792085
center,7,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.571939815745054,0.6165300769367815,0.46883081080705086]","[369.2967357104159,69.15127835810613,218.5466014911018]","[37.14399893041593,-1.2469353518938675,33.92003189110176]","[37.948801324764155,20.475837232178538,22.813137314251236]","[310.40703349276856,36.45306526567953,180.78597537025112]","[434.5579786798265,103.27574186986658,256.47384875018514]","[true,true,true]",0.0007005896858074618
center,8,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5874008849748966,0.5319140251156678,0.43344694389998983]","[377.28098685510855,53.18841730025836,194.23572578241976]","[45.12825007510861,-17.209796409741635,9.609156182419724]","[37.796008254240775,18.623910473514563,21.364547472778156]","[316.0201773878225,23.148524172149894,160.21749714928285]","[441.1582542276345,84.4891554662087,230.76568031784154]","[true,true,true]",0.0004997769971832876
center,9,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5093285480567822,0.3810939900790615,0.4706735842213026]","[338.14317017072807,56.65469685473343,157.17929026803313]","[5.990433390728128,-13.743516855266563,-27.44727933196691]","[33.32175814282587,15.980142687616922,16.69418952530747]","[287.710868019161,31.758466141466,132.42738380541337]","[396.10346932640806,83.65291680791346,187.1940571874071]","[true,true,true]",0.0003046499072540533
center,10,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4597492797815792,0.5440557846835228,0.5316060629206891]","[315.3532847062232,80.80093447681841,197.4398422936541]","[-16.799452073776763,10.402720766818419,12.813272693654056]","[29.85490227139007,17.060582903371685,20.62570238940063]","[269.41609348576213,53.726398940018136,165.88046839713422]","[366.8445168194872,109.72804057186002,232.61972813666316]","[true,true,true]",8.970546797841564e-05
center,11,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4785472004159542,0.3785377496527313,0.5382145528542993]","[323.85705022830916,74.76695416716905,156.60401434825312]","[-8.295686551690778,4.368740457169054,-28.022555251746923]","[31.657369091964586,15.649978200766956,16.544870143997795]","[274.8943926290767,50.22721665586824,132.3824591463051]","[378.06187995884943,101.96519901156275,185.62350997635244]","[true,true,true]",0.0005856970170581844
center,12,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5910066379022593,0.5915418442669507,0.4870556719234565]","[379.2873247089365,75.65565179676952,211.12205860248426]","[47.13458792893658,5.257438086769525,26.49548900248422]","[38.87678961209437,19.99271354823411,22.914252894025218]","[318.2224848227436,44.86169532039858,174.16063654204552]","[445.1587807366026,109.67622272814056,248.40539408302322]","[true,true,true]",0.000536108156328875
center,13,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4153991728952512,0.30797582123893724,0.5076056022578488]","[296.40430282481253,60.110421364377174,141.75734276147085]","[-35.74843395518741,-10.287792345622819,-42.86922683852919]","[28.50396435518001,14.053089022930306,13.865524045609735]","[253.53240602475046,37.90910859950374,121.51448988091472]","[345.97508539896495,84.23477511769279,166.44992915094898]","[true,true,false]",0.0012713083708809792
center,14,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.3539391209028667,0.44709571848549073,0.47954207033395835]","[271.85103620239016,55.641059681727654,172.37237748710032]","[-60.30170057760978,-14.757154028272339,-12.254192112899716]","[24.920788201407223,14.6433355870283,18.060953043070707]","[233.63661447650486,32.030223495072235,145.67339544313782]","[315.3327943508663,80.21110599000546,204.65309557300282]","[false,true,true]",0.0005539478034608473
center,15,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.46705041616216403,0.5993117856603863,0.4647566476824878]","[318.56854049253116,62.00425896091826,213.24463364792862]","[-13.584196287468785,-8.393954749081736,28.618064047928584]","[29.808314891453893,16.923747692685815,21.422355287601476]","[270.49190832483754,34.6505304449457,178.73642289873146]","[370.3521469362338,90.85318397712338,249.37936303481095]","[true,true,true]",0.00030784294113093556
center,16,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5809550620320447,0.7119107219612588,0.5440084051591159]","[373.9631380344322,103.665958371275,249.43542189144193]","[41.810401254432236,33.267744661275,64.8088522914419]","[38.096216229297895,21.939508869673023,22.507822402680638]","[313.9267788737882,68.19243347409018,209.8940921345489]","[438.1588155605705,140.5505717606336,285.3914583750404]","[true,true,false]",0.0012504041358896432
center,17,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.47701386339962526,0.5376177945321796,0.5104572561645516]","[323.00946159492594,74.6869287427246,195.6297859020091]","[-9.143275185074003,4.28871503272461,11.003216302009065]","[29.913370098776806,16.76086225727285,20.03755405596433]","[276.17937681950474,48.10330564961172,164.24620885904253]","[374.49835009770334,103.37565791561914,230.0955410055892]","[true,true,true]",3.335080351700749e-05
center,18,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.36844513865411277,0.583105817242862,0.49565680787086513]","[277.47308659754873,66.874257114546,208.51249609317435]","[-54.67965018245121,-3.5239565954539955,23.88592649317431]","[25.863526630811972,16.302171365405304,21.49365870171588]","[237.33237976046598,40.546496601643554,174.1743527107418]","[323.47422346473996,94.42825544622961,244.78059143336898]","[false,true,true]",0.0003836816905353415
center,19,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5104470249098535,0.46079769503131573,0.4921939948618401]","[338.6731282524003,66.78254197477361,175.74971944662397]","[6.520391472400377,-3.6156717352263854,-8.876850153376068]","[33.35818277875381,16.86205997360491,18.72113357782462]","[287.54169373532386,40.00162070735105,147.82152513597526]","[397.110080829723,95.32082020149268,209.58290302794958]","[true,true,true]",3.4893174370958515e-05
center,20,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5674178962244102,0.5194204654836669,0.5245457322007413]","[366.76193521020997,83.3717291124597,190.9069975928936]","[34.60919843021003,12.97351540245971,6.28042799289355]","[35.729269637489864,18.39667093707405,21.414191240516537]","[311.2258573206464,54.34791754912928,157.70321092498767]","[427.89096921123775,113.95486754004081,227.3402296106492]","[true,true,true]",8.942989634703345e-05
center,21,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.46482477327376565,0.5386516600173715,0.5202939444500209]","[317.6389736979406,77.25598111322775,195.9960273374039]","[-14.513763082059313,6.857767403227754,11.369457737403849]","[30.510679555827235,17.210334275077177,20.91174825809736]","[271.2760151265451,50.054474237594434,164.12176013029128]","[370.329389183413,106.09040061843987,231.715057590441]","[true,true,true]",5.664686657940297e-05
center,22,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4385382640478014,0.40382290305076196,0.47985590308010434]","[306.25821708231393,57.39977061962664,162.27264245151173]","[-25.894519697686007,-12.99844309037335,-22.35392714848831]","[30.468509526524922,15.174786717832577,17.338114506021384]","[260.5108956723597,33.31659648893494,136.57567516865444]","[359.52037441036043,83.64236708045063,193.16687827430587]","[true,true,true]",0.00034110760398348166
center,23,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5658951071083547,0.500436514252721,0.45943241342753116]","[366.12739368123044,60.27379656643184,185.8511672675136]","[33.9746569012305,-10.124417143568152,1.2245976675135637]","[37.08237292424247,18.40790316909764,20.500372320025942]","[306.7222015526378,30.92243810818023,154.48015917288896]","[430.5902797989396,91.20990902578552,222.59740640844578]","[true,true,true]",0.000185541136892547
center,24,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.46978768826097284,0.4675656021034708,0.5127104932540651]","[319.9455880333709,71.45732705451016,177.46884929772958]","[-12.20714874662906,1.0591133445101661,-7.157720302270462]","[31.64715113881023,16.657610617600596,19.347166202634682]","[271.0690713654626,44.962703230490185,148.20560662480122]","[374.99084947419914,99.94944832600873,211.74579685693004]","[true,true,true]",8.68459990096402e-05
center,25,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.3868441029766952,0.5475431877309093,0.5041396392810339]","[284.7300506990101,68.6324907074737,198.4285782730938]","[-47.42268608098982,-1.7657230025262862,13.802008673093752]","[26.75471773537772,15.71305287677868,20.963097045881632]","[243.63786159247454,43.73676806407889,166.1853466390377]","[331.26773954168056,95.45829797147856,234.66936516803017]","[false,true,true]",0.0002607691651295585
center,26,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.3067853573280196,0.5846319679313882,0.34898074878968155]","[254.64816567541104,18.569001190398964,209.09176899161335]","[-77.5045711045889,-51.82921251960103,24.46519939161331]","[25.234510426710372,15.617910469623803,22.76748089473224]","[217.32593848265208,-7.575813855739793,172.55479347979482]","[299.85145621486186,43.77999601837304,247.50953345062194]","[false,false,true]",0.0012582073889618713
center,27,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5673649462130652,0.5255157063120599,0.5127977681279177]","[366.73815758182803,79.76222364621856,192.44906751451342]","[34.58542080182809,9.364009936218565,7.822497914513377]","[35.66805536170598,18.814450696825894,20.73431289822708]","[310.5031580792206,50.144326380919914,160.24028492183007]","[427.0689128507854,111.32869100950535,228.6735733633481]","[true,true,true]",0.0001041675743268138
center,28,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.45437761188167997,0.5406151572039735,0.3751030360499019]","[313.1886567346835,29.053615655202723,196.59032645018956]","[-18.96408004531645,-41.344598054797274,11.963756850189526]","[31.694685613588334,16.898323425734887,21.429605965414137]","[263.55290908664335,1.6862828821666291,163.4834407560123]","[368.3927981031219,57.26309623037875,233.74044192224454]","[true,false,true]",0.0005687122110234634
center,29,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4943352335184795,0.42083761044207557,0.4993845775428409]","[331.09640056639296,66.35943100672522,166.1594178884024]","[-1.0563362136069827,-4.0387827032747765,-18.467151711597637]","[32.32584968008313,15.975036876003255,17.502987342133807]","[280.3912588470667,40.853385836049114,140.18017395325907]","[385.9659189745535,93.32092086226112,198.15106654096198]","[true,true,true]",0.0001663859155552279
center,30,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5142920560471721,0.3481385268205735,0.4521029873234017]","[340.44376882029513,49.98651486926288,150.0320901475552]","[8.291032040295192,-20.411698840737117,-34.59447945244483]","[32.860616560930694,15.026829942152174,15.345153194988582]","[289.1596562033669,25.65425131969427,127.18408220247852]","[397.5759478810872,75.39025630271523,177.04260639312426]","[true,true,false]",0.0004933980974721456
center,31,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5251171391499042,0.4938818954223397,0.5644148071271174]","[345.70761225488485,91.88653634710377,184.12672815848552]","[13.55487547488491,21.488322637103778,-0.49984144151451915]","[34.07117538199289,17.75763864685805,20.052885705356967]","[293.0414808251268,64.2831513137067,153.3788098659667]","[403.472465879558,121.72474144539359,219.9049132883034]","[true,true,true]",0.00014480840434117023
center,32,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5223626654849938,0.5765835158348103,0.5005417705774303]","[344.4599986834151,75.94169166796857,206.6493213035578]","[12.307261903415167,5.543477957968577,22.02275170355776]","[34.685164511054126,18.861459148322318,21.605780265582005]","[289.1347265463547,45.27219836707365,172.24265786508758]","[403.79711869938467,107.47054729545914,243.38161781607923]","[true,true,true]",0.0001670420741056669
center,33,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.38283751973992175,0.5003978657932563,0.5866298506033428]","[283.2011286276095,89.56923017660687,185.81504443596074]","[-48.95160815239046,19.171016466606872,1.1884748359607045]","[27.324751132167922,16.229989614923518,20.249551249524767]","[242.2033497094054,63.69427609916006,155.43395509848048]","[331.14822146112476,116.94834385910343,221.65245711163968]","[false,true,true]",0.0007982805333464851
center,34,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.41648223341181945,0.42153287072189166,0.45238964224040584]","[296.9131674547382,49.18668096373947,166.30082920946148]","[-35.239569325261755,-21.211532746260524,-18.325740390538556]","[29.092906267426894,15.380245889895761,17.30373911965184]","[251.6749339198916,23.90459492293446,140.84431409730857]","[347.5658637776006,74.86001878630191,197.22378171536238]","[true,true,true]",0.0003291646394339392
center,35,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4610307529689363,0.5361934280198819,0.47377975616752954]","[315.8488144048385,62.00676111465733,195.23575151707507]","[-16.30392237516145,-8.391452595342663,10.609181917075034]","[29.17094789134169,16.12832790608486,19.949931704029122]","[271.2361268268943,36.43178595554038,164.4192434867647]","[366.7725363191568,88.52660922569252,230.07917986532865]","[true,true,true]",6.936856565864769e-05
center,36,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.4149452738863223,0.3562198785333798,0.5018212315368661]","[296.22685812255787,60.615911512036995,151.75670088103467]","[-35.92587865744207,-9.782302197962998,-32.869868718965364]","[28.522464642982587,14.538769306443168,15.812126907186368]","[252.1668941481853,37.57237498480473,128.9945051342446]","[345.0730402554901,84.8052254545229,180.49881546896103]","[true,true,false]",0.0008132818548769373
center,37,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.46511767847254826,0.5465130892607567,0.46489596202760985]","[317.9087768138417,59.76348415353604,198.15638858433286]","[-14.24395996615823,-10.634729556463952,13.52981898433282]","[31.878080813313257,17.30983353745664,21.01097672874208]","[269.1229194362427,32.128359148047394,166.13654860938428]","[372.85573115566433,88.81747661033222,233.62473654326206]","[true,true,true]",0.00010823272907627085
center,38,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.473599017914535,0.4079642499956953,0.48995228778421906]","[321.6741055991136,62.03233419348378,163.229482190728]","[-10.478631180886339,-8.365879516516216,-21.397087409272046]","[31.98339406612742,15.60958240787467,17.578579045946693]","[272.37069385112903,37.53174116804143,137.48432898821656]","[376.82076737314173,88.85449558705167,194.38893901885882]","[true,true,true]",0.00024097654583649574
center,39,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.5822517530399552,0.5374980045679213,0.46987819109171597]","[374.49854046509296,66.3214278730533,195.74526323615342]","[42.34580368509302,-4.076785836946698,11.118693636153381]","[36.78992864407084,18.695999456913746,21.434529789821088]","[317.1743406593687,36.75691131243756,162.39898468907302]","[437.4294933072286,98.17174182000608,232.50393630752671]","[true,true,true]",0.00030518817259763114
center,40,Raw-data FSM,"[0.5,0.5,0.5]","[332.15273677999994,70.39821371,184.62656960000004]","[0.40681837591625686,0.5350684570762504,0.5088132091361295]","[292.8942769990729,70.50582062124782,195.03485406192294]","[-39.25845978092707,0.10760691124782795,10.408284461922904]","[28.46554313287758,16.666670288287957,20.96927337601079]","[249.26853315173236,44.21748477710025,162.86922792192848]","[343.8457567095681,99.15915306110607,231.3832397181636]","[true,true,true]",0.00018486238410120944
