test_index,method,truth,estimate,sd,q05,q95,covers90,width90
57,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[301.6844378950857,70.25369391601286,179.90621024309857]","[16.983053928826,9.579345848221127,10.812842954772766]","[275.5420685652689,54.78657262123123,163.05733500392918]","[330.24544354006366,86.53069378518751,198.28934152833835]","[false,true,true]","[54.70337497479477,31.74412116395628,35.23200652440917]"
58,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[383.2901081270942,89.48551260328995,180.6668770354554]","[22.337534749839893,11.903369399182004,11.115011069443794]","[348.35299178205844,70.86909172803816,162.76408575035956]","[420.44494140317727,109.73379635303327,199.7009090260419]","[false,false,true]","[72.09194962111883,38.86470462499511,36.93682327568234]"
59,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[325.0940047740663,65.59506939774477,191.26637465358522]","[19.132311313360695,10.7190425226343,11.753948163473328]","[295.6798957510756,48.899739288849915,172.57674715485908]","[358.02959228959855,83.72398794213808,211.18814620268085]","[true,true,true]","[62.34969653852295,34.824248653288166,38.61139904782178]"
60,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[353.0381170416927,74.00937240858681,205.1591095886727]","[21.810761140270237,12.165587439241225,12.620346549726964]","[319.30365684302615,54.65422458319813,184.799291868835]","[390.70630841367546,94.71741378011622,226.3625077666145]","[true,true,false]","[71.40265157064931,40.06318919691809,41.563215897779486]"
61,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[332.67739601370914,73.78966850497441,196.33797530621504]","[19.257624003832078,11.355060513899042,12.615091680917732]","[302.9360149420412,56.02118190522103,176.59366324114538]","[365.3651828598138,93.3434809975933,218.11630542411913]","[true,true,true]","[62.42916791777259,37.322299092372276,41.522642182973755]"
62,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[354.7844192883683,85.99111549925094,198.80923619357696]","[21.093776099016885,12.498907242323098,13.285829365719072]","[321.85685985719397,66.02605334299099,178.0216068626258]","[390.7160700467037,107.56603889738626,221.41778125852824]","[true,true,true]","[68.85921018950972,41.53998555439527,43.39617439590245]"
63,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[379.3747265868442,75.87241136347764,196.321536180974]","[24.82799009534603,13.156147355587844,11.858624699741277]","[340.54796511877834,55.56010429996508,177.36295600484456]","[422.74352819693013,98.30732576680094,216.26754663389877]","[false,true,true]","[82.19556307815179,42.74722146683586,38.90459062905421]"
64,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[352.3437816603551,75.17536307230525,189.78553801783613]","[19.77164450649863,10.78678487315564,10.874700408140994]","[321.8773503267774,57.711778397508716,172.4269422516279]","[386.5411915325745,93.18399077658266,208.35849276391957]","[true,true,true]","[64.6638412057971,35.472212379073945,35.931550512291665]"
65,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[325.317517837999,61.25227110578286,176.68469303503912]","[18.159194561435395,10.323769154934814,10.705088067174039]","[297.2855598183302,45.026075364679016,159.84526858232863]","[356.34843652977287,78.90811056321662,194.8095882613232]","[true,true,true]","[59.06287671144264,33.88203519853761,34.96431967899457]"
66,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[356.2630769749321,80.94105026499233,191.8114303653697]","[20.904197222697793,12.226238566590608,12.60456029532937]","[323.6802289563093,61.82269603026914,171.9237426308436]","[392.12210149512566,102.08544796954918,213.48712308328177]","[true,true,true]","[68.44187253881637,40.26275193928004,41.56338045243817]"
67,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[357.08847750759236,89.46085028290477,199.77195170036651]","[20.196614930819695,11.529214143210632,13.137874624170271]","[325.72817501967876,70.76392414087537,178.81085005901372]","[391.4006741201435,108.31208399349207,222.31869509530557]","[true,false,true]","[65.67249910046473,37.54815985261669,43.507845036291855]"
68,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[328.3883666501429,68.99445990223083,187.30667029712808]","[18.510080619328697,11.5138961089729,12.848869709520464]","[299.5215261416001,51.27905135180446,167.89990560563632]","[359.72885299424956,88.5384130949085,210.27285245793206]","[true,true,true]","[60.20732685264949,37.259361743104044,42.37294685229574]"
69,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[320.62942633031673,70.31394549357688,161.99130441016385]","[19.56707855811754,10.320248179441519,9.594019778254316]","[289.8866395160139,54.63163270409933,146.96691710208606]","[353.59850552448205,88.33721387205941,178.24964396683984]","[true,true,false]","[63.71186600846818,33.70558116796008,31.282726864753784]"
70,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[324.33015514671996,76.73964426460915,191.0988979560024]","[18.691247384763475,11.386873784328023,12.308560150704011]","[295.3401442752075,58.9891961116364,171.69241331320546]","[356.57719186626565,96.20077676182274,212.38507511801853]","[true,true,true]","[61.23704759105817,37.211580650186335,40.69266180481307]"
71,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[328.72276154094965,67.07640150583678,193.39688493821095]","[17.959171142508936,10.28543349574039,11.345084217103238]","[300.96132603934626,50.681170785119804,175.31855688038561]","[359.2466186113527,84.18242439828849,212.2854264126771]","[true,true,true]","[58.285292572006426,33.501253613168686,36.9668695322915]"
72,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[330.85979694950464,54.54129496931123,178.68107370391397]","[18.594379884098068,10.005826622262576,10.519343297474922]","[301.6852694794507,38.74395757414342,162.11283269659833]","[362.16665049302867,71.17490428705484,196.39578324497458]","[true,true,true]","[60.48138101357796,32.43094671291142,34.28295054837625]"
73,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[367.05413608204276,87.3706476849479,207.2312720992078]","[23.449529229345277,12.769914067060816,13.13514820594238]","[331.46227050958885,66.74339408808424,186.1561817344539]","[408.11395954425325,109.04954941036334,229.59210690211785]","[true,true,false]","[76.6516890346644,42.306155322279096,43.43592516766395]"
74,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[319.0031965398056,50.205817434030244,173.1242890957557]","[20.280014338277272,11.745860206634074,12.275771871296211]","[287.74834893354364,32.370153317701885,154.26889290466963]","[354.89067950998225,70.54880036733161,194.1007202168125]","[true,true,true]","[67.14233057643861,38.178647049629724,39.83182731214288]"
75,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[336.1040118943413,66.1711454755596,195.75674678869024]","[19.84125858241128,10.955390008874097,11.412811345322066]","[305.3498886203428,48.79596278607116,177.64116843671425]","[370.63730376573994,84.69710583960445,215.30404901525642]","[true,true,true]","[65.28741514539712,35.90114305353329,37.66288057854217]"
76,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[328.8921868859947,63.59636408925519,180.36436823716616]","[19.143048527247373,10.401602122058327,11.100338621636427]","[298.82722765907295,46.975804674271686,162.93924954644373]","[361.2053408373519,80.93454929700235,199.35489571868354]","[true,true,true]","[62.378113178278966,33.95874462273066,36.4156461722398]"
77,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[353.54921988439514,57.014313314117004,163.49925446551265]","[21.559605201186635,11.359264785043678,11.971236211834437]","[319.430042149196,39.33102903562949,145.79247372105849]","[390.20677799364574,76.35515939697551,185.219768794506]","[true,true,true]","[70.77673584444972,37.02413036134602,39.42729507344751]"
78,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[351.1029718771593,87.6930913842422,188.77237640608593]","[21.673246474643467,12.450470412077683,11.631135269667771]","[316.83676065944155,67.93065911638128,170.2871339205009]","[388.0727287798694,108.29345365365079,209.034719452389]","[true,true,true]","[71.23596812042786,40.36279453726951,38.74758553188809]"
79,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[328.87329210889925,87.86755979496674,201.65252540260983]","[18.559359171534105,11.816876981825207,13.959427509850794]","[299.5443065584461,69.0740351852541,180.21435306890027]","[360.46205602793407,107.37129361705787,225.80533404436548]","[true,true,true]","[60.917749469487944,38.29725843180377,45.590980975465214]"
80,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[349.61233082025495,72.91287683466112,194.36631559938922]","[19.349296855336995,10.561715822357908,11.113040849706595]","[320.21736269260856,55.89242086680139,176.37306652708165]","[381.9850541395638,90.29248420603525,213.2096668584234]","[true,true,true]","[61.76769144695521,34.40006333923387,36.83660033134174]"
81,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[333.44988551256023,69.33240959350252,196.98815794243095]","[18.291922399273613,10.58882816164642,11.7243595248282]","[305.12697242432006,52.24443849421964,178.74287152287317]","[364.0046689246408,86.75307079272744,216.94188373230958]","[true,true,true]","[58.877696500320724,34.508632298507806,38.199012209436404]"
82,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[373.48414874283833,80.31159075638652,171.0228717009637]","[21.611439783377115,11.066638870528752,10.111390601795678]","[339.7048193552667,63.08038492604439,154.5552405129882]","[409.42902432787,99.11704738833897,188.60037294828646]","[false,true,true]","[69.72420497260333,36.036662462294586,34.04513243529826]"
83,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[330.86855999688424,69.66099992656439,176.810768323941]","[19.237139342502843,10.889225770537172,11.321571433037269]","[300.54213241459945,51.99888644222781,158.76650689657717]","[364.22333065061207,88.27243736066418,195.78535052674334]","[true,true,true]","[63.68119823601262,36.27355091843638,37.018843630166174]"
84,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[322.217785302912,76.06475306525223,188.00271473831242]","[18.609716501261698,11.880091974709394,12.299214439219432]","[293.18793937008184,58.22211274638796,168.94840096657558]","[353.25888886353493,97.3371593582812,209.29682326942896]","[true,true,true]","[60.0709494934531,39.11504661189324,40.34842230285338]"
85,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[358.77141473085743,83.24397297708724,174.98901585633712]","[20.71421746142834,11.026488683790467,11.620722845826167]","[326.2009569364175,66.1354852739752,157.62014382466322]","[393.57377269434045,101.63475183582567,195.62782044649703]","[true,true,true]","[67.37281575792292,35.49926656185046,38.00767662183381]"
86,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[346.23711809885793,78.17395075024862,190.65929856015424]","[18.68897373061781,10.664114541275744,11.0837835968052]","[316.50641491235945,60.85136684002269,172.97128431144688]","[377.3944484932462,96.0436383457326,209.3658441489992]","[true,true,true]","[60.88803358088677,35.19227150570991,36.39455983755232]"
87,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[317.79371631120483,66.464027716112,199.37408275109235]","[19.271555559833498,11.236325778582037,12.313531832872052]","[287.71673549352874,48.35022685581254,179.77366388572608]","[350.65788691826907,85.62214599458069,220.21711897342027]","[true,true,true]","[62.941151424740326,37.271919138768155,40.44345508769419]"
88,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[325.16444300135976,68.40076948101215,198.1141939958714]","[18.017296806199568,10.235806193548703,11.545596374849849]","[297.2501350758185,51.97158790116355,179.72930400943096]","[355.67787993644515,85.76970376640193,217.67783761441893]","[true,true,true]","[58.42774486062666,33.79811586523838,37.94853360498797]"
89,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[359.24438495791236,76.17541650018799,186.09801112219796]","[22.030746950784273,12.838645939777203,13.341730857085128]","[323.8432080445302,56.04790793937725,165.687939745447]","[396.2861167309204,98.22174001854636,209.54804827753682]","[true,true,true]","[72.44290868639024,42.17383207916911,43.86010853208981]"
90,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[328.7861845337716,57.49332711684633,166.12188000249503]","[20.216346064125126,11.372754023043399,12.252286616767364]","[297.7697291126263,40.22696052652223,148.396578148321]","[363.84515806109476,75.85959156682242,188.20492366495205]","[true,true,true]","[66.07542894846847,35.63263104030019,39.80834551663105]"
91,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[335.3080788688666,60.009235911856926,166.48763419842726]","[19.342243397695146,10.35388571941061,11.231538698957198]","[305.42477033315885,43.54886981371254,149.57485450662196]","[367.61955302302664,77.50573256949242,186.59615050034725]","[true,true,true]","[62.19478268986779,33.95686275577988,37.02129599372529]"
92,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[344.91743249321166,58.19380011301262,182.2464320162462]","[19.23013797137206,10.14958633663245,10.867946092751202]","[315.0653557377268,41.97814877331161,165.21983939152537]","[377.1792289129972,75.3506042984902,200.54470919705713]","[true,true,true]","[62.113873175270385,33.37245552517859,35.32486980553176]"
93,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[337.67857743247595,66.63341935432172,188.64448594986968]","[19.168313945111265,10.851997456300618,11.41733678997379]","[307.2050928654573,49.60300592081949,170.04871233717853]","[369.8036094675247,85.28629691111406,207.74947251838498]","[true,true,true]","[62.598516602067434,35.68329099029457,37.70076018120645]"
94,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[286.07662177986384,50.59535891335489,159.60269678893718]","[15.256932028741833,8.229924251985674,9.111572918986356]","[262.1185219271076,37.38697871857236,145.40311305855337]","[311.7096546849707,64.65774042370695,175.43330064381468]","[false,false,false]","[49.59113275786308,27.270761705134596,30.030187585261302]"
95,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[332.44658047621976,64.82188540990145,197.922234707905]","[19.057326623117614,11.428633223692247,12.49751134488431]","[302.2460652793361,46.28457420678662,177.87734666071577]","[364.26385306230173,83.5581846580425,218.7962965084375]","[true,true,true]","[62.01778778296563,37.273610451255884,40.918949847721734]"
96,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[334.7971800820989,71.96176365043057,180.05277584488155]","[18.84116520577536,10.565334652936139,11.115589603217046]","[305.81874288282893,55.131638455094134,162.76646219149995]","[367.1441772437437,89.70667402279348,199.4437743725226]","[true,true,true]","[61.325434360914755,34.575035567699345,36.67731218102264]"
97,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[387.87586577285424,95.60156696154952,205.86899542270353]","[22.723121108790753,12.341157579341626,12.412516255331203]","[352.45592448938436,75.96138645333748,186.41306710459313]","[425.85571911735593,116.16782657232902,227.01385782846617]","[false,false,false]","[73.39979462797157,40.20644011899154,40.60079072387305]"
98,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[335.7794938940436,70.6464840281461,188.99242745222645]","[19.4475851887183,10.627312681415162,10.874596251863807]","[305.15063368764186,53.62068174902347,171.86611546695386]","[368.606890210738,88.46037149479447,207.4140871371965]","[true,true,true]","[63.45625652309616,34.839689745771004,35.547971670242646]"
99,rough Linear NPE,"[332.15273677999994,70.39821371,184.62656960000004]","[356.4955989713293,92.38384288928296,188.32683651064332]","[21.807928068636336,12.000078259898439,11.373642128891879]","[322.29584536036197,73.25218909788279,170.5548110137694]","[393.51376350202236,112.43769459131924,207.68308727343853]","[true,false,true]","[71.21791814166039,39.18550549343645,37.12827625966912]"
0,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[344.56638210812775,66.68950742079659,148.92588707232034]","[38.728193040871,22.572031844735676,18.596740253819203]","[280.8641733195744,29.561818973319,118.33697141635139]","[408.26859089668113,103.81719586827418,179.51480272828928]","[true,true,false]","[127.40441757710676,74.25537689495519,61.177831311937894]"
1,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[355.1919201398496,39.21674124400745,113.68063785739261]","[49.96058798158613,17.85831728142388,14.495695685996218]","[273.0140657937096,9.84242329240724,89.83734023309694]","[437.36977448598964,68.59105919560767,137.52393548168828]","[true,false,false]","[164.35570869228002,58.74863590320043,47.686595248591345]"
2,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[443.34884783323054,94.71539201440402,254.03885081317497]","[65.67286021251792,37.94687928724897,29.25160039844392]","[335.32660552039346,32.298329987282884,205.9242498036594]","[551.3710901460677,157.13245404152514,302.15345182269056]","[false,true,false]","[216.04448462567422,124.83412405424225,96.22920201903116]"
3,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[233.32626828038767,47.37450641122569,207.82649860643977]","[38.40726015061976,23.888832661571,23.4909701903169]","[170.15194712037203,8.080873364203853,169.18729108828813]","[296.5005894404033,86.66813945824752,246.4657061245914]","[false,true,true]","[126.34864232003127,78.58726609404367,77.27841503630327]"
4,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[246.17253016667652,76.15703880364767,187.8974396287486]","[25.8205569879031,14.839815801061125,21.241262639704647]","[203.70149335521694,51.747713959980516,152.9586717348016]","[288.6435669781361,100.56636364731482,222.8362075226956]","[false,true,true]","[84.94207362291917,48.8186496873343,69.87753578789398]"
5,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[318.7109795494884,107.77778093515525,234.38666385156506]","[48.96952707802514,22.976986749794204,29.614434439254918]","[238.16327532510047,69.98400094334035,185.67525395404004]","[399.2586837738763,145.57156092697016,283.0980737490901]","[true,true,false]","[161.09540844877586,75.58755998362982,97.42281979505003]"
6,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[313.10285474622884,76.06715153978323,188.08490093794214]","[50.78941657273035,17.894238713033108,23.321962222207034]","[229.56169868582413,46.63374809111529,149.7236867891197]","[396.64401080663356,105.50055498845117,226.44611508676456]","[true,true,true]","[167.08231212080943,58.866806897335884,76.72242829764485]"
7,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[312.57179272299607,42.30276195125808,204.82043546788293]","[41.002028376736895,23.33521957265278,33.9332179665391]","[245.12945763515324,3.9197414014711853,149.00525882148625]","[380.0141278108389,80.68578250104497,260.6356121142796]","[true,true,true]","[134.88467017568564,76.76604109957378,111.63035329279333]"
8,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[399.0684285540514,23.05476513612502,183.74052113190402]","[49.74878394134638,22.760472605451213,20.181647450085144]","[317.2389608517027,-14.382880780081017,150.54466512577557]","[480.89789625640014,60.49241105233106,216.93637713803247]","[true,false,true]","[163.65893540469744,74.87529183241207,66.3917120122569]"
9,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[342.84528238865937,34.74665881869593,142.22664836516904]","[51.88922909455398,16.284951876200484,18.95350904592956]","[257.49509571276644,7.96029666039739,111.05090026751428]","[428.1954690645523,61.533020976994464,173.40239646282382]","[true,false,false]","[170.70037335178586,53.572724316597075,62.35149619530954]"
10,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[335.88239136224047,77.19091271983258,178.37013578071736]","[40.6409685885988,23.596719544869536,26.52908919760002]","[269.0339467764629,38.37776299229725,134.73366719432588]","[402.730835948018,116.00406244736791,222.00660436710885]","[true,true,true]","[133.69688917155509,77.62629945507067,87.27293717278297]"
11,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[341.3246721736331,91.84125601543633,159.26554947515987]","[38.633613908649075,20.018457149962835,17.292973543289527]","[277.7780322137488,58.91382416634734,130.82113922170424]","[404.87131213351734,124.76868786452532,187.7099597286155]","[true,true,true]","[127.09327991976852,65.85486369817798,56.88882050691126]"
12,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[392.0442148994677,84.52223012658848,231.24717579574386]","[48.237495323049636,18.93565385878945,24.404645496512376]","[312.7005957622949,53.37585119826103,191.10510613634057]","[471.3878340366405,115.66860905491593,271.38924545514715]","[true,true,false]","[158.68723827434565,62.2927578566549,80.28413931880658]"
13,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[307.3424005747596,65.42698012996941,146.962076282087]","[32.924344827937475,27.405341229979136,28.905601355096817]","[253.18667256952574,20.349205209995525,99.41659305394262]","[361.4981285799935,110.5047550499433,194.50755951023137]","[true,true,true]","[108.31145601046774,90.15554983994778,95.09096645628875]"
14,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[297.4847229389275,61.30566246131995,154.6925799902785]","[39.15166714844645,22.8830803709037,18.027030463803637]","[233.0859612286086,23.666344717416976,125.0407535487264]","[361.88348464924644,98.94498020522292,184.34440643183058]","[true,true,false]","[128.79752342063784,75.27863548780594,59.30365288310418]"
15,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[334.4310745439026,65.55948036061334,196.3503300405523]","[35.96140815593308,25.127660763407526,23.031447268879827]","[275.2798219083338,24.22815641711628,158.46697046639378]","[393.58232717947135,106.89080430411039,234.23368961471084]","[true,true,true]","[118.30250527113753,82.66264788699411,75.76671914831707]"
16,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[368.3493219630197,86.81998102189998,241.04495714993323]","[51.763159033439095,26.4596463899135,41.84323067348503]","[283.20650208440156,43.297735689597346,172.2189674132843]","[453.4921418416378,130.3422263542026,309.87094688658215]","[true,true,true]","[170.28563975723625,87.04449066460526,137.65197947329784]"
17,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[353.35597954434917,89.11751843765347,179.7186164268879]","[39.64451658005976,21.542145011170494,19.517144070689007]","[288.14655265890013,53.68384308371514,147.61577121448067]","[418.5654064297982,124.5511937915918,211.82146163929514]","[true,true,true]","[130.41885377089807,70.86735070787665,64.20569042481446]"
18,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[269.95620034485125,63.09594725590972,222.11661839414978]","[30.930055091216843,21.182856828794932,23.864847587441467]","[219.0807870462544,28.25324837187263,182.8624372833026]","[320.8316136434481,97.93864613994681,261.37079950499697]","[false,true,true]","[101.75082659719374,69.68539776807418,78.50836222169437]"
19,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[330.50218666699834,48.61188316437632,160.46229622077067]","[41.38703966781135,18.561733667469912,28.187623897624956]","[262.4265643606144,18.0805482189312,114.09778081761829]","[398.5778089733823,79.14321810982145,206.82681162392305]","[true,true,true]","[136.15124461276787,61.06266989089025,92.72903080630476]"
20,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[394.16793845185293,94.8994498020908,215.90857484564629]","[44.17810621901688,25.70403367416633,26.086298087998767]","[321.5014202056557,52.62007678585555,173.00043282186428]","[466.8344566980502,137.17882281832604,258.8167168694283]","[true,true,true]","[145.3330364923945,84.55874603247048,85.81628404756404]"
21,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[315.21588699032094,56.089970346357795,174.7473345002041]","[47.97649998965722,26.598227332359528,18.573368649741763]","[236.30156697389603,12.339779648246463,144.1968617119696]","[394.1302070067459,99.84016104446913,205.29780728843858]","[true,true,true]","[157.82864003284985,87.50038139622266,61.10094557646897]"
22,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[312.83625034373995,58.5827209248655,179.42211511453772]","[31.568860392570265,19.2365770199518,21.51851644383051]","[260.9100958282961,26.94136744346645,144.02730529528822]","[364.7624048591838,90.22407440626455,214.81692493378722]","[true,true,true]","[103.85230903088768,63.2827069627981,70.789619638499]"
23,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[359.8732739284501,24.073688473445973,166.78551436019188]","[51.12659441440012,23.780761736585486,21.761254763286658]","[275.7775096722472,-15.042183720645436,130.99143553578483]","[443.96903818465296,63.18956066753738,202.57959318459893]","[true,false,true]","[168.19152851240574,78.23174438818282,71.5881576488141]"
24,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[323.3553732596626,67.18425767203169,180.0832777034324]","[39.22545132965284,22.222248425958284,22.671634158010544]","[258.8352473712747,30.631911749577576,142.7917580297119]","[387.8754991480505,103.73660359448581,217.3747973771529]","[true,true,true]","[129.0402517767758,73.10469184490825,74.583039347441]"
25,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[311.22768754527476,97.99069022438742,216.78054960747497]","[38.60632210700868,21.97274775008076,22.7935972788706]","[247.72593860430476,61.8487363935773,179.28841845205346]","[374.72943648624477,134.13264405519755,254.27268076289647]","[true,true,true]","[127.00349788194,72.28390766162025,74.98426231084301]"
26,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[265.1881815694628,-3.79599798424115,235.15275711879596]","[39.295353313135365,27.515699179151323,41.879719582949]","[200.5530771500126,-49.05529557717383,166.26674846707172]","[329.823285988913,41.463299608691536,304.0387657705202]","[false,false,true]","[129.27020883890043,90.51859518586537,137.77201730344845]"
27,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[359.3328898111423,82.32599123680043,209.83508634484554]","[45.55591729038532,23.979852708353263,30.14351765454152]","[284.40007402695073,42.8826435357035,160.2534120016972]","[434.2657055953339,121.76933893789737,259.4167606879939]","[true,true,true]","[149.86563156838315,78.88669540219388,99.16334868629667]"
28,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[297.96152150395295,3.0167195452271427,178.72409286647888]","[37.885159831907906,22.49715360982254,28.84962798178214]","[235.64597894680304,-33.98780516597385,131.27067764444388]","[360.27706406110286,40.02124425642813,226.1775080885139]","[true,false,true]","[124.63108511429982,74.00904942240199,94.90683044407001]"
29,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[354.5347119081103,67.42016462166605,169.73021050269097]","[51.78885080477695,17.09888951759811,23.25970636723234]","[269.3496328262243,39.294994181802295,131.47139812272263]","[439.7197909899963,95.5453350615298,207.9890228826593]","[true,true,true]","[170.37015816377198,56.2503408797275,76.51762475993667]"
30,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[353.49552628582626,35.11268324022286,131.01174131396968]","[45.82184854875575,16.985176324453636,19.1919709862827]","[278.1252925067843,7.17455435853503,99.44375822883516]","[428.8657600648682,63.05081212191068,162.57972439910418]","[true,false,false]","[150.74046755808388,55.87625776337565,63.135966170269015]"
31,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[378.03078355387254,106.22479158012771,191.26977662420114]","[35.529100274271364,28.091439697195867,39.63824933558806]","[319.5906141054148,60.01848510790655,126.07065843855237]","[436.4709530023303,152.4310980523489,256.4688948098499]","[true,true,true]","[116.88033889691553,92.41261294444234,130.39823637129757]"
32,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[294.60089754174334,56.63928345410731,200.1074214042811]","[33.35734520168648,19.28437891205841,30.881081105173244]","[239.73294730127708,24.919302857101556,149.31256314425434]","[349.4688477822096,88.35926405111306,250.90227966430786]","[true,true,true]","[109.73590048093251,63.4399611940115,101.58971652005351]"
33,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[292.37801778153755,106.4068101145271,208.2972525133476]","[37.696394983796566,24.933003081200656,25.307475577378447]","[230.3729657694445,65.395669565622,166.67015952091086]","[354.38306979363057,147.4179506634322,249.92434550578432]","[true,true,true]","[124.01010402418606,82.02228109781021,83.25418598487346]"
34,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[285.0487926880922,43.48704311039326,159.90929739613222]","[41.98061144127455,17.21791257470964,20.221933676659354]","[215.99683169727132,15.16609716334876,126.64717644410698]","[354.10075367891307,71.80798905743777,193.17141834815746]","[true,true,true]","[138.10392198164175,56.64189189408901,66.52424190405048]"
35,full all-pair MPLE,"[332.15273677999994,70.39821371,184.62656960000004]","[361.496801455985,68.63457713940612,171.31558206726288]","[56.80366550235053,26.50347322153195,24.076280355729075]","[268.06308623030554,25.040243084158085,131.71362500064146]","[454.93051668166447,112.22891119465416,210.9175391338843]","[true,true,true]","[186.86743045135893,87.18866811049608,79.20391413324285]"
