test_index,method,truth,estimate,sd,q05,q95,covers90,width90
14,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[334.3498594934237, 64.6122236205284, 186.63923859001497]","[20.869532342941618, 12.121893124794148, 12.165763035641099]","[303.61151651088994, 45.70057182107461, 167.30202798020056]","[372.1888823887099, 83.69823699159453, 207.04472227853017]","[true, true, true]","[68.57736587781994, 37.997665170519916, 39.74269429832961]"
15,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[305.55228065473494, 46.64149679101463, 188.6739796063888]","[15.320352890229488, 8.807088252922634, 9.802483660404]","[280.1281781063641, 32.39639895031524, 173.18863053411633]","[331.42726693503266, 61.44572449620064, 204.99754725304177]","[false, false, true]","[51.29908882866857, 29.049325545885402, 31.808916718925445]"
16,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[334.7397167207647, 73.45496852382752, 218.29407183719104]","[18.60650695061826, 11.325540589914533, 12.747323340864789]","[304.329374341802, 55.08188298692999, 197.5193548902701]","[365.68795380421585, 92.50117400138146, 239.67529840388067]","[true, true, false]","[61.35857946241384, 37.41929101445147, 42.155943513610566]"
17,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[354.4547426243954, 76.0188104075763, 190.99860832382709]","[20.376384344558932, 11.165693510781578, 11.253016465188074]","[322.752921880772, 58.12100894148111, 173.46808653949967]","[389.71499753825003, 94.62392844164665, 210.3880199732419]","[true, true, true]","[66.96207565747801, 36.50291950016555, 36.919933433742244]"
18,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[292.6131616382858, 55.973289095309816, 173.58648075425808]","[16.170763150109604, 9.457082545299881, 9.991665908302464]","[267.32168846092895, 40.83089850940871, 157.76776289319838]","[320.8602623399122, 71.77258710062566, 190.47536411052437]","[false, true, true]","[53.53857387898324, 30.941688591216945, 32.70760121732599]"
19,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[353.99508526796944, 81.02009513100069, 170.94236047065786]","[18.750915553684468, 10.370720618698927, 9.662244960800736]","[324.36180654215104, 64.30374116565201, 155.23072113436825]","[384.8808702482041, 97.9656335560483, 186.79670731994702]","[true, true, true]","[60.51906370605303, 33.66189239039629, 31.565986185578765]"
20,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[327.8099678893952, 59.204301458835836, 176.62074443738038]","[18.39815073659613, 10.047715243608831, 9.872755943506874]","[298.26855455437203, 43.2982629586307, 161.04874520596582]","[358.53127592384703, 76.05000038915088, 192.92490411419703]","[true, true, true]","[60.262721369475, 32.75173743052018, 31.87615890823122]"
21,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[337.012843644544, 72.47170259686291, 189.7895913186815]","[16.78456363754927, 9.784916343793002, 10.191239182381047]","[310.44290984447963, 56.79067428632597, 173.40643225168083]","[365.5890317661656, 88.34219905731429, 207.0362946599123]","[true, true, true]","[55.14612192168596, 31.551524770988323, 33.629862408231475]"
22,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[303.070827830769, 63.79925615869067, 184.39203585711368]","[14.838524783913483, 8.910458700917635, 9.470986314651418]","[279.95944458217116, 49.39804884578844, 169.41369472812494]","[327.7252026764531, 78.67809409529828, 200.20610320015035]","[false, true, true]","[47.76575809428192, 29.28004524950984, 30.792408472025414]"
23,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[368.22848829237086, 80.40768927982948, 188.83376368541155]","[21.861180675176573, 11.67878725091927, 11.538954869530015]","[331.766906939314, 61.47267297892316, 170.53077674317808]","[404.29860517192014, 99.56450194204037, 208.58330259782073]","[true, true, true]","[72.53169823260612, 38.09182896311721, 38.05252585464265]"
24,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[339.80819071544227, 68.51192630722231, 182.2175373084537]","[17.804185877733843, 9.862286957426539, 10.030190322230874]","[312.0864773701053, 52.38362884752471, 166.32643270322842]","[370.7865973422783, 85.08172531193945, 199.0883594616759]","[true, true, true]","[58.70011997217301, 32.69809646441474, 32.76192675844749]"
25,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[309.76408475538597, 80.09064934763055, 187.850063897287]","[16.715344143054956, 9.821488022371204, 10.605934249119658]","[283.7033516105344, 63.88370797548127, 171.05871721155768]","[338.1460927849156, 96.73274995967584, 206.00723080526433]","[true, true, true]","[54.44274117438118, 32.84904198419457, 34.94851359370665]"
26,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[309.9940835999695, 54.05295530166299, 176.76698179661207]","[17.91022307440651, 10.563552740240652, 10.939380575661538]","[280.36741503561507, 37.273809875057204, 159.97392246862142]","[339.3924270800011, 71.36746924234943, 195.8319842633553]","[true, true, true]","[59.02501204438602, 34.093659367292226, 35.858061794733885]"
27,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[364.5559400064048, 83.00796058221411, 174.36736183581652]","[20.079125619518834, 10.650763527564441, 9.672025605360224]","[331.41870695695656, 65.75494131886838, 159.1308869534091]","[397.2463495743402, 100.71181414850633, 190.91445054452606]","[true, true, true]","[65.82764261738362, 34.95687282963796, 31.783563591116973]"
28,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[328.8264041841835, 73.26813236996412, 182.91920609862086]","[18.481164125865888, 10.799739706539466, 11.979213792543463]","[297.93622515577664, 55.79179968216661, 164.2660008917947]","[358.9418027446961, 91.17767081175356, 203.206317174829]","[true, true, true]","[61.00557758891944, 35.385871129586945, 38.94031628303429]"
29,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[315.5322784464717, 66.57481081764702, 176.73452722419435]","[16.012311402172028, 9.356960069274077, 8.919265777563162]","[289.98232499759933, 51.584956495335085, 162.531086802411]","[342.17879564386067, 82.41217746010253, 192.156263352601]","[true, true, true]","[52.19647064626133, 30.82722096476744, 29.62517655018999]"
30,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[334.83706495263516, 62.87650304822964, 178.72503457894192]","[17.26905254396154, 10.101717723105217, 10.404777693187752]","[306.94561355233185, 46.74901448622578, 162.40322575733074]","[363.2768308939987, 79.52126572211228, 196.34029375209366]","[true, true, true]","[56.33121734166684, 32.77225123588649, 33.93706799476291]"
31,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[380.3605513251813, 97.42408128346798, 200.8577334945791]","[21.462514713695878, 11.821213582173277, 11.396373382373215]","[347.2471249018919, 78.3227525449214, 182.5250293144493]","[417.0107685536167, 117.14190875148506, 219.7831146990094]","[false, false, true]","[69.7636436517248, 38.81915620656366, 37.258085384560076]"
32,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[323.73956663623665, 66.91609504997102, 183.90485704873979]","[16.8875562999475, 9.588368749341331, 10.024268483524159]","[296.4025839623765, 51.51301661765161, 168.0203614765988]","[352.418340812209, 82.9424301366865, 201.12355059827928]","[true, true, true]","[56.015756849832485, 31.42941351903489, 33.10318912168049]"
33,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[331.2266132979986, 92.61646525393951, 197.16390072999826]","[19.93836006651585, 12.21686416414364, 12.33207945575057]","[300.9214447883075, 73.24632218072509, 177.7374722758972]","[367.11636927300276, 112.87123682904486, 218.2207706950176]","[true, false, true]","[66.19492448469526, 39.62491464831977, 40.48329841912039]"
34,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[328.9339040413595, 68.40542179725873, 186.79843884877482]","[18.22644687462691, 11.143528038647137, 11.426444974903198]","[300.75362442494236, 51.234999404914376, 168.77795595267185]","[360.28765329724484, 86.44732088873408, 206.4262565339698]","[true, true, true]","[59.534028872302486, 35.21232148381971, 37.648300581297946]"
35,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[359.5026228312239, 90.49869606266357, 192.35169524960523]","[18.353281233948877, 10.576074759498152, 10.411366848741876]","[330.5834626813421, 73.58125498737917, 176.00287860628862]","[390.7566898750756, 107.82801768576682, 209.6193781621619]","[true, false, true]","[60.17322719373351, 34.246762698387656, 33.616499555873276]"
36,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[352.1170430511886, 77.23553178285412, 190.4352905541034]","[18.977231876481117, 11.19143559937492, 10.956773969363258]","[322.84249656201564, 59.92333129794082, 172.9089062951392]","[385.787166639046, 95.29654241334843, 209.13167474213756]","[true, true, true]","[62.944670077030366, 35.373211115407614, 36.22276844699837]"
37,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[340.6071280953053, 74.18530445328041, 187.3980429328099]","[19.047901398283663, 10.387313027923256, 10.418749428267388]","[310.3485089284426, 57.32408130337417, 171.10239807084344]","[373.0089045614995, 91.45364698289775, 204.77104451725518]","[true, true, true]","[62.66039563305691, 34.12956567952358, 33.66864644641174]"
38,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[316.62190251199655, 83.6680614096646, 190.44570777390302]","[17.6688355644977, 10.488680618842505, 10.733568887783301]","[287.6707814941918, 66.97973079846427, 173.81549694147031]","[345.65490543674736, 101.27487484692068, 208.82675309723808]","[true, true, true]","[57.984123942555584, 34.29514404845641, 35.01125615576777]"
39,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[327.6348968623431, 62.12615173034326, 186.6264558086946]","[19.515933359939073, 11.261919177552267, 10.575082555607805]","[296.05595409815226, 44.87382163314266, 169.8132014347699]","[359.82752282177904, 81.31824860603807, 204.8230475978314]","[true, true, true]","[63.771568723626785, 36.44442697289541, 35.009846163061496]"
40,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[334.28757835154227, 80.58972898733656, 203.87363693499879]","[18.531098871676708, 11.432343719853778, 12.056465827663198]","[305.60956984906255, 62.525838679062815, 184.34273407714412]","[366.5749059732085, 99.3457064556475, 223.6976642376077]","[true, true, true]","[60.96533612414595, 36.81986777658469, 39.354930160463596]"
41,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[352.2048300990782, 71.23286438442582, 200.19778870380568]","[17.787683768771544, 10.789900495115026, 11.163880548681766]","[324.0107603875089, 53.86043756569607, 182.31998846206193]","[381.64025598639273, 89.02836768325254, 218.77173114310202]","[true, true, true]","[57.62949559888381, 35.16793011755647, 36.45174268104009]"
42,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[324.6088564766279, 77.45723378484554, 178.24146769447563]","[16.335532644712142, 9.161976769000752, 9.250869212498525]","[299.2979741450681, 62.703156328582025, 163.54694193272434]","[352.0723816251164, 92.29340832343287, 193.72011222802254]","[true, true, true]","[52.774407480048296, 29.590251994850846, 30.173170295298206]"
43,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[323.5785658106493, 75.09494458875385, 186.70225150576422]","[19.33134775268669, 11.371520361032776, 10.796920738493663]","[291.9945246850673, 56.86818981977258, 170.0507606599891]","[355.43042235374554, 94.4590003779196, 205.54192581312716]","[true, true, true]","[63.43589766867825, 37.59081055814701, 35.49116515313807]"
44,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[320.4569745925281, 59.80182322158865, 178.71319175193432]","[19.520234229432663, 11.17786106909739, 11.612682383521229]","[291.18874641207805, 41.97383459317798, 160.26399797290534]","[355.7684839687663, 77.85060078838262, 198.1306474323704]","[true, true, true]","[64.57973755668826, 35.87676619520464, 37.866649459465066]"
45,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[339.67384543876466, 81.86849774668732, 197.2349025575981]","[18.49106902852179, 11.635026912740896, 12.815677444835755]","[309.2285894463961, 63.35007152898742, 177.04347658346347]","[369.9697800322354, 101.40806274763506, 219.33820119756308]","[true, true, true]","[60.74119058583932, 38.057991218647636, 42.29472461409961]"
46,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[319.9128627859412, 62.1125066161239, 188.1596822282276]","[18.279793111763084, 10.392168944964883, 10.990602171766069]","[292.4088184755825, 45.29271287861937, 170.7190028609082]","[352.32889687653676, 79.38371841348213, 206.88184463616463]","[true, true, true]","[59.92007840095425, 34.09100553486276, 36.162841775256425]"
47,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[300.4358078250861, 45.963537689419816, 167.88238631238912]","[21.061966710487997, 12.07609291607325, 12.47850089306885]","[271.46055744357204, 28.750729605037613, 149.16296974355663]","[339.6620688432229, 63.91435854394877, 188.52840743345837]","[true, false, true]","[68.20151139965088, 35.16362893891116, 39.36543768990174]"
48,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[303.84966812836046, 68.15745047421066, 206.73235054363687]","[15.73451192205858, 9.892583653877416, 11.163591265258598]","[279.20010520581377, 52.43336759723679, 188.96876241937665]","[329.7939166597294, 84.32182646045011, 225.65306506272336]","[false, true, false]","[50.593811453915635, 31.888458863213323, 36.68430264334671]"
49,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[340.6126961597573, 78.56139938815302, 198.51187965740212]","[17.399559008189488, 10.136197712119849, 10.479092505109115]","[312.49231322840734, 61.99437647269021, 181.76933333608056]","[369.66109083630096, 95.47256988251438, 216.22348643880133]","[true, true, true]","[57.16877760789362, 33.478193409824165, 34.45415310272077]"
50,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[340.82809562260576, 76.73931648536254, 175.35505731009667]","[17.976095452263763, 9.904756593867672, 9.48193915070924]","[312.2361679371304, 60.815363584650925, 160.36623598227342]","[371.20587760136056, 93.23413640908862, 191.28958428569845]","[true, true, true]","[58.96970966423015, 32.418772824437696, 30.92334830342503]"
51,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[322.026935727899, 54.2494572249631, 177.67257838060328]","[18.86375330318418, 10.458169973673643, 10.927985449603758]","[294.10294299671045, 38.190676469520575, 160.1847650409301]","[355.61762106865984, 70.98737896738561, 195.58258491987078]","[true, true, true]","[61.51467807194939, 32.796702497865034, 35.39781987894068]"
52,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[313.28909454598875, 71.45702201704697, 199.22720361028357]","[16.524584885834713, 10.410531093532834, 11.26740960041067]","[287.22227356695765, 54.99794355024628, 181.17704444710785]","[341.22228089357645, 88.87902729581924, 218.0513927229011]","[true, true, true]","[54.0000073266188, 33.88108374557296, 36.87434827579327]"
53,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[258.79413940182855, 53.26177852215681, 186.54010128234333]","[16.757330844891918, 9.507519154822354, 11.550476298410345]","[234.4008534485153, 38.34059634158163, 167.80918857991136]","[289.051642337023, 69.21086504105165, 205.50342211663258]","[false, false, true]","[54.65078888850769, 30.870268699470017, 37.694233536721214]"
54,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[353.4224470104378, 69.45695022692506, 184.8584810341656]","[19.54297912093399, 11.511916302024499, 11.562302802656736]","[323.30671529303993, 51.90298362449735, 166.47000747165995]","[386.7164043634238, 88.42462879790116, 204.47486142262122]","[true, true, true]","[63.40968907038388, 36.52164517340381, 38.00485395096126]"
55,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[334.5178738087999, 79.00820159088731, 185.95192094015366]","[19.724149892348777, 11.912489092384712, 11.720914953353953]","[304.23734922416645, 60.7045364135701, 167.40705301042019]","[369.25526095524583, 98.59870915162345, 205.91136417759867]","[true, true, true]","[65.01791173107938, 37.89417273805335, 38.504311167178486]"
56,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[303.91562415169483, 46.1625812216976, 165.39826332298279]","[15.811667595094724, 8.655126575170348, 8.786535797860218]","[278.95536052986114, 32.356927060057906, 151.5589993898674]","[331.06393767733164, 60.47766422766713, 180.1816794133852]","[false, false, false]","[52.1085771474705, 28.12073716760922, 28.622680023517802]"
57,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[322.26271780110284, 77.67630893273648, 191.17658523596998]","[18.536958767889395, 10.395652694364564, 11.133523780520347]","[294.37631540500115, 61.076957561173614, 173.46138315510865]","[355.19871251497017, 95.08909208266417, 209.58536854549007]","[true, true, true]","[60.82239710996902, 34.01213452149055, 36.12398539038142]"
58,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[352.63184126798825, 76.9450673597572, 173.66852651961435]","[18.448869467114985, 9.878058713821298, 9.508379945614829]","[323.3415879842766, 61.2004203934427, 158.62828460238222]","[383.96484771283616, 93.07356995352727, 189.8828226978587]","[true, true, true]","[60.62325972855956, 31.87314956008457, 31.254538095476477]"
59,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[327.882818824897, 68.67585008278311, 186.60688208796878]","[18.996572109678898, 10.739006343203737, 10.656969924004306]","[297.947389528937, 51.93312536971971, 169.8173661440791]","[359.927662116293, 87.25754423667405, 204.70314682696943]","[true, true, true]","[61.98027258735601, 35.32441886695434, 34.88578068289033]"
60,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[333.56026414670333, 70.13989884641374, 205.91192480182877]","[18.059213768886842, 10.594380106371522, 11.5447550567778]","[304.4040028476405, 52.8801545747209, 187.0299362592096]","[364.1570157882833, 88.21026321325607, 225.1166581339836]","[true, true, false]","[59.75301294064275, 35.33010863853517, 38.086721874774014]"
61,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[338.89027139675466, 73.38140423476467, 199.16561456664823]","[19.107556964106017, 10.808124188673808, 11.543352489044358]","[309.7263029378763, 56.018305811139875, 181.19700211753218]","[372.1607248270384, 91.0962042325708, 218.7512797001834]","[true, true, true]","[62.43442188916208, 35.07789842143092, 37.554277582651224]"
62,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[358.98322681810146, 83.48742385011829, 200.7582957936669]","[20.451677682764533, 11.792123326572279, 11.729352051640161]","[327.2562760945045, 64.38245382688919, 182.61537665574417]","[394.06474640748786, 102.67749835368676, 220.37515542961538]","[true, true, true]","[66.80847031298333, 38.29504452679757, 37.759778773871204]"
63,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[359.6536246385817, 68.22661698568501, 184.2284259461844]","[21.430130239192533, 11.173074621852995, 10.57593251875896]","[324.6646387483834, 50.377020326943835, 167.6142528063879]","[395.3674138208496, 86.9208338975155, 201.9529409391765]","[true, true, true]","[70.70277507246618, 36.54381357057166, 34.338688132788604]"
64,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[345.68438792201823, 76.37921326436317, 187.1957828518295]","[18.2367016385045, 10.170111669669257, 9.954440548130814]","[317.27473985078103, 59.76421959353392, 171.2537788040214]","[375.8730514392037, 93.38756660343348, 204.2389185149039]","[true, true, true]","[58.59831158842269, 33.62334700989956, 32.98513971088249]"
65,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[318.45339065513986, 63.08324931835397, 182.40410033224708]","[15.914807232344067, 9.662402509059094, 10.493019239387122]","[293.60552693747485, 47.3194280501818, 165.4768567602897]","[345.3150458258675, 79.04612671195075, 200.2707795034296]","[true, true, true]","[51.709518888392665, 31.72669866176895, 34.79392274313989]"
66,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[357.71796491535855, 77.69327083013849, 191.96218218166564]","[20.506457370998096, 11.250395098595067, 11.152379823587857]","[327.270360173795, 59.97400808327833, 174.46026125555136]","[393.68631945354906, 96.3123272306957, 210.78887202747225]","[true, true, true]","[66.41595927975408, 36.33831914741737, 36.32861077192089]"
67,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[342.9465154867634, 81.91220752547565, 190.77097565774855]","[18.197973381470682, 10.092000240358656, 10.57223657316841]","[314.9515595517664, 65.5377427708847, 174.1015530488346]","[374.0057898282372, 98.58277935077703, 208.25595080832798]","[true, true, true]","[59.054230276470776, 33.045036579892326, 34.15439775949338]"
68,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[326.08910044905605, 69.30471578833816, 190.3488991214455]","[17.51797142888878, 10.726753439629721, 11.289220375389451]","[299.5325273634637, 52.556376312118836, 172.3960062625516]","[357.38230453138925, 86.179487222079, 209.38911492504496]","[true, true, true]","[57.84977716792554, 33.62311090996017, 36.99310866249337]"
69,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[325.28143258157456, 82.83252100584012, 166.67706725225838]","[18.073235229851115, 9.979042722090622, 9.985556981347305]","[296.22698733808966, 66.6869868415302, 151.50437080976127]","[354.03327433729464, 99.7764203571389, 183.8950071282744]","[true, true, false]","[57.806286999204985, 33.089433515608704, 32.39063631851312]"
70,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[322.4743167545396, 76.23235292834312, 200.12569403275305]","[18.09848057022894, 10.892836145023287, 11.425188983442826]","[294.9923922205795, 59.02312919459885, 181.97662834048677]","[354.23451831693234, 94.42769708752162, 219.45200494004771]","[true, true, true]","[59.24212609635282, 35.40456789292277, 37.475376599560946]"
71,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[329.3766238665126, 67.87585741933607, 194.36179481872242]","[16.247351672249145, 9.736397481773915, 10.281898520248673]","[304.1183439667087, 52.22582069485892, 177.65072648471138]","[356.501470116524, 84.0678259451678, 211.44795241203232]","[true, true, true]","[52.38312614981527, 31.84200525030888, 33.79722592732094]"
72,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[319.07130191692283, 53.023652561701645, 174.60850296982412]","[16.519529482346346, 8.962088661543826, 9.186880237609085]","[293.02675577951135, 38.568606738273765, 160.2048416952983]","[347.8030069582945, 67.7758441548384, 189.95434034517817]","[true, false, true]","[54.77625117878313, 29.20723741656463, 29.749498649879854]"
73,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[355.5117042928107, 84.30483026750782, 198.2815581344674]","[20.861447712066077, 11.513062275525531, 11.534006316230833]","[322.3364544835565, 65.7204851314521, 180.0412090864406]","[389.75327184925766, 103.7781542522909, 217.62612129818848]","[true, true, true]","[67.41681736570115, 38.05766912083881, 37.58491221174788]"
74,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[314.7783042728692, 58.1503000204031, 180.27998444329265]","[21.40574993079345, 11.333295867242743, 11.934671343837202]","[283.97868553655667, 40.90387218810019, 161.60273882795377]","[353.61236942466536, 76.19456653535411, 200.55316628982996]","[true, true, true]","[69.63368388810869, 35.290694347253925, 38.95042746187619]"
75,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[329.6159758164119, 66.01741394754701, 197.8308848049258]","[17.670839369549817, 10.242933225063453, 10.678567896337922]","[300.88266609900836, 49.82006355180647, 180.7421499492759]","[358.61286219597844, 83.3671158384469, 215.87590949504906]","[true, true, true]","[57.730196096970076, 33.54705228664044, 35.13375954577316]"
76,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[311.03521830264276, 56.02032119768093, 178.5593875045354]","[17.405461280290762, 10.050388022608567, 10.015636737665549]","[283.9194325990188, 39.95256855770256, 162.84142432302542]","[340.5989287610391, 72.50407275930182, 195.45178101063414]","[true, true, true]","[56.67949616202026, 32.55150420159926, 32.610356687608714]"
77,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[344.62931545841263, 54.87769628967042, 162.12322984344578]","[21.002765505662065, 12.24121787958347, 11.359285740850005]","[312.72260193940565, 36.0530744604213, 144.6372892688312]","[380.4949462702661, 75.0501990730687, 181.49920425248843]","[true, true, false]","[67.77234433086045, 38.9971246126474, 36.861914983657215]"
78,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[347.05363459166, 89.08790774650787, 196.10558212920412]","[20.906074391911563, 11.768975076416256, 11.11266795738724]","[312.36427680715593, 70.46789614130293, 178.31376297338926]","[381.46286342720964, 108.6585259443533, 215.140381919415]","[true, false, true]","[69.09858662005371, 38.19062980305037, 36.82661894602575]"
79,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[322.6372346817345, 84.024593982044, 208.48756269769638]","[17.99592887003242, 11.583406077398974, 12.786028477716888]","[294.7445248934921, 65.59155329625032, 188.05948912700902]","[353.8180567037364, 103.13542640854945, 229.4948892773718]","[true, true, false]","[59.073531810244276, 37.543873112299124, 41.435400150362796]"
80,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[351.0975460149335, 75.06682369205181, 190.03482503905047]","[18.255859791859002, 10.066273979266818, 9.999612365638926]","[322.5169769029417, 59.017783122704714, 173.8719653808257]","[381.2040095962354, 91.67704616703038, 207.075623114438]","[true, true, true]","[58.6870326932937, 32.65926304432567, 33.20365773361229]"
81,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[328.6658922026687, 70.22640904088117, 198.14588415002345]","[16.306117977424506, 9.989854131389164, 10.383555266884004]","[302.99003967360136, 53.82621409454774, 181.6972097303331]","[355.82991299807077, 86.60553990188258, 215.86579488984194]","[true, true, true]","[52.83987332446941, 32.77932580733484, 34.16858515950884]"
82,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[374.2986823953179, 82.86730262578995, 172.41588142502334]","[21.102739999011344, 10.634833392424515, 9.478304276065904]","[340.0961393992444, 66.24744656428877, 157.11591847555027]","[409.22295985107377, 100.75373023632511, 188.46864040779437]","[false, true, true]","[69.12682045182936, 34.506283672036346, 31.352721932244094]"
83,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[333.0435691370034, 75.50381056376847, 181.87845520940172]","[18.516069871912613, 10.5268740096347, 10.684899754538883]","[304.9098190440667, 58.693637504237365, 164.77007734008762]","[365.3308653702366, 93.02922285392171, 199.94349097248897]","[true, true, true]","[60.421046326169915, 34.335585349684344, 35.17341363240135]"
84,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[322.7335959549563, 74.62145305823421, 192.01794596073202]","[17.522972600236827, 10.952777157821995, 11.970178390186247]","[295.808445232879, 57.86908138745299, 173.24899906709783]","[353.4894161536388, 92.46460415819357, 212.24207288257082]","[true, true, true]","[57.68097092075976, 34.59552277074058, 38.993073815473]"
85,"Positive(s,w_a) NPE","[332.15273677999994, 70.39821371, 184.62656960000004]","[368.4705136116055, 84.333319735375, 173.459089281476]","[20.481071474510777, 10.927602986863768, 10.243149487064725]","[337.3106767700709, 67.30425000262659, 157.58346052920947]","[404.56933300575844, 102.4685738577674, 190.88648056788418]","[false, true, true]","[67.25865623568751, 35.16432385514081, 33.3030200386747]"
