pi_true,seed,method,pi_post_mean,pi_post_sd,exact_pi_post_sd,q05,q50,q95,pi_sq_err,mean_sq_err_to_exact,w1_to_exact,coverage90
0.07,106,raw data NPE,0.3085278868675232,0.1281810700893402,0.06698662220706482,0.13307292386889458,0.28777675330638885,0.5481321811676027,0.05689555281348594,0.01760393523873862,0.1327465108220056,0.0
0.07,107,exact likelihood grid,0.13319266929319684,0.05639712889818245,0.05639712889818245,0.060259905678497844,0.123258903833983,0.24008654527187395,0.003993313452399342,0.0,0.0,1.0
0.07,107,raw data NPE,0.3020723760128021,0.13173030316829681,0.05639712889818245,0.12406806275248528,0.2826361656188965,0.5487969279289245,0.05385758770822741,0.028520355341699895,0.16894644438455989,0.0
0.07,108,exact likelihood grid,0.11850461390207905,0.05115147023425422,0.05115147023425422,0.056276422520651403,0.10788303169328321,0.21717258348856588,0.002352697569789759,0.0,0.0,1.0
0.07,108,raw data NPE,0.16527242958545685,0.1117965579032898,0.05115147023425422,0.060639644600450994,0.1306244283914566,0.42459648400545147,0.009076835839115832,0.002187228583794399,0.04683448798911647,1.0
0.07,109,exact likelihood grid,0.14261276451011906,0.060559558600485314,0.060559558600485314,0.0626291292114266,0.1326243378237185,0.25667123396633407,0.005272613569802006,0.0,0.0,1.0
0.07,109,raw data NPE,0.23411723971366882,0.11707964539527893,0.060559558600485314,0.08896219693124294,0.20921655744314194,0.48077360391616825,0.02693446837123383,0.008373068982277054,0.09157122283884724,0.0
0.1,100,exact likelihood grid,0.1619910591712785,0.06639983411787068,0.06639983411787068,0.06978323830745468,0.15295207771819402,0.2847620916268765,0.003842891417176953,0.0,0.0,1.0
0.1,100,raw data NPE,0.26768094301223755,0.12049820274114609,0.06639983411787068,0.11157216094434261,0.2433026060461998,0.5139741957187653,0.028116898649473254,0.011170351546315413,0.10575660641030095,0.0
0.1,101,exact likelihood grid,0.1459486603200323,0.06263351440289287,0.06263351440289287,0.06326539953190595,0.13559327575026114,0.26394556230032196,0.002111279385205709,0.0,0.0,1.0
0.1,101,raw data NPE,0.23080022633075714,0.1274549663066864,0.06263351440289287,0.07811395712196827,0.2018478885293007,0.5010509103536607,0.017108699208177293,0.0071997882544723975,0.0849183804220164,1.0
0.1,102,exact likelihood grid,0.2634011333726914,0.08319071314052129,0.08319071314052129,0.13809735413053403,0.2568880055936657,0.4106177490174676,0.026699930387480076,0.0,0.0,0.0
0.1,102,raw data NPE,0.3033292591571808,0.13241218030452728,0.08319071314052129,0.12515208050608634,0.28433334827423096,0.5520153492689133,0.04134278762940798,0.0015942552286620072,0.04608060382496741,0.0
0.1,103,exact likelihood grid,0.07960997457726851,0.028961002737813258,0.028961002737813258,0.051429073862265466,0.07077106145536079,0.13766453017617755,0.0004157531367396367,0.0,0.0,1.0
0.1,103,raw data NPE,0.16176560521125793,0.09512560814619064,0.028961002737813258,0.060286997444927694,0.13966740667819977,0.3516085982322693,0.0038149899871129725,0.006749547644868501,0.08222197159940278,1.0
0.1,104,exact likelihood grid,0.09453071719306991,0.039342512984450566,0.039342512984450566,0.05267412738756153,0.08382748868603071,0.17274804117652923,2.991305442218117e-05,0.0,0.0,1.0
0.1,104,raw data NPE,0.20118284225463867,0.10213159769773483,0.039342512984450566,0.07007660008966923,0.184959776699543,0.39669950902462014,0.010237967566727091,0.011374675780148504,0.10671868540017451,1.0
0.1,105,exact likelihood grid,0.08354993845211786,0.03265792438233137,0.03265792438233137,0.05164456755267191,0.07361926699970214,0.14907108445202147,0.0002706045249291107,0.0,0.0,1.0
