test_index,method,truth,estimate,sd,q05,q95,covers90,width90
28,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[235.3845018141245,7.9376868231289635,141.87551505237957]","[28.241144865528298,11.45299178159529,19.3630920652929]","[188.93195225279834,-10.900808248273446,110.02606283978729]","[281.83705137545064,26.776181894531373,173.72496726497187]","[true,true,true]","[92.9050991226523,37.67699014280482,63.69890442518458]"
29,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[262.53683992449356,-8.342593124759768,162.64087088789285]","[36.20608017122832,15.748636359074606,23.45317941733653]","[202.9831376371529,-34.24679475952345,124.06382365974326]","[322.09054221183425,17.561608510003914,201.21791811604243]","[true,true,true]","[119.10740457468134,51.80840326952737,77.15409445629916]"
30,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[241.102789028331,12.275698216674785,145.31015584623012]","[18.753308063067355,12.556011649894202,15.354153031122822]","[210.25634224345637,-8.377103085698623,120.0548215442198]","[271.9492358132056,32.928499519048195,170.56549014824043]","[true,false,true]","[61.6928935697492,41.30560260474682,50.51066860402062]"
31,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[247.8996663799285,-3.194131152991132,146.90019193593213]","[29.064238596845577,23.557951198921955,25.258628091166145]","[200.09324810932412,-41.94351262608368,105.35344590835916]","[295.7060846505329,35.555250320101415,188.4469379635051]","[true,true,true]","[95.61283654120876,77.4987629461851,83.09349205514593]"
32,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[222.86179916650818,-10.695909094609657,119.03074833335086]","[27.59479693992121,13.502004596290888,16.599291143248635]","[177.47239733488942,-32.90473032593417,91.7273440915549]","[268.25120099812693,11.51291213671485,146.33415257514682]","[true,true,true]","[90.77880366323751,44.41764246264901,54.60680848359192]"
33,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[203.97921152478534,-7.824307803803149,119.84379521630156]","[0.7052271669662582,8.765255832573638,15.360571558140665]","[202.81921606137618,-22.24187065116944,94.57790337684627]","[205.1392069881945,6.593255043563141,145.10968705575684]","[false,true,true]","[2.3199909268183205,28.83512569473258,50.53178367891057]"
34,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[223.8940261510585,6.43925836723444,134.8814771022851]","[18.72733211808984,15.33100916929527,18.461450525743768]","[193.09030599349364,-18.77800766970715,104.5150932462303]","[254.69774630862338,31.656524404176032,165.24786095833988]","[true,true,true]","[61.607440315129736,50.43453207388318,60.73276771210959]"
35,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[218.48829788011219,-31.86669695463082,125.03330202124491]","[22.794804155333455,2.334324361565825,13.918887671081846]","[180.99418158956348,-35.70631884723355,102.13876915233581]","[255.9824141706609,-28.027075062028096,147.927834890154]","[true,false,true]","[74.9882325810974,7.6792437852054505,45.78906573781819]"
36,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[281.324497924313,-22.380917268791315,131.53676029137208]","[25.394547450152555,15.952504827398153,17.321002559262357]","[239.55418444613832,-48.620452693098024,103.04624640933366]","[323.09481140248766,3.858618155515394,160.0272741734105]","[false,true,true]","[83.54062695634934,52.47907084861342,56.98102776407683]"
37,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[249.52669981268778,-4.735620883447087,125.9536524237981]","[31.630284176168136,14.395184930306419,14.427019792061893]","[197.4995121640119,-28.413593026698766,102.22331659272443]","[301.5538874613637,18.942351259804592,149.68398825487176]","[true,true,true]","[104.05437529735178,47.35594428650336,47.460671662147334]"
38,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[298.66265874840707,-29.465807427226917,164.25727727136749]","[36.949585866140744,12.746806401478866,16.418719409801287]","[237.88599842213063,-50.432438168747666,137.2508871002573]","[359.4393190746835,-8.499176685706171,191.26366744247767]","[false,true,false]","[121.55332065255288,41.93326148304149,54.01278034222037]"
39,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[254.77349435397244,-33.1874889025699,116.29855643542956]","[28.14664700427002,2.500153895622767,9.477715003243944]","[208.47637994247611,-37.299876105721864,100.70910253713139]","[301.07060876546876,-29.075101699417942,131.88801033372775]","[true,false,true]","[92.59422882299265,8.224774406303922,31.178907796596363]"
40,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[257.1536634490427,18.43583907706848,148.42325072579365]","[28.7947826746146,15.364571974324232,16.79639052480528]","[209.7904607294235,-6.836632861455666,120.79564685137436]","[304.5168661686619,43.70831101559263,176.05085460021294]","[true,false,true]","[94.72640543923842,50.5449438770483,55.255207748838586]"
41,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[284.14590084888846,-31.3435970853583,122.88036876559225]","[28.738021907826692,11.609170713564716,12.979239483967188]","[236.8760612823889,-50.43898363946403,101.53141962531708]","[331.41574041538803,-12.248210531252575,144.22931790586742]","[false,false,true]","[94.53967913299914,38.19077310821145,42.69789828055033]"
42,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[259.06104106968314,-1.7796976937501705,139.77441684439955]","[28.67955134490048,16.180495495806344,14.318450341380528]","[211.88737702068264,-28.394244395899182,116.22266186805525]","[306.2347051186837,24.834849008398844,163.32617182074384]","[true,true,true]","[94.34732809800104,53.22909340429803,47.10350995268858]"
43,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[225.81144675446134,-17.516586616851054,113.38151977497581]","[27.961680119754174,17.724515497620185,2.9466974078540478]","[179.81857579382682,-46.670820219069185,108.53463385613858]","[271.80431771509586,11.637646985367073,118.22840569381304]","[true,true,false]","[91.98574192126904,58.308467204436255,9.693771837674461]"
44,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[203.97921152478534,-21.85343149647647,136.57085967777147]","[2.3028129185493116,14.429689128718874,15.996712756246996]","[200.1914213435188,-45.58815799563193,110.25860868135773]","[207.76700170605187,1.8812950026789856,162.88311067418522]","[false,true,true]","[7.57558036253306,47.46945299831091,52.62450199282749]"
45,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[241.40550223309546,13.986745345132285,123.1637239978909]","[37.13487018903002,9.688464141191787,12.676153111943764]","[180.32407631629735,-1.9493600370962998,102.31330757591802]","[302.4869281498936,29.922850727360867,144.0141404198638]","[true,false,true]","[122.16285183359622,31.872210764457165,41.700832843945776]"
46,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[238.61949726566306,-3.173180847839257,113.41227583161499]","[27.91053225031692,12.937860588435004,14.832526569780788]","[192.71075706358326,-24.454067761719074,89.014940706457]","[284.5282374677429,18.107706066040556,137.80961095677299]","[true,true,true]","[91.81748040415962,42.56177382775963,48.79467025031599]"
47,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[262.0871991651347,-23.712679682185467,129.11906837358592]","[28.166445423515135,13.647017557499538,16.110000009636856]","[215.75751925193512,-46.160026008708996,102.62047642754649]","[308.4168790783342,-1.2653333556619408,155.61766031962534]","[true,true,true]","[92.65935982639908,44.89469265304706,52.99718389207885]"
48,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[204.66499247880122,-17.921790763288573,113.38151977497581]","[34.99108285180129,11.347159086209286,3.899347689054984]","[147.10978293905643,-36.58620654183527,106.96766358588889]","[262.220202018546,0.7426250152581169,119.79537596406274]","[true,true,false]","[115.11041907948956,37.32883155709338,12.827712378173857]"
49,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[269.63967420094303,12.579828280274041,153.00237324179645]","[30.080783696252556,19.847991683979355,20.626372789399603]","[220.1611880366193,-20.067212828822043,119.07500914829937]","[319.11816036526676,45.22686938937013,186.9297373352935]","[true,true,true]","[98.95697232864745,65.29408221819217,67.85472818699414]"
50,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[217.27134934765053,-27.505308499222682,143.48856706405326]","[27.700759717816766,11.243804964347667,16.036718562916434]","[171.7076542564884,-45.9997218755649,117.11051237144017]","[262.83504443881264,-9.01089512288046,169.86662175666635]","[true,true,true]","[91.12739018232423,36.988826752684446,52.75610938522618]"
51,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[279.4991351126967,-1.2389060095312239,166.44277222923017]","[29.085779166232427,22.179433485030245,21.395524808325572]","[231.65728575840976,-37.720827621112136,131.25026564772566]","[327.3409844669837,35.243015602049695,201.6352788107347]","[true,true,false]","[95.68369870857393,72.96384322316183,70.38501316300903]"
52,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[234.75540275099772,-21.257958541899942,146.40089150505008]","[19.935417626258015,17.364547472190626,15.5180630864594]","[201.96455876365494,-49.820097431903704,120.87594915402559]","[267.5462467383405,7.3041803481038166,171.92583385607458]","[true,true,true]","[65.5816879746856,57.12427778000752,51.049884702048985]"
53,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[203.97921152478534,-11.374322078577462,113.38151977497581]","[2.1873164743016766,11.604058167882298,0.531002833734239]","[200.38139608873954,-30.461299243374512,112.50809783798654]","[207.57702696083115,7.712655086219586,114.25494171196509]","[false,true,false]","[7.195630872091613,38.173954329594096,1.7468438739785483]"
54,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[237.82107277953673,-24.969039677091267,113.38151977497581]","[21.580844163281256,14.352974016495962,0.742115006361353]","[202.32374298488907,-48.57758104566488,112.16084921514722]","[273.3184025741844,-1.3604983085176556,114.6021903348044]","[true,true,false]","[70.99465958929534,47.21708273714722,2.4413411196571815]"
55,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[208.12437817583145,-8.60573959874969,145.7970613414413]","[22.06037880325576,9.385702364126544,19.358205614352528]","[171.83828408937285,-24.043846173870236,113.9556466254012]","[244.41047226229006,6.832366976370858,177.6384760574814]","[true,true,true]","[72.57218817291721,30.876213150241092,63.6828294320802]"
56,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[272.7371372382854,1.1235973799280259,130.8605097037573]","[24.532298490193334,12.54105385697511,14.939751959417434]","[232.3850970892348,-19.504600542511223,106.28680450755417]","[313.089177387336,21.751795302367274,155.4342148999604]","[true,true,true]","[80.70408029810122,41.2563958448785,49.14741039240624]"
57,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[260.96085254310526,-16.210369683753996,130.4154338073816]","[27.479963490107625,15.335028219750987,15.986951864903569]","[215.7603349279077,-41.43424647041458,104.11923804849636]","[306.1613701583028,9.013507102906583,156.71162956626682]","[true,true,true]","[90.40103523039511,50.447753573321165,52.592391517770466]"
58,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[216.03266997826844,19.97441996895846,127.99149237535438]","[28.46695268381074,13.614066096407539,14.766196538636564]","[169.20869960804643,-2.4187260272745412,103.70326044249977]","[262.8566403484905,42.36756596519146,152.279724308209]","[true,false,true]","[93.64794074044406,44.786291992466005,48.57646386570924]"
59,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[220.40073697200253,-19.869312319305127,166.12918621060612]","[22.74228372675286,13.609914514845977,23.150938400273564]","[182.99300909889365,-42.25562957154901,128.04928121558606]","[257.8084648451114,2.517004932938754,204.20909120562618]","[true,true,true]","[74.81545574621776,44.77263450448776,76.15980999004012]"
60,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[234.95528486613102,-6.895267921255994,127.58909296497565]","[31.726899170054466,14.838840506635023,12.614776866939685]","[182.7691796943433,-31.30298854834902,106.83963148220639]","[287.14139003791877,17.512452705837035,148.3385544477449]","[true,true,true]","[104.37221034357546,48.815441254186055,41.498922965538526]"
61,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[231.33815540863648,2.4758033966431565,113.38151977497581]","[27.176262560657754,17.69442078123167,0.3770527216575102]","[186.6371813687531,-26.628928802171245,112.76132323820553]","[276.0391294485199,31.58053559545756,114.0017163117461]","[true,true,false]","[89.40194807976678,58.20946439762881,1.2403930735405595]"
62,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[236.30139008481177,-34.25919802202563,133.61889917355464]","[28.13612987671679,2.3548851989385713,10.307938202777564]","[190.0215748087165,-38.132639482554076,116.66384963432432]","[282.58120536090706,-30.385756561497182,150.57394871278495]","[true,false,true]","[92.55963055219055,7.746882921056894,33.91009907846063]"
63,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[247.2381127319374,-17.687712696013367,123.2720491426947]","[25.923255529816185,20.078773402988638,15.199480276506847]","[204.59815185132948,-50.714355952655964,98.27112888210506]","[289.87807361254534,15.338930560629233,148.27296940328435]","[true,true,true]","[85.27992176121586,66.0532865132852,50.00184052117929]"
64,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[224.67032307408945,-10.70219387257441,115.43576207045307]","[36.56718085277904,10.409244482635849,14.57958423802551]","[164.52266302100546,-27.82387741366258,91.4544800570923]","[284.8179831271735,6.41948966851376,139.41704408381383]","[true,true,true]","[120.29532010616802,34.24336708217634,47.96256402672154]"
65,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[210.52220023998487,-10.621837846720977,155.7575088838003]","[19.67690468521342,13.179674486748457,17.79956262536437]","[178.15657220133318,-32.30047322828895,126.47983374131988]","[242.88782827863656,11.056797534846995,185.03518402628075]","[true,true,true]","[64.73125607730339,43.35727076313594,58.555350284960866]"
66,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[245.26546338028032,-13.46230020278206,127.76614455900372]","[31.104446886318993,12.52541388706186,19.392782588319584]","[194.10320110499913,-34.06477266398409,95.8678557819249]","[296.4277256555615,7.14017225841997,159.66443333608254]","[true,true,true]","[102.32452455056239,41.20494492240405,63.796577554157636]"
67,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[244.1216155248061,-28.62586912016323,152.5865655003783]","[44.55823947045003,12.6039904821135,18.19745433061396]","[170.82983372126415,-49.35758857872945,122.65441674338416]","[317.413397328348,-7.894149661597012,182.51871425737244]","[true,true,true]","[146.58356360708387,41.463438917132436,59.86429751398828]"
68,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[293.16963586630766,-24.496227279709423,150.47758589119744]","[31.80376317137502,15.353765568081572,17.371237326343678]","[240.85710066316582,-49.750924261731015,121.90444317032626]","[345.48217106944946,0.7584697023121727,179.0507286120686]","[false,true,true]","[104.62507040628364,50.509393964043184,57.14628544174235]"
69,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[240.0978055368686,-18.803208357820374,145.03319743429506]","[28.31374329162859,13.215184393911647,18.585636302903843]","[193.5258421910604,-40.54025233897843,114.46254615226273]","[286.6697688826768,2.933835623337682,175.60384871632738]","[true,true,true]","[93.1439266916164,43.47408796231612,61.141302564064645]"
70,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[241.22781732754922,25.04522995047735,196.54632697965081]","[24.698670081946897,15.064550491292744,24.162553851423112]","[200.60212026238105,0.2662494364809085,156.80246264072727]","[281.8535143927174,49.82421046447379,236.29019131857436]","[true,false,false]","[81.25139413033634,49.55796102799289,79.48772867784709]"
71,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[206.86834092194067,-24.383396560971534,133.05214194572602]","[23.215636438667598,18.206368565687676,18.154242332128806]","[168.68201712381153,-54.33020792985817,103.19107060116801]","[245.0546647200698,5.563414807915102,162.91321329028403]","[true,true,true]","[76.37264759625828,59.89362273777327,59.722142689116026]"
72,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[226.4769819044732,-21.28452973468356,143.4451518649638]","[27.381183482276228,16.4325095052761,12.283347266872385]","[181.43894294342743,-48.31360259435149,123.24084356194432]","[271.515020865519,5.744543124984368,163.6494601679833]","[true,true,true]","[90.07607792209154,54.058145719335855,40.40861660603899]"
73,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[262.05324579940554,-10.990893132654861,127.05342620311187]","[36.32233146718717,15.450053953109732,19.04319479719056]","[202.30832714626916,-36.40397041402332,95.73015817220958]","[321.7981644525419,14.422184148713601,158.37669423401417]","[true,true,true]","[119.48983730627276,50.82615456273692,62.64653606180458]"
74,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[224.03128586865319,-15.404671456789544,140.63304428557913]","[24.596893872406238,13.220143942596513,16.914302663033745]","[183.57299577088537,-37.149873169589945,112.81149220293315]","[264.489575966421,6.340530256010858,168.4545963682251]","[true,true,true]","[80.91658019553563,43.4904034256008,55.64310416529196]"
75,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[266.1396895095186,-6.349582784165799,132.40841826780695]","[35.48148812596075,14.422811097067573,18.227022897377193]","[207.77783507589646,-30.072995928013327,102.42763354652855]","[324.5015439431407,17.373830359681733,162.38920298908533]","[true,true,true]","[116.72370886724423,47.44682628769506,59.96156944255678]"
76,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[280.38054676716314,-31.67192412115171,136.74454994723703]","[24.13570739696793,14.924947642090357,14.681526415812147]","[240.68084091622097,-56.221278382304845,112.59558797300458]","[320.0802526181053,-7.122569859998574,160.8935119214695]","[false,true,true]","[79.39941170188433,49.09870852230627,48.29792394846491]"
77,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[228.32699643595967,-3.843438109628988,132.4663985705167]","[20.53781295219187,15.623254330335302,13.75551991964284]","[194.54530031189597,-29.54140465966629,109.84058174008896]","[262.10869256002337,21.854528440408316,155.09221540094444]","[true,true,true]","[67.5633922481274,51.39593310007461,45.251633660855475]"
78,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[235.39499617997808,-33.45765900731078,127.93036996253149]","[28.606136820980137,4.672200311414741,11.489448782074783]","[188.34208827691887,-41.142744635385114,109.03190846166261]","[282.4479040830373,-25.772573379236448,146.82883146340035]","[true,false,true]","[94.10581580611844,15.370171256148666,37.79692300173774]"
79,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[278.354946946689,-15.762360289069028,154.76659644400874]","[35.98141271009138,14.833878644338636,17.087116796597154]","[219.1707897476574,-40.16191937896741,126.6607904069825]","[337.53910414572056,8.637198800829355,182.87240248103498]","[true,true,true]","[118.36831439806315,48.799118179796764,56.21161207405248]"
80,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[216.73240103797778,0.13658704083963505,123.21904713777653]","[30.254588258034527,11.221194927516011,12.507636493719842]","[166.9680318098263,-18.320636134414528,102.64581588649085]","[266.49677026612926,18.5938102160938,143.7922783890622]","[true,true,true]","[99.52873845630296,36.91444635050833,41.14646250257135]"
81,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[203.97921152478534,-25.746127731041593,125.92169921041662]","[0.5443452375102501,14.45296859814318,14.311931507609453]","[203.08384328655285,-49.51914554991313,102.38066676144416]","[204.87457976301783,-1.9731099121700595,149.46273165938908]","[false,true,true]","[1.7907364764649856,47.54603563774307,47.08206489794492]"
82,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[221.6614214416695,-19.679244986115886,121.8556137679445]","[25.552291144401742,15.236786341981139,13.43494811328102]","[179.6316426758803,-44.741528263808206,99.75709063590939]","[263.6912002074587,5.383038291576433,143.95413689997963]","[true,true,true]","[84.05955753157838,50.12456655538464,44.19704626407024]"
83,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[237.05743239178057,-36.190638540401785,148.63418178474274]","[22.82560834316164,2.550920719849515,12.795481368381571]","[199.51264772115738,-40.38652973851192,127.58748784737033]","[274.6022170624038,-31.994747342291653,169.68087572211513]","[true,false,true]","[75.0895693412464,8.391782396220265,42.093387874744806]"
84,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[235.72370518699202,-12.820080510804818,164.19168459448989]","[28.221496641470452,17.267791600491673,19.3061777323395]","[189.30347407827057,-41.22307015431571,132.43584812888153]","[282.14393629571344,15.582909132706067,195.94752106009824]","[true,true,false]","[92.84046221744288,56.80597928702177,63.51167293121671]"
85,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[221.99922073183743,-18.53533844097341,113.38151977497581]","[33.9120504000478,16.33380242541447,0.496332246284543]","[166.21886163395772,-45.40205260232514,112.56512587950171]","[277.77957982971714,8.331375720378322,114.19791367044992]","[true,true,false]","[111.56071819575942,53.73342832270346,1.632787790948214]"
86,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[311.53380982379315,-1.4413318979867562,146.6587645352256]","[35.6500244958914,13.683168616541325,17.502759544572694]","[252.89473773081738,-23.948141425093304,117.86928701667571]","[370.1728819167689,21.06547762911979,175.4482420537755]","[false,true,true]","[117.27814418595153,45.013619054213095,57.578955037099774]"
87,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[270.45044806462124,-30.96051679072338,151.51485660686447]","[23.503469861839804,16.513143351967084,20.00328880946352]","[231.79068041642944,-58.12222052557602,118.61237445766062]","[309.11021571281304,-3.7988130558707383,184.41733875606832]","[true,true,true]","[77.3195352963836,54.32340746970528,65.8049642984077]"
88,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[237.5982296420882,-27.08118074471656,130.27915797417467]","[25.557116954307556,12.3053510012585,14.00589672189387]","[195.56051312537247,-47.32168197004752,107.24150795245981]","[279.6359461588039,-6.840679519385592,153.31680799588952]","[true,true,true]","[84.07543303343144,40.48100245066193,46.075300043429706]"
89,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[267.8901041357435,-2.228983563657795,139.42472812983297]","[37.15185110390603,15.762058805798807,15.877549618333632]","[206.78074709952264,-28.15526315859834,113.30848305301495]","[328.9994611719644,23.69729603128275,165.540973206651]","[true,true,true]","[122.21871407244177,51.85255918988109,52.232490153636036]"
90,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[260.71552176243165,-25.86368886154193,124.2052453923239]","[38.456982761712496,11.063601754710701,14.48104972303455]","[197.45941418521863,-44.061694334924496,100.38603823332592]","[323.97162933964466,-7.665683388159369,148.02445255132187]","[true,true,true]","[126.51221515442603,36.39601094676513,47.63841431799595]"
91,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[205.14963330598084,-29.397787733397795,119.20953547954461]","[21.002991473817335,11.83164364020086,13.625853382579038]","[170.60278660344156,-48.859109687779494,96.7970011229005]","[239.69648000852013,-9.9364657790161,141.62206983618873]","[true,true,true]","[69.09369340507857,38.92264390876339,44.82506871328823]"
92,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[203.97921152478534,-13.832060651585422,113.38151977497581]","[0.4620662173940019,14.86521405644509,0.28975458715097696]","[203.21918023121307,-38.28316190773913,112.9049158913747]","[204.7392428183576,10.61904060456828,113.85812365857693]","[false,true,false]","[1.5200625871445368,48.90220251230741,0.9532077672022297]"
93,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[215.24601863831717,-22.582194153670105,113.38151977497581]","[19.213161025713937,14.928192099536217,1.0018373322249505]","[183.64318103996894,-47.136885072420554,111.73364400545022]","[246.8488562366654,1.9724967650803436,115.02939554450141]","[true,true,false]","[63.20567519669646,49.1093818375009,3.2957515390511958]"
94,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[203.97921152478534,-3.109173751548563,154.39825833834857]","[3.38498975666015,13.3404227448975,16.78937417299924]","[198.4113988463493,-25.05221648855912,126.78219533564541]","[209.54702420322138,18.833868985461994,182.01432134105173]","[false,true,true]","[11.135625356872083,43.886085474021115,55.232126005406315]"
95,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[349.7594253508442,-34.692532085255635,156.26377756075445]","[52.519010939662266,18.918434081562747,20.514762059984754]","[263.3733397228367,-65.81058700055645,122.51999678034208]","[436.1455109788517,-3.574477169954818,190.00755834116683]","[false,true,true]","[172.77217125601499,62.236109830601634,67.48756156082474]"
96,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[271.5613487088775,11.065281618784635,146.1889262771064]","[29.083152874486426,14.16564760737592,17.10391577482617]","[223.7238192200944,-12.235135226324083,118.05548837981108]","[319.3988781976606,34.36569846389335,174.3223641744017]","[true,true,true]","[95.67505897756621,46.600833690217435,56.26687579459063]"
97,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[259.727813840789,-36.58974868941325,138.6692525205643]","[32.15517152125466,5.390685869146405,13.334386255199401]","[206.83726333880662,-45.45663789303476,116.73613892552771]","[312.6183643427714,-27.722859485791737,160.6023661156009]","[true,false,true]","[105.78110100396475,17.733778407243022,43.866227190073175]"
98,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[239.7182041705545,-22.1122655213866,154.81684385776674]","[25.690623896941087,18.397437284185454,18.835041612871237]","[197.4608882750248,-52.37335696489127,123.8359573470536]","[281.9755200660842,8.148825922118075,185.7977303684799]","[true,true,true]","[84.5146317910594,60.52218288700935,61.96177302142631]"
99,full all-pair MPLE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[203.97921152478534,-20.380625623056776,122.85025573112206]","[0.660523589848436,11.968905030410458,15.711786500151701]","[202.89274690233614,-40.06772247296513,97.00666672046037]","[205.06567614723454,-0.6935287731484223,148.69384474178375]","[false,true,true]","[2.1729292448983983,39.37419369981671,51.687178021323376]"
0,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[251.4122392307457, -13.167910109481745, 125.59068739559052]","[16.083121657623987, 8.987482489423812, 9.07853592993814]","[228.00850431348127, -26.24275964947935, 114.68075536504804]","[280.55578549898246, 1.5511048964472, 143.2479806357338]","[true, true, true]","[52.54728118550119, 27.79386454592655, 28.567225270685753]"
1,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[223.59518112566298, -11.976459079111082, 140.82606812469024]","[15.514784370655192, 9.396032946032824, 9.978786703709666]","[205.71635335163222, -24.63308030953316, 126.59767972199757]","[255.85957169865173, 2.014671779757522, 158.05977702621706]","[true, true, true]","[50.14321834701951, 26.64775208929068, 31.462097304219498]"
2,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[235.71761367350496, -15.701708623159394, 138.21718516743954]","[14.565653627234042, 8.022999751782788, 9.613266774229446]","[214.8868187712691, -28.1689308485469, 124.26446294667952]","[262.5733639405388, -3.1466405600302325, 154.8634522223454]","[true, true, true]","[47.68654516926969, 25.02229028851667, 30.598989275665872]"
3,"Positive(s,w_a) NPE","[234.0640775763408, -10.052372427314284, 130.1041446427431]","[230.22909582484942, -8.039499323286458, 133.80444288994372]","[11.927093927533777, 7.493060934121842, 8.295872012967886]","[212.3131003052133, -19.782344750448978, 121.36085322593009]","[251.19709478040144, 4.373767308993094, 147.56168253948928]","[true, true, true]","[38.88399447518813, 24.156112059442073, 26.200829313559197]"
