test_index,method,truth,estimate,sd,q05,q95,covers90,width90
0,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[257.50992951613085,-10.292473778628395,127.47098520966988]","[32.19087041337966,15.654609504039868,10.46987630479116]","[215.61252928660653,-30.724582558607544,114.5416957113745]","[320.605764226365,21.44300843329288,146.32735364611412]","[true,true,true]","[104.99323493975848,52.167590991900425,31.785657934739618]"
1,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[221.46048924137511,-0.02355588821077766,153.56044714255654]","[12.327204855145327,16.241349643072596,18.460302117758374]","[205.6168456610412,-26.15712745182845,125.0242435237084]","[244.2513287648431,27.559529717924107,185.79626125037208]","[true,true,true]","[38.6344831038019,53.71665716975256,60.77201772666368]"
2,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[232.28941393803206,0.7238533866082515,138.08426588111595]","[20.233396606333,16.76210283297407,14.790188813739965]","[207.19621517918003,-24.886374856656275,117.46822353550127]","[266.79298037576916,31.44835703808772,164.843209698736]","[true,true,true]","[59.59676519658913,56.334731894743996,47.37498616323472]"
3,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[249.7774898134684,-16.780077733892494,142.76000668107008]","[30.992578241765933,13.571246523903799,17.158975353239757]","[210.4839245897519,-34.786641579740596,118.95102870232111]","[309.21886247877103,8.676979783267448,174.22492149684015]","[true,true,true]","[98.73493788901914,43.463621363008045,55.27389279451904]"
4,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[274.2313481824838,-14.010908763259627,138.6151145685561]","[40.57913142989756,15.91501002635921,15.92172191689144]","[221.60550686235928,-35.04445550684987,117.72528392826713]","[353.44716335671365,16.201892923519626,168.56039199327387]","[true,true,true]","[131.84165649435437,51.246348430369494,50.835108065006736]"
5,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[253.68314552853502,-15.261429255846053,137.2264368532325]","[33.42822744528817,14.464499668823315,15.126507889316605]","[211.90487631534825,-33.784101658008524,117.20786403733476]","[317.26633538270147,13.028675821281201,166.1360159370672]","[true,true,true]","[105.36145906735322,46.81277747928972,48.928151899732455]"
6,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[276.764892697798,-8.14443927642547,126.88253079164275]","[38.57483434171511,17.0592548188343,10.52752152113523]","[224.3073816980305,-30.813317607546118,114.45574387105145]","[349.72105044974376,25.70541160910436,145.70735327232362]","[true,true,true]","[125.41366875171326,56.51872921665048,31.251609401272162]"
7,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[228.02361733185597,-2.365271906765769,150.40005432088006]","[17.013753958121775,16.786883097356856,18.305621947007563]","[206.51316973527582,-27.976639277279023,123.4127436384409]","[256.8451624471576,26.83602835949255,182.54852319794293]","[true,true,true]","[50.33199271188175,54.81266763677157,59.135779559502026]"
8,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[236.29286957171337,-24.047648786552344,141.54639945127283]","[23.468974269418517,8.310372483437629,14.828735251413207]","[207.26949281234454,-35.56378151016178,118.9764212374338]","[275.9512988437885,-9.67796716512194,167.1699442579264]","[true,true,true]","[68.68180603144395,25.88581434503984,48.193523020492606]"
9,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[288.4795062933221,-25.64188095101592,131.61055791908382]","[43.80182857888497,9.91849271149965,12.785411905073747]","[230.82849905874468,-38.52864174937873,115.34555922992521]","[375.6634328041372,-7.525090825257991,155.10068565363346]","[true,true,true]","[144.8349337453925,31.003550924120738,39.75512642370825]"
10,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[243.16657927024417,-13.51212723178132,139.20418554455892]","[27.459336533403267,14.756699949432091,15.689810572795437]","[209.55757483310873,-33.335547159879326,117.5915052495785]","[290.3099365167012,14.959217447009713,168.48624458536955]","[true,true,true]","[80.75236168359248,48.29476460688904,50.894739335791044]"
11,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[235.50754482350195,14.020797648305326,143.83061016098756]","[22.318512327109442,18.64863694203239,16.498511366480173]","[207.34052155413397,-14.080189518499578,120.02577759828658]","[272.89537661581966,48.7197184577255,172.68330425300934]","[true,true,true]","[65.55485506168569,62.79990797622508,52.65752665472276]"
12,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[248.03575010198912,-12.021302902986069,139.874550262006]","[30.18570069246287,15.995652271173283,16.06459960632202]","[210.2601988176266,-32.84614748543381,117.997865988595]","[301.7574986030826,19.70303983340737,170.35932899969876]","[true,true,true]","[91.497299785456,52.54918731884118,52.361463011103766]"
13,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[234.10118753680834,0.6161054456513335,131.7683256049764]","[20.635236721722624,15.812064853562296,12.422024076971562]","[207.9370716519471,-22.80936790550699,115.64522135452728]","[267.20248324305066,30.27966265924409,154.89922365117386]","[true,true,true]","[59.26541159110357,53.08903056475108,39.254002296646576]"
14,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[240.26165706079178,11.463606671141672,152.83272448388865]","[25.25080499126115,19.332117135026497,18.917316243976078]","[209.04584702427715,-17.023135635290508,125.45611299699335]","[282.6895580326644,48.23785937168959,186.8727152725015]","[true,true,true]","[73.64371100838727,65.2609950069801,61.41660227550814]"
15,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[258.24729820583036,-12.126442087313588,129.72990764537602]","[33.31240712324164,14.217228737837814,12.256058573114203]","[215.11412656895322,-31.656050840961722,114.73065202798792]","[321.36254830685743,13.846432978782266,153.01119607383006]","[true,true,true]","[106.24842173790421,45.502483819743986,38.28054404584215]"
16,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[272.076526027671,-13.591717061975874,127.16520172911473]","[38.091144782593595,14.623585935804748,10.488904693436465]","[221.49681960199408,-32.9267397575778,114.47456685521682]","[345.0783693275373,15.028499798405582,146.55492357722653]","[true,true,true]","[123.58154972554323,47.95523955598338,32.08035672200971]"
17,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[259.50354757648563,-14.950448726407231,179.90335541027542]","[35.042396376418864,17.82881194661432,26.360621491630894]","[214.87286555783876,-39.16310670142213,140.44194521684008]","[324.1263892640872,19.265583605088576,226.64343216604533]","[true,true,false]","[109.25352370624844,58.4286903065107,86.20148694920525]"
18,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[248.46125542308584,-7.1331231966798745,144.8950874812473]","[29.781122898115175,17.266033174556668,17.817284426793286]","[210.76695554146337,-31.392674284570454,120.11892711924955]","[301.75035861986544,26.513745161217695,176.6464450866027]","[true,true,true]","[90.98340307840206,57.906419445788146,56.52751796735316]"
19,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[238.07400273549678,-17.727011239478617,137.47497877070865]","[23.748474441407627,12.045787218040283,15.023744249660382]","[208.22889538074628,-33.58719772559191,116.98501992758113]","[279.1816122759811,4.61237983550676,164.93229797337062]","[true,true,true]","[70.9527168952348,38.19957756109867,47.94727804578949]"
20,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[218.76325424226457,-4.279740374473917,126.61266718130506]","[10.749396693566016,11.688879552253967,9.393466130432486]","[205.00638086711874,-23.071839685227474,114.49062978857651]","[238.60992974725923,15.575327162957901,144.4561119879032]","[true,true,true]","[33.603548880140494,38.64716684818538,29.965482199326686]"
21,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[264.4552157742531,-24.82661961319532,140.12229057018888]","[36.55325602678618,9.9102498417263,14.943580982427218]","[217.3410069968466,-37.81372913557456,118.53112849594949]","[338.5774252932636,-7.131229118191343,167.32586180990072]","[true,true,true]","[121.23641829641701,30.68250001738322,48.79473331395123]"
22,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[243.88663354231474,-9.124547277115177,142.96702748043865]","[26.99865809640811,16.19756227889699,16.89604126671897]","[209.80308961557083,-31.78980240347775,119.40543884728125]","[290.43499441887167,21.521522123734666,173.75090894894723]","[true,true,true]","[80.63190480330084,53.31132452721242,54.34547010166598]"
23,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[237.19207419283455,2.7524636862166716,127.61082021249719]","[19.516947935156512,14.73355632366245,9.791803891320692]","[210.06818297821658,-19.507129827558092,114.6998730494041]","[270.050252077441,30.59360861050267,145.84300221108282]","[true,true,true]","[59.98206909922439,50.10073843806076,31.143129161678715]"
24,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[291.7343691635138,-15.646483007380867,139.92491296374266]","[44.205361863439094,15.652539362522582,16.60057919875051]","[231.00170720015362,-36.63300586041538,118.42156480936242]","[375.5102707740819,13.511744785759783,171.15133717777906]","[true,true,true]","[144.50856357392828,50.14475064617516,52.72977236841663]"
25,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[236.94799388508136,-18.914708640100276,137.1403747193124]","[23.967544363337222,11.379788758236424,14.583936200052701]","[207.7164707096013,-33.57425860637937,116.51538361541773]","[277.5300549153366,2.2881142993789303,163.41703963512427]","[true,true,true]","[69.81358420573531,35.8623729057583,46.901656019706536]"
26,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[217.76851793069608,-18.39621379656802,130.81734814096336]","[10.537637554289292,9.441446451375066,11.650970579266824]","[204.6723480993281,-31.400019322247132,115.23977634277014]","[237.1241806892643,-1.4540959313219384,152.95715344258673]","[true,true,true]","[32.4518325899362,29.945923390925195,37.71737709981659]"
27,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[221.35432424780592,-14.092626105913922,145.7849964557562]","[12.5575386259991,12.94493572545384,16.737137239251478]","[205.37664528857096,-32.44921303384775,121.32703186888378]","[244.05067933495314,8.385287911381155,175.21519014955805]","[true,true,true]","[38.67403404638219,40.8345009452289,53.888158280674276]"
28,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[245.8104579190878,14.554995793663934,146.37061765753356]","[27.214808920688277,19.36467661051194,17.15165975949995]","[210.82540607022503,-14.193124573122759,122.05676990587897]","[292.6627372914095,49.698128567005014,176.85413456660686]","[true,true,true]","[81.83733122118446,63.89125314012777,54.797364660727894]"
29,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[273.1760411211564,-8.362997491230452,159.02298301184456]","[40.31650592339661,19.165654484504966,21.850013910794885]","[220.61185849468006,-34.565426622986934,129.12969625556258]","[350.6624052650435,27.564673898078517,198.51711714998294]","[true,true,true]","[130.05054677036344,62.13010052106545,69.38742089442036]"
30,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[255.89935398275037,5.879109374789936,143.86732526901307]","[33.11537229160327,19.38477468605039,16.975447965988337]","[213.69419219876994,-22.895137541622177,120.29224492951136]","[317.208178044936,41.07784114483169,174.9037008775533]","[true,true,true]","[103.51398584616607,63.972978686453864,54.611455948041936]"
31,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[260.5111702872538,-2.2799725679609817,141.96167867788327]","[34.82626404755858,18.13359302284837,16.610579149201303]","[214.46206949021476,-28.62847948456303,119.31945137998805]","[328.6814454869775,29.914754231539884,172.15797455687303]","[true,true,true]","[114.21937599676275,58.54323371610292,52.838523176884976]"
32,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[241.57698626637222,-6.3264290126671625,127.92787101870162]","[23.34075222462122,14.756338384039324,10.303735852056102]","[210.91079946457515,-27.152702742347735,114.57420876901126]","[280.57228146603063,21.615692601899553,146.88284022381237]","[true,true,true]","[69.66148200145548,48.76839534424729,32.3086314548011]"
33,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[220.1588824329015,-15.250494733637964,135.40196575896093]","[12.211024733177432,11.693173276133926,13.403961068583243]","[205.04621020738594,-31.250620060136015,116.32536874223632]","[242.51700441343502,5.704305761087391,159.40415632645534]","[true,true,true]","[37.47079420604908,36.954925821223405,43.078787584219015]"
34,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[243.20700705795636,5.575546867040015,137.31914906614492]","[26.09668889377862,17.668745563083952,14.797815283427271]","[210.09753002779672,-20.924531302647754,116.91089645108696]","[287.42428933232367,38.59387498866594,165.22241754023406]","[true,true,true]","[77.32675930452695,59.518406291313696,48.31152108914711]"
35,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[229.62682098507457,-24.480608403537808,134.9368184129108]","[18.102201246035403,7.277951725157938,12.881186482078611]","[206.75265357877365,-34.25098589232152,116.4819293500493]","[260.4047576347966,-12.049755413711758,158.33068369326512]","[true,false,true]","[53.65210405602298,22.201230478609766,41.848754343215816]"
36,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[295.6951034206231,-19.133435618137504,135.670621307121]","[46.1810021603248,13.641059540119148,15.179756071298907]","[232.46633864116063,-36.88081494090866,116.88280483066234]","[382.398293901308,6.805568899449628,163.75095142268393]","[true,true,true]","[149.9319552601474,43.68638384035828,46.86814659202159]"
37,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[257.7528672212238,-2.626958865366002,134.0991017571003]","[34.55424792903689,17.58338609078017,14.013985911525422]","[214.4008405005641,-27.86251348492284,116.1514643841458]","[324.30512639977997,30.44915884172697,160.0396413695326]","[true,true,true]","[109.90428589921586,58.31167232664981,43.88817698538681]"
38,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[299.29185101403414,-19.449220228377712,176.39308284004227]","[45.483757054787986,17.02720638175013,24.860005167420663]","[236.27809747119437,-42.267983660891204,136.3621325684807]","[385.7421978341492,12.286480703286088,219.35709254258066]","[false,true,false]","[149.4641003629548,54.55446436417729,82.99495997409997]"
39,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[250.15583851995794,-24.201772927652616,130.4151801959825]","[31.3095274976187,8.699540626883374,11.834517092395387]","[211.74487767459271,-35.31116290335066,115.04603553695476]","[313.18084810987745,-8.858793447769443,152.09058365934436]","[true,true,true]","[101.43597043528473,26.45236945558122,37.0445481223896]"
40,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[248.21716542469267,12.580261699276617,154.527144393898]","[29.430360435302887,20.26401895150075,19.58039534151006]","[211.4456284769131,-18.35352557652307,126.7481888706968]","[300.168025608878,49.98066277266002,190.0236741725277]","[true,true,true]","[88.7223971319649,68.33418834918308,63.27548530183091]"
41,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[270.12928109252283,-17.022079093183276,135.32732290369583]","[39.45226561152982,13.687870819084017,14.61152898857873]","[219.19278137010335,-35.225705304430555,116.41575802268574]","[347.63647938529795,8.920105778884798,163.1002415313545]","[true,true,true]","[128.4436980151946,44.14581108331535,46.68448350866876]"
42,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[266.44666327035384,-2.186518438029243,142.40328080095182]","[36.592435652240795,18.343441051536644,16.951580775173205]","[217.3015856471076,-29.072522220685894,120.05018065634616]","[336.4880156823921,31.08591626440007,175.13252480432624]","[true,true,true]","[119.18643003528447,60.158438485085966,55.08234414798008]"
43,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[249.49921764414754,-15.76591421150476,127.98163619181071]","[29.657501038761406,12.764343233670154,10.939032674475456]","[212.24326617748957,-32.309291306068225,114.40826410978724]","[307.5232537508388,9.411614756458874,148.3018390228727]","[true,true,true]","[95.27998757334925,41.7209060625271,33.89357491308547]"
44,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[220.317317407468,-20.67838129959206,152.39733806221238]","[11.830074594784053,10.144797634951122,18.74903234415452]","[205.08198622413255,-34.70215650050936,123.96376348838442]","[241.47976655830954,-2.470585122745482,185.81241082281792]","[true,true,true]","[36.397780334176986,32.23157137776388,61.84864733443351]"
45,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[257.69286140157965,21.07281554046911,130.7142481540746]","[31.55768064122596,19.031586802684284,12.207852275843111]","[216.05954075485965,-7.842952269685363,115.04428423163199]","[316.5839434866784,54.78817969270732,152.90573137532365]","[true,false,true]","[100.52440273181872,62.63113196239268,37.86144714369166]"
46,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[273.7638902791449,-3.1332957504441143,126.57395245527182]","[35.858745500101634,17.759807012194198,10.165595938337601]","[224.36550757790502,-28.301333500117547,114.47187713341737]","[340.81848846964266,31.792380182732828,145.6494374065211]","[true,true,true]","[116.45298089173764,60.09371368285038,31.177560273103722]"
47,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[275.3168813059032,-14.151452619358391,135.0710166748427]","[41.008348761535665,14.959380111664696,14.825275661526787]","[221.32034885804487,-33.94356901367442,116.59355875353015]","[357.14606076984853,13.98593141018972,163.82583493122866]","[true,true,true]","[135.82571191180367,47.92950042386414,47.23227617769851]"
48,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[217.38615363924154,-16.663593087945486,126.74494057805403]","[10.87763097268376,9.77446946523635,9.5955166114955]","[204.62801936565697,-30.237071317077888,114.37224107122034]","[236.49448065251403,-0.10716461940318989,145.17614334804557]","[true,true,true]","[31.86646128685706,30.1299066976747,30.803902276825227]"
49,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[274.430369689472,15.361837998080114,153.6426352961309]","[37.80090541564103,21.161788447666225,20.06439796796953]","[222.93238727435036,-16.88050322550957,126.50456866244322]","[345.11180771678016,52.581472729952566,190.4036288045859]","[true,true,true]","[122.1794204424298,69.46197595546214,63.89906014214269]"
50,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[237.4836389944214,-23.74054598484965,146.87787028368226]","[23.58239718443204,9.025554120493165,16.340065136641403]","[208.26046100003683,-36.13934770105361,120.91503583712577]","[277.48171124012765,-9.26512097431461,176.15300776646095]","[true,true,true]","[69.22125024009082,26.874226726738996,55.237971929335174]"
51,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[285.6534837957187,-8.074083741839372,173.67511092932602]","[42.552056504212636,20.62207242950715,25.030862102401198]","[227.67563267476606,-37.12609690365554,137.3975718427031]","[364.373767019455,31.352338465182804,218.57089709697445]","[true,true,false]","[136.69813434468892,68.47843536883835,81.17332525427136]"
52,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[245.7742850689856,-18.07804496970077,151.45804353015353]","[28.851780861282734,13.667886328519293,18.979195168139864]","[210.3488889483747,-35.94905397276379,123.26046609396732]","[298.1887413773713,6.881814686349143,185.35901434964387]","[true,true,true]","[87.83985242899658,42.83086865911294,62.09854825567655]"
53,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[219.17508783767656,-1.906794712161236,126.3629995839515]","[10.547804798944359,11.910632830906719,9.231279546016163]","[205.08103108413542,-21.349701422683683,114.40164752897329]","[238.60430984169793,18.37424221254924,143.6565267710505]","[true,true,true]","[33.52327875756251,39.72394363523293,29.25487924207721]"
54,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[254.4921373763164,-25.873234682438632,126.95020122007583]","[34.91377097070006,7.897379239955305,10.199632989730198]","[213.85157459231033,-35.445920507955236,114.28539380381827]","[327.25809156453704,-12.201885969113832,145.79043112617688]","[true,false,true]","[113.40651697222671,23.244034538841404,31.505037322358618]"
55,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[221.24195846119952,-13.55727284973555,150.2987979662348]","[12.246522274877456,13.305812761173552,17.97706408370826]","[205.26909097156587,-32.66267579719654,122.99484085722575]","[243.71104402492122,9.436648629605545,182.88473546552237]","[true,true,true]","[38.44195305335535,42.099324426802085,59.889894608296615]"
56,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[302.8967998312009,6.585830495198464,132.9241357559214]","[43.34776393726879,20.079161839456944,14.30216288412283]","[240.3115991042807,-23.6186987164001,115.71425986658942]","[380.6899007110435,41.17798241244612,160.63014191102448]","[false,true,true]","[140.3783016067628,64.79668112884622,44.915882044435065]"
57,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[273.18765209281827,-10.609669293550342,136.92690811836167]","[39.52305981431564,16.660349811210775,15.600442000910924]","[221.17914408866343,-33.535637522559114,117.24394927528573]","[352.5293764848031,21.543675158130146,166.19992776679456]","[true,true,true]","[131.35023239613966,55.079312680689256,48.95597849150883]"
58,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[226.5949392462584,28.303823182950588,139.3914590701946]","[15.642683610205417,16.07366870978932,14.453115601915735]","[206.48035053328263,2.7272396984757825,118.36292382963073]","[252.91640623890603,55.86022796907152,165.03526466642842]","[true,false,true]","[46.4360557056234,53.13298827059574,46.67234083679769]"
59,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[239.76559214571216,-16.41906273815046,159.0840702731084]","[25.045005528808208,15.183711807812552,21.525916321583125]","[208.2926732184973,-36.244957188557066,127.2982684799566]","[283.4168856731282,13.048459542523663,198.01515985753784]","[true,true,true]","[75.12421245463091,49.293416731080725,70.71689137758123]"
60,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[247.72032977519842,-9.052988566614726,139.5134766338699]","[29.19141615482361,16.241952626346958,15.855979242595097]","[210.67282814134714,-31.575246444715496,117.89245686803874]","[301.1079361398391,22.238183400789477,168.7814422039447]","[true,true,true]","[90.43510799849199,53.81342984550497,50.88898533590596]"
61,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[254.0452665099799,-0.15436080452020395,127.2581556335007]","[27.96933059315276,16.93453747308287,10.28461777862931]","[215.9187429460247,-24.33171316998534,114.44002437233074]","[303.9411414897451,32.79707532476258,146.57487555604044]","[true,true,true]","[88.02239854372041,57.12878849474792,32.1348511837097]"
62,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[239.45439789547422,-24.087075889578447,139.82870256218985]","[25.757645337148883,8.443748289875602,14.734201882820171]","[208.4122908803381,-35.38979077865578,117.91633062608093]","[284.7611266711751,-9.25173900767324,166.29080075173798]","[true,true,true]","[76.34883579083697,26.13805177098254,48.37447012565704]"
63,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[261.16908651888804,-14.222669446286256,134.01903812452002]","[37.47624855773266,14.57889930681142,14.224498296347234]","[214.13949525441888,-33.68960737109897,116.08085393742711]","[334.350550863125,13.310080471658543,160.70003595076338]","[true,true,true]","[120.21105560870615,46.99968784275752,44.61918201333627]"
64,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[240.68762886442536,-9.17368978134919,131.11046123623083]","[25.128548255375044,14.727375222889593,12.123285662514279]","[209.1883623036153,-29.552369425669465,115.39879408297624]","[283.4484908416165,20.132795199391293,153.80455526895202]","[true,true,true]","[74.2601285380012,49.68516462506076,38.40576118597578]"
65,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[223.00372989200474,-14.100048590327154,178.1089636142217]","[13.198601695687353,15.246509472006393,23.348553824793797]","[205.5645214699156,-35.718850530551975,142.57808246463665]","[246.66813460593335,12.308598354087069,219.3207045638154]","[true,true,false]","[41.10361313601774,48.02744888463904,76.74262209917876]"
66,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[248.17978306996207,-15.251250182961664,138.3576066183533]","[30.034003556514882,14.370805110579502,15.687973936377961]","[211.19747624107063,-33.936687662775455,117.58196262660059]","[303.0992589730144,12.810739346538547,167.02175073586187]","[true,true,true]","[91.90178273194377,46.747427009314,49.439788109261286]"
67,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[247.0739711035955,-17.486777489082275,152.23359140278131]","[30.232462400387938,13.878813383233084,19.19776867910016]","[210.2859601099476,-35.62872776671072,123.75169289450847]","[299.29620324770667,8.37679338846779,186.4991263084206]","[true,true,true]","[89.01024313775906,44.005521155178506,62.74743341391215]"
68,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[315.47836821119955,-13.611059936368465,143.97750452739092]","[48.16821034272215,17.41946478419928,18.127891898638936]","[246.2256882607394,-37.38473625555934,120.98593477687675]","[404.5757849072125,18.015102538836857,178.80918076025551]","[false,true,true]","[158.3500966464731,55.399838794396196,57.82324598337877]"
69,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[254.82157461299178,-14.43278323352336,142.95561422891672]","[34.36310678583279,15.546869209468822,16.954495594786717]","[212.91705808999146,-34.64235755603291,119.58400246855645]","[318.66284312647406,15.418018093799976,173.53552154319556]","[true,true,true]","[105.7457850364826,50.06037564983289,53.95151907463911]"
70,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[245.91671435078095,21.694966957267805,190.1522669560193]","[27.71058609224066,22.910314663159593,25.826255635906115]","[210.0977735316188,-12.902412321542554,150.94357133364832]","[294.3240857556857,61.90551881560795,235.40770077294783]","[true,true,false]","[84.2263122240669,74.8079311371505,84.46412943929951]"
71,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[220.4685599665518,-15.595885379256954,145.81331531150454]","[12.196877350250544,12.219343720587384,17.15743324787139]","[205.07546121641167,-32.67941290307481,119.97489708350075]","[242.163862230903,5.954925803469539,175.83044213327577]","[true,true,true]","[37.088401014491325,38.634338706544355,55.85554504977502]"
72,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[241.10569333552402,-16.53650929402646,144.54379612457635]","[25.928040331422583,13.660421082921912,17.373730929218965]","[208.80012262999392,-34.36445714581122,119.34009340362093]","[285.6908052122729,9.09048752911657,175.27513925937944]","[true,true,true]","[76.89068258227897,43.454944674927795,55.93504585575852]"
73,rough pilot-only NPE,"[234.0640775763408,-10.052372427314284,130.1041446427431]","[276.10172078891634,-6.206815636069135,132.62877232433692]","[39.69435432034302,16.79410284668059,13.602284243622224]","[223.08054659136658,-30.51938286411094,115.88445298280926]","[351.464433434776,24.651362523318188,158.1951991063983]","[true,true,true]","[128.38388684340944,55.17074538742913,42.31074612358903]"
