test_index,method,truth,estimate,sd,q05,q95,covers90,width90
64,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[482.2656613948444, 184.84865446957554, 250.19246909993203]","[33.523614389935766, 21.172224107952825, 18.459669659625288]","[422.9046113011969, 145.95359314367255, 218.9837323915731]","[531.4224640563564, 216.47754640869854, 279.6539087573916]","[true, true, true]","[108.51785275515948, 70.523953265026, 60.67017636581849]"
65,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[488.91626858089256, 197.35730811287553, 258.9579724514575]","[27.325593982881525, 17.892808237641738, 16.59481388729861]","[443.20224434083246, 167.45013312182698, 231.8955288022593]","[531.0498675326586, 226.1875265132618, 286.62858039732174]","[true, true, true]","[87.84762319182613, 58.73739339143481, 54.73305159506245]"
66,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[439.962368855688, 190.21570776961622, 267.9338925652308]","[30.33158349610934, 23.571573579685406, 18.57899586521124]","[391.3778268964408, 149.05648727580453, 234.80691604281427]","[489.6463124087657, 225.85138897297963, 295.72568159233504]","[true, true, true]","[98.2684855123249, 76.7949016971751, 60.91876554952077]"
67,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[477.146155199406, 197.79398806498628, 257.52281117555003]","[31.23291082350848, 21.736753577927892, 18.13224022759233]","[423.1995327513946, 160.61377184143322, 226.70826050394874]","[525.9646195021023, 231.44607199359038, 286.9173363723717]","[true, true, true]","[102.76508675070772, 70.83230015215716, 60.209075868422985]"
68,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[458.0935593781592, 179.66144525079275, 264.53868599491574]","[29.24383774329127, 19.02808512636217, 17.25021651865472]","[410.7378761391171, 147.9628751929721, 235.77264774405484]","[507.035339662298, 210.51472083561524, 292.91146768998317]","[true, true, true]","[96.29746352318091, 62.551845642643144, 57.13881994592833]"
69,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[463.5679832783764, 191.77999601333607, 251.07416143052797]","[28.674976127356178, 17.31546458367644, 16.10009461483396]","[417.55708735184106, 163.62293531433147, 225.73307562214552]","[509.8226897601859, 220.55359424683041, 278.31359292359184]","[true, true, true]","[92.26560240834482, 56.93065893249894, 52.58051730144632]"
70,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[451.2864192988222, 186.63742005454955, 255.7599548496264]","[32.49563291905954, 27.597371517995914, 20.242635227479077]","[398.2633736066992, 137.99495369391664, 221.2368784130171]","[505.8511217648405, 228.9244833826363, 288.76593120460365]","[true, true, true]","[107.58774815814132, 90.92952968871967, 67.52905279158654]"
71,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[462.2955719795407, 183.10016720114754, 239.46133987577014]","[29.880014636835956, 21.171902756878758, 16.93613128706626]","[412.6950923545379, 146.41731087707734, 210.82496008593853]","[512.0757661986139, 215.82092610262342, 266.1842112401087]","[true, true, true]","[99.380673844076, 69.40361522554608, 55.35925115417018]"
72,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[469.3627232689501, 173.3597412537811, 253.9054873509863]","[29.819486845708962, 18.19664412861122, 16.49597680934132]","[421.0222062680215, 143.59150393554742, 227.6605369421526]","[519.223522316368, 203.19229852819922, 280.88085766563165]","[true, true, true]","[98.20131604834648, 59.600794592651795, 53.22032072347906]"
73,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[497.89802103572646, 185.6708961031836, 241.32463896615644]","[30.46209204424651, 18.79743186704628, 17.450946046313526]","[444.6461267454598, 153.11510644691134, 213.3085745759046]","[537.6515738485141, 215.36656696752468, 269.97964081935345]","[true, true, true]","[93.00544710305428, 62.251460520613335, 56.67106624344885]"
74,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[460.2552381153493, 174.78602158234528, 237.66826088586882]","[26.698313807623123, 16.66870369398146, 14.231642479144943]","[417.6990124042539, 147.82817036246902, 215.27104641753434]","[505.7164554116101, 201.66450887509592, 261.54229019485666]","[true, true, false]","[88.01744300735623, 53.836338512626895, 46.271243777322326]"
75,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[505.9204101005413, 200.99439502133419, 248.19869590809014]","[23.86103407984616, 16.793336772465764, 14.821152755025178]","[463.29641747774, 172.5357800934664, 224.5306702334013]","[538.2085488678481, 227.4577310991449, 272.3965762680596]","[true, true, true]","[74.91213139010807, 54.921951005678494, 47.86590603465831]"
76,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[433.28020798222923, 199.05839279696502, 270.83275843491884]","[30.479059445667197, 20.723694105597517, 18.45514887865734]","[383.19501717513117, 162.2864284337227, 237.54512160329853]","[483.39598090712894, 230.35505153920198, 296.9086737530813]","[true, true, true]","[100.20096373199777, 68.06862310547928, 59.36355214978278]"
77,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[515.0102923600582, 199.45522763935986, 226.88975636732565]","[22.92057087981983, 17.987288541182554, 14.203405661653152]","[471.13112407409255, 166.45252984915956, 203.73681779196377]","[540.1284832847956, 224.07582514249233, 249.84771832384632]","[true, true, false]","[68.99735921070305, 57.623295293332774, 46.11090053188255]"
78,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[446.50631169687864, 193.47188184484227, 267.37445326398824]","[28.825100960686992, 17.939563528310348, 16.71239424266843]","[400.200486904096, 163.8314717593208, 238.60579971867355]","[494.46897194371905, 222.31483517247395, 293.5774809279001]","[true, true, true]","[94.26848503962304, 58.48336341315314, 54.971681209226574]"
79,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[444.8501062357492, 176.57456610798167, 245.00786719048145]","[29.463070564907337, 17.743585975741265, 16.49938857480949]","[395.89993851557585, 147.11963342161974, 218.31744416475087]","[492.3622022279524, 205.10749255995893, 272.5595120351195]","[true, true, true]","[96.46226371237657, 57.98785913833919, 54.24206787036863]"
80,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[431.58035497791013, 182.05356300548175, 242.43202249151975]","[27.186438387365943, 17.00582487517382, 15.833638311410807]","[388.5672410554734, 154.33435369421775, 216.69239014302116]","[477.27671395871283, 209.9713205055434, 269.42201324537933]","[true, true, true]","[88.70947290323943, 55.636966811325635, 52.729623102358175]"
81,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[487.6858481973107, 191.43253111233003, 269.95530924340875]","[34.177631336860706, 26.703031908385686, 20.59041958715468]","[423.295346862266, 141.7497296633386, 228.40507827917847]","[535.1623406119505, 227.10079312234342, 297.012344675052]","[true, true, true]","[111.86699374968453, 85.35106345900482, 68.60726639587355]"
82,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[483.39503413240806, 200.1913336035909, 265.7581920599605]","[32.164878675226895, 24.237243248526156, 18.1541608169389]","[427.0160060255852, 156.26629529906216, 232.99239881175893]","[531.3197879746939, 235.59529204166446, 293.66504609359225]","[true, true, true]","[104.30378194910867, 79.3289967426023, 60.67264728183332]"
83,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[490.53849346626487, 216.67340526352785, 264.4602656260186]","[29.859599537616464, 18.796187028185383, 25.34823756399003]","[439.33096043217995, 184.96210436829492, 217.83593977714804]","[535.4607042874538, 246.64327151439846, 297.82367310170713]","[true, true, true]","[96.12974385527389, 61.68116714610355, 79.98773332455909]"
84,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[488.5926344710187, 193.5095355885827, 242.61378425673988]","[32.928417503916656, 20.448551708861228, 18.07229240494868]","[430.43143619666745, 154.81291334134227, 212.57372403555306]","[533.7615944284547, 223.96997605016128, 271.1532705301052]","[true, true, true]","[103.33015823178727, 69.15706270881901, 58.57954649455215]"
85,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[420.99031590107217, 182.40101999731723, 246.63082534527862]","[30.381689189535983, 22.273012228263347, 19.180343339620748]","[371.7207747687461, 145.0381864074321, 215.2181585901844]","[472.7972207417489, 219.24772831568413, 278.28163517955653]","[true, true, true]","[101.07644597300282, 74.20954190825202, 63.06347658937213]"
86,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[458.89359849547026, 205.16515625985508, 270.33936469987475]","[32.88657546764144, 23.448760990982013, 19.736768829291176]","[404.2245571596846, 164.21569825308822, 233.86248027300329]","[513.2051277109312, 240.70014612833677, 297.6366359699381]","[true, true, true]","[108.98057055124656, 76.48444787524855, 63.7741556969348]"
87,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[471.824781180291, 188.46452187674578, 261.60852887281567]","[31.05107239227223, 21.13334605525152, 18.082283562483532]","[419.9778102165361, 152.93079445958648, 231.2026467929755]","[521.3112487054399, 221.87025461820775, 290.70177414908335]","[true, true, true]","[101.33343848890377, 68.93946015862127, 59.49912735610786]"
88,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[422.15123434215525, 177.62998724591733, 273.06729235319693]","[31.52183051626723, 21.69167294333832, 19.556516259634012]","[368.88477299280044, 139.585167848932, 234.823706700154]","[472.70943806768327, 210.285647105145, 298.17667111433565]","[true, true, true]","[103.82466507488283, 70.70047925621299, 63.352964414181656]"
89,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[494.12178614395975, 187.09051893227323, 230.81418904690454]","[33.83928721189136, 20.857120656899824, 17.032887492177558]","[431.4952137244966, 146.49405604228224, 201.76614944041563]","[536.966323487355, 216.85456083060356, 256.9411437516304]","[true, true, false]","[105.47110976285842, 70.36050478832132, 55.17499431121479]"
90,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[480.82430029516127, 178.33579014672722, 255.1614826943402]","[29.26813412166043, 17.68124718325949, 16.539079570670406]","[432.38435424864826, 149.41225422558276, 228.28364562831956]","[526.6234900016411, 206.87001424983714, 282.8611375592829]","[true, true, true]","[94.23913575299287, 57.457760024254384, 54.57749193096333]"
91,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[449.9848526479684, 202.06393372917356, 269.1364269893616]","[32.054834179032866, 21.186481010877202, 19.992184213185684]","[397.34207316298904, 166.66313824902363, 231.24080472907545]","[502.65228430572046, 235.72719292708197, 296.4282574873202]","[true, true, true]","[105.31021114273142, 69.06405467805834, 65.18745275824475]"
92,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[445.78626353198206, 196.01850107682895, 255.9892261136611]","[32.900207878162426, 23.15324903900693, 18.35101391983224]","[392.99225727545365, 157.03018700227014, 225.6627222151018]","[501.0818125416184, 233.16075544059953, 286.2473946818433]","[true, true, true]","[108.08955526616472, 76.13056843832939, 60.584672466741466]"
93,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[452.796275249321, 202.23286604138102, 266.319344238204]","[31.923269788286795, 21.295735223949304, 18.980040166946146]","[400.50774165708236, 166.15077336783528, 232.7607820642104]","[506.24401852601136, 236.05817184551032, 294.99575156865933]","[true, true, true]","[105.736276868929, 69.90739847767503, 62.23496950444894]"
94,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[436.1583392305911, 187.3572214414171, 270.5273972150215]","[29.580333062508263, 19.939580333973293, 18.158991224249245]","[387.83241054696657, 151.59655953873323, 237.7883367288545]","[485.1789929065432, 218.34965315620815, 296.6179955517897]","[true, true, true]","[97.34658235957664, 66.75309361747492, 58.829658822935215]"
95,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[444.3356723829911, 191.87863658745593, 249.5110795220376]","[26.746964457973558, 17.529669267809606, 15.915791184205846]","[401.36357962143836, 162.47642381465312, 223.77383210337155]","[487.2996898106704, 220.65917806160184, 276.2069456645567]","[true, true, true]","[85.93611018923201, 58.18275424694872, 52.433113561185166]"
96,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[433.5504685436, 179.98137614088154, 242.99387312093788]","[30.093830463096555, 20.654240487991114, 17.832664122255412]","[385.4253291627667, 146.2702793590988, 213.65989907013991]","[483.8510040652017, 214.1039958731235, 272.38545902050157]","[true, true, true]","[98.42567490243505, 67.8337165140247, 58.72555995036166]"
97,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[457.578378086423, 183.69527759011058, 249.48368803160264]","[31.345349650564135, 21.25691077718744, 17.783587379695263]","[406.0750087288118, 149.36428335961423, 220.37216885405505]","[509.68248325862265, 218.08941439031477, 278.7400938311812]","[true, true, true]","[103.60747452981087, 68.72513103070054, 58.36792497712614]"
98,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[461.2948295478261, 213.466580351261, 273.19451486741536]","[31.73882699791911, 19.633335447477826, 17.27602825628034]","[408.806892435696, 178.8948325117046, 241.94849974833397]","[512.5600642202002, 242.68176416648365, 297.55822429183075]","[true, true, true]","[103.75317178450416, 63.78693165477904, 55.60972454349678]"
99,"Positive(s,w_a) NPE","[471.3471699409359, 199.07081839552737, 261.99757352745445]","[479.20733993254817, 210.6693237018357, 262.58797210736964]","[33.32374509183639, 23.901995627545997, 23.900695438491354]","[422.8997896225439, 170.1887917926845, 216.2183124515799]","[531.1368679844513, 246.85570074121375, 295.2053605374283]","[true, true, true]","[108.23707836190744, 76.66690894852925, 78.98704808584841]"
