test_index,method,truth,estimate,sd,q05,q95,covers90,width90
14,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[495.43288564953986,193.1405474737919,257.79126158367956]","[68.24349061902961,34.97486112300686,35.29869587729393]","[383.1823325890003,135.61202030349006,199.73007364325568]","[607.6834387100795,250.66907464409377,315.85244952410346]","[true,true,true]","[224.5011061210792,115.05705434060371,116.12237588084778]"
15,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[488.21946513526365,250.0424642305436,300.63955986755883]","[47.96200169644584,13.62741963187978,8.857555864078572]","[409.32899268901207,227.62735362305645,286.0701769786039]","[567.1099375815152,272.4575748380307,315.20894275651375]","[true,false,false]","[157.7809448925031,44.83022121497427,29.13876577790984]"
16,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[452.0666986462552,198.15323652987016,300.63955986755883]","[50.189748682236214,18.064894779818363,0.5774718810367301]","[369.5119084904961,168.43912883078923,299.68970314957306]","[534.6214888020143,227.86734422895108,301.5894165855446]","[true,true,false]","[165.10958031151813,59.42821539816185,1.8997134359715346]"
17,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[516.1451043843354,252.2922506568068,289.5140778882156]","[45.699937170869916,17.97719492874724,27.547273565852766]","[440.9753969773756,222.7223963758433,244.20284505079826]","[591.3148117912951,281.8621049377703,334.8253107256329]","[true,false,true]","[150.33941481391952,59.13970856192702,90.62246567483464]"
18,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,232.157573048056,272.14668480508175]","[7.0559817918389935,32.20374121491305,36.77459236215531]","[529.2600424244181,179.1871325092997,211.65786317852871]","[552.4721569084379,285.12801358681236,332.6355064316348]","[false,true,true]","[23.21211448401982,105.94088107751267,120.97764325310607]"
19,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[524.5115219346901,254.45086201451556,300.63955986755883]","[61.113960344697254,32.53905153332168,1.9168310005088218]","[423.98800260434643,200.92888508237056,297.4866534441189]","[625.0350412650338,307.97283894666054,303.7924662909988]","[true,false,false]","[201.04703866068735,107.04395386428999,6.305812846879917]"
20,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[440.2886035825944,183.7924996658427,247.4961440514567]","[54.44715098606892,28.229902205977794,26.104245854588005]","[350.73100980598457,137.3584426338548,204.5584805787047]","[529.8461973592043,230.22655669783063,290.4338075242087]","[true,true,true]","[179.11518755321976,92.86811406397584,85.87532694550401]"
21,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[468.7551074394316,177.2851964437507,229.73038486628798]","[69.7641826765474,42.79046514317363,38.06870668689587]","[354.00323853260755,106.90114465406103,167.11293459899557]","[583.5069763462556,247.66924823344036,292.34783513358036]","[true,true,true]","[229.503737813648,140.76810357937933,125.2349005345848]"
22,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[420.2571408112968,203.40222277610525,300.63955986755883]","[54.76691335554024,20.016024711562988,4.985992055111038]","[330.17358474149944,170.47879193214058,292.4383327517582]","[510.3406968810941,236.32565362006991,308.84078698335946]","[true,true,false]","[180.16711213959468,65.84686168792933,16.40245423160127]"
23,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[441.905824724052,170.05678289876025,263.26262449824503]","[83.6015195547332,49.41189345446258,35.26247982828203]","[304.39356206579475,88.7814507356478,205.26100665739222]","[579.4180873823093,251.33211506187268,321.26424233909785]","[true,true,true]","[275.02452531651454,162.55066432622488,116.00323568170563]"
24,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[422.0023343632107,181.14300445723794,288.806664634317]","[43.39041081120584,33.819236757516215,37.3696693987983]","[350.63145976548446,125.51531021590687,227.33902838572618]","[493.37320896093695,236.770698698569,350.27430088290777]","[true,true,true]","[142.74174919545248,111.25538848266213,122.93527249718159]"
25,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[512.8082443134487,253.1302696396867,300.63955986755883]","[55.8975086576909,25.316010077923945,4.012747356042587]","[420.8650244602945,211.4891386430735,294.03917782493227]","[604.7514641666028,294.7714006362999,307.2399419101854]","[true,false,false]","[183.8864397063083,83.28226199322643,13.200764085253127]"
26,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[476.2172924028798,153.82584604745404,235.39184661771048]","[70.52429945789345,40.47246036819055,27.889256028185667]","[360.2151426513521,87.25457281918611,189.5181026867711]","[592.2194421544076,220.39711927572196,281.26559054864987]","[true,true,true]","[232.0042995030555,133.14254645653585,91.74748786187877]"
27,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[529.7766853424793,210.19912216652708,244.02842858743915]","[52.198976468517074,38.014407965864514,28.301758950307477]","[443.9170095750844,147.6709853474619,197.47617772891962]","[615.6363611098741,272.72725898559224,290.58067944595865]","[true,true,true]","[171.71935153478967,125.05627363813034,93.10450171703903]"
28,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,216.36737879381482,300.63955986755883]","[9.942199937667286,21.371237832228157,0.392329472729646]","[524.5126360390793,181.21482073303184,299.9942353113795]","[557.2195632937767,251.5199368545978,301.28488442373816]","[false,true,false]","[32.70692725469735,70.30511612156596,1.2906491123586648]"
29,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[522.962279861135,181.67973020159238,243.44547572334136]","[67.61578682066923,65.28697334305667,61.8512806703616]","[411.74420766997974,74.29221530558158,141.70917238110366]","[634.1803520522903,289.0672450976032,345.18177906557906]","[true,true,true]","[222.4361443823106,214.7750297920216,203.4726066844754]"
30,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[478.6972036274327,207.44344905547766,287.2355583577978]","[70.5777750021874,40.98499856673075,38.37801288238713]","[362.6070944329199,140.02912551238973,224.10934467301303]","[594.7873128219455,274.8577725985656,350.3617720425826]","[true,true,true]","[232.18021838902564,134.82864708617586,126.25242736956955]"
31,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[515.4910582575565,237.6802581183711,300.63955986755883]","[69.40284433137516,31.237860233556574,2.7594947691881946]","[401.33353803834564,186.29855041500244,296.100594887906]","[629.6485784767673,289.0619658217398,305.17852484721163]","[true,true,false]","[228.31504043842165,102.76341540673738,9.077929959305607]"
32,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[471.39959393051623,218.12682280759856,273.18767291471175]","[65.94105888682722,33.51490711974293,34.67181727378543]","[362.9362040554979,162.9997062747477,216.1576085189271]","[579.8629838055346,273.2539393404494,330.2177373104964]","[true,true,true]","[216.92677975003664,110.2542330657017,114.06012879156927]"
33,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[481.49028248995336,203.13550156694325,272.51052399810675]","[59.29933130450441,31.956175295228284,32.71553118169]","[383.9515623179423,150.57227072909,218.69826387626]","[579.0290026619643,255.6987324047965,326.3227841199535]","[true,true,true]","[195.07744034402202,105.12646167570648,107.6245202436935]"
34,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,177.90108249098387,266.7161934589538]","[8.631205124603387,31.760920649522316,30.1442752736958]","[526.669030612262,125.6590169652992,217.13327294319168]","[555.063168720594,230.14314801666853,316.2991139747159]","[false,true,true]","[28.394138108332072,104.48413105136933,99.16584103152422]"
35,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,190.6986123683911,234.48085905823186]","[5.723464861606964,29.152180626394934,31.43812479570706]","[531.4518377300844,142.74754233152098,182.7697454634601]","[550.2803616027716,238.64968240526125,286.19197265300363]","[false,true,true]","[18.82852387268713,95.90214007374027,103.42222718954352]"
36,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[526.1938469197709,203.57790734583347,278.9289524942368]","[49.27470044691677,26.037608377532017,30.29271770839531]","[445.1441771727125,160.7498527689079,229.1018659013657]","[607.2435166668292,246.40596192275902,328.75603908710787]","[true,true,true]","[162.09933949411675,85.6561091538511,99.65417318574217]"
37,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[370.1416396531761,167.83083808967166,241.33983260373543]","[49.167129021485124,39.52985232434905,27.36426446646269]","[289.26890915539536,102.81001712111006,196.329622947215]","[451.0143701509569,232.85165905823325,286.35004226025586]","[false,true,true]","[161.74546099556153,130.0416419371232,90.02041931304086]"
38,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,235.50567197860175,279.707962004908]","[5.370246892547888,24.65164369282143,29.82215859173737]","[532.0328295875958,194.95732644014905,230.65487628176678]","[549.6993697452602,276.05401751705443,328.76104772804916]","[false,true,true]","[17.666540157664485,81.09669107690539,98.10617144628239]"
39,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[528.8769738392277,182.3783269319189,300.63955986755883]","[57.50613243594314,26.70840815923621,0.3184038937364436]","[434.287803330015,138.44690490109895,300.115832068111]","[623.4661443484405,226.30974896273887,301.16328766700667]","[true,true,false]","[189.1783410184255,87.86284406163992,1.0474555988956809]"
40,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[425.6877803807447,154.78857375346783,245.73946488017597]","[45.64176534053547,36.90203631484978,32.4699586000034]","[350.61375711989695,94.09012547909225,192.33113570999626]","[500.76180364159245,215.4870220278434,299.1477940503557]","[true,true,true]","[150.1480465216955,121.39689654875116,106.81665834035942]"
41,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[413.41608802368955,144.40054214222997,190.55210696124294]","[49.3408716977991,26.069519907670603,23.880181217424965]","[332.2575762546175,101.51999776921438,151.27270427350308]","[494.5745997927616,187.28108651524553,229.8315096489828]","[true,false,false]","[162.3170235381441,85.76108874603115,78.55880537547972]"
42,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,242.15852201323546,300.36172603442594]","[0.8291395598005082,24.768766225973096,25.64212641071553]","[539.5022864542411,201.4175270513305,258.1841814050124]","[542.2299128786149,282.8995169751404,342.5392706638395]","[false,false,true]","[2.7276264243737387,81.48198992380989,84.35508925882709]"
43,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,178.76788898216267,280.01111310009446]","[0.9325230202577276,22.163025379696787,29.57676932507759]","[539.3322357943414,142.3129563021509,231.36165680223357]","[542.3999635385146,215.22282166217445,328.6605693979554]","[false,true,true]","[3.067727744173226,72.90986536002356,97.29891259572182]"
44,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[476.9090417418762,220.52191271708796,282.4765604675522]","[40.68164334196058,29.29749776386292,31.902393528924087]","[409.99369314050614,172.3318172595954,230.00179276306824]","[543.8243903432463,268.7120081745805,334.95132817203614]","[true,true,true]","[133.8306972027401,96.38019091498509,104.9495354089679]"
45,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[347.5635352086112,103.66522767786863,223.34005282464165]","[46.75877339032836,28.8066383233747,25.23692910081509]","[270.65219720572765,56.2825241513865,181.8289984600488]","[424.47487321149475,151.04793120435076,264.8511071892345]","[false,false,true]","[153.8226760057671,94.76540705296426,83.02210872918567]"
46,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[503.52769215823537,180.46537660204095,262.6252672156717]","[66.53480330760367,41.20490925154143,38.33326496467007]","[394.0876796192207,112.68933217143679,199.5726573056424]","[612.96770469725,248.24142103264512,325.67787712570106]","[true,true,true]","[218.88002507802935,135.55208886120835,126.10521982005866]"
47,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[428.2184932332194,157.9164004138439,238.9718261345789]","[48.60628194314277,36.01679428505757,31.068544209035863]","[348.2682740864152,98.6740457029019,187.8686185082441]","[508.16871238002363,217.15875512478587,290.0750337609137]","[true,true,true]","[159.90043829360843,118.48470942188396,102.20641525266959]"
48,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,210.361710548915,279.75649197034085]","[2.122745175831437,34.129722951588064,40.95032966129864]","[537.374494564868,154.22331196514648,212.39919370209537]","[544.357704767988,266.5001091326835,347.1137902385863]","[false,true,true]","[6.983210203120052,112.27679716753704,134.71459653649094]"
49,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[440.79168513930205,221.89952207800573,300.63955986755883]","[59.67010052816767,31.58634186125479,26.00550402202608]","[342.64310386498653,169.94461310539168,257.8643122562282]","[538.9402664136176,273.8544310506198,343.4148074788895]","[true,true,true]","[196.29716254863104,103.9098179452281,85.55049522266131]"
50,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[510.66926579928514,198.79391185556403,225.25039335550014]","[97.48002586034121,72.05470897046723,60.17526545770793]","[350.32889170757966,80.27446246655828,126.27088971462165]","[671.0096398909907,317.3133612445698,324.2298969963786]","[true,true,true]","[320.680748183411,237.03889877801154,197.95900728175695]"
51,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[490.0693662089361,239.87717501451124,288.93947534582514]","[69.51831129268696,37.22437254735132,30.15636148916011]","[375.72191973961856,178.64853081900762,239.33667477472045]","[604.4168126782537,301.10581921001483,338.54227591692984]","[true,true,true]","[228.69489293863512,122.45728839100721,99.20560114220939]"
52,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[530.7782880371909,222.59756616684083,250.9028111618644]","[67.6403373730244,42.29739119776004,34.394395251149135]","[419.5198337809506,153.02454884461997,194.3290653862093]","[642.0367422934313,292.1705834890617,307.47655693751955]","[true,true,true]","[222.5169085124807,139.14603464444173,113.14749155131025]"
53,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[397.31629025270615,162.95775565643427,204.78489336064558]","[39.35172929214637,28.83144908991568,36.414076511943094]","[332.5884555997067,115.53424205061977,144.8890675378876]","[462.0441249057056,210.3812692622488,264.68071918340354]","[false,true,true]","[129.45566930599887,94.84702721162903,119.79165164551594]"
54,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[357.67368512871496,180.06148846593686,284.0011744978208]","[45.60960182793172,31.272239047335813,29.045193061179713]","[282.652566138229,128.6232326460331,236.2260833456336]","[432.6948041192009,231.49974428584062,331.77626565000793]","[false,true,true]","[150.0422379809719,102.87651163980752,95.55018230437432]"
55,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[533.9992156481976,251.7699773090456,278.67687977042317]","[55.68555121451789,21.321432953112346,26.674567748779964]","[442.4046347642059,216.69934098431614,234.8011202614797]","[625.5937965321893,286.8406136337751,322.55263927936664]","[true,false,true]","[183.18916176798342,70.14127264945895,87.75151901788695]"
56,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[518.4896332733006,219.97625741116693,300.63955986755883]","[60.812885890118956,38.51161034130186,19.233522334644626]","[418.46133735155246,156.63029546153476,269.00323089636646]","[618.5179291950487,283.32221936079907,332.2758888387512]","[true,true,false]","[200.05659184349628,126.69192389926431,63.27265794238474]"
57,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[479.9319728221931,197.14763516151322,255.05365953750103]","[69.48161483454565,40.29666108013465,29.73885375232731]","[365.64488665514546,130.86552602981953,206.1375980816061]","[594.2190589892407,263.4297442932069,303.969720993396]","[true,true,true]","[228.57417233409524,132.56421826338737,97.8321229117899]"
58,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[386.7551817179476,144.0864136136933,261.8372534852429]","[44.22699758178588,44.3381766958113,43.089977082352576]","[314.00824433637314,71.15660286317288,190.9605483960795]","[459.5021190995221,217.01622436421374,332.7139585744063]","[false,true,true]","[145.49387476314894,145.85962150104086,141.75341017832682]"
59,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[475.9180398935317,236.1252687051692,296.99637533915217]","[62.18855794750478,41.02121627231145,32.35656772829047]","[373.6269647986967,168.65137233769698,243.77455755557264]","[578.2091149883668,303.5991650726414,350.2181931227317]","[true,true,true]","[204.58215018967007,134.94779273494444,106.44363556715905]"
60,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[436.1966357428287,208.13668567236647,291.5582204710897]","[57.407428047304485,30.878289818744925,24.165949247616712]","[341.76981950526425,157.3464186699452,251.80877120242218]","[530.623451980393,258.92695267478774,331.3076697397573]","[true,true,true]","[188.8536324751288,101.58053400484255,79.4988985373351]"
61,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[526.7958937668224,241.09949786183066,259.05018545472444]","[47.90828830695303,17.874525818288536,26.245059602934862]","[447.9937719840939,211.69851923958103,215.8809039772795]","[605.5980155495508,270.50047648408025,302.2194669321694]","[true,false,true]","[157.60424356545695,58.80195724449922,86.33856295488988]"
62,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,244.71652196605692,271.6906714895593]","[7.37921841674366,27.54861616571556,33.89167025840335]","[528.7283654895801,199.40308074838572,215.9438347415812]","[553.0038338432759,290.0299631837281,327.4375082375374]","[false,false,true]","[24.275468353695715,90.6268824353424,111.49367349595616]"
63,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[539.138424582988,250.09799077568167,292.72721499128915]","[49.898381826128535,36.554905076452116,31.893923198777458]","[457.0628902572711,189.97052257781263,240.26637974006837]","[621.213958908705,310.2254589735507,345.1880502425099]","[true,true,true]","[164.1510686514339,120.25493639573807,104.92167050244154]"
64,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[530.0941281425155,205.57053311262828,274.5758258575673]","[70.82062278336063,45.949320132887216,33.88642227494726]","[413.6045698943427,129.99062723609447,218.83762127421116]","[646.5836863906883,281.1504389891621,330.31403044092343]","[true,true,true]","[232.97911649634557,151.15981175306766,111.47640916671227]"
65,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[460.1503874230902,181.9130755698154,273.13925402891687]","[53.290514691650245,40.564282445483634,37.83003990830919]","[372.4952910504186,115.19076846467773,210.91437567801557]","[547.8054837957618,248.63538267495306,335.36413237981816]","[true,true,true]","[175.31019274534322,133.44461421027535,124.44975670180258]"
66,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[373.0269689689954,195.73105360369712,288.33136150652615]","[74.61174704940251,45.47332695422256,36.182369005893214]","[250.3015662215999,120.93408683349404,228.81666061548617]","[495.7523717163909,270.5280203739002,347.84606239756613]","[true,true,true]","[245.45080549479098,149.59393354040614,119.02940178207996]"
67,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[497.7519572882656,209.10528342390646,235.70523835480532]","[86.1552526594573,50.134964536771676,32.210879239221605]","[356.0391774704368,126.64060516851417,182.7230568108758]","[639.4647371060944,291.56996167929873,288.68741989873484]","[true,true,true]","[283.4255596356576,164.92935651078454,105.96436308785906]"
68,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[451.19071199264107,201.00485012330284,296.1216820113817]","[73.37802036508113,35.419946468444046,32.15436629770049]","[330.49460905661846,142.74422270825568,243.23245598428292]","[571.8868149286637,259.26547753835,349.0109080384805]","[true,true,true]","[241.39220587204528,116.52125483009434,105.7784520541976]"
69,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[452.13854085249056,166.40860504155518,240.95160148828742]","[61.29901833465713,45.99552682848443,39.38786687610099]","[351.310628216165,90.75269591417884,176.16432579925097]","[552.9664534888161,242.0645141689315,305.73887717732384]","[true,true,true]","[201.6558252726511,151.31181825475267,129.57455137807287]"
70,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[387.9474838102294,186.61275509225743,231.30932643030437]","[47.655577524623745,31.714879194931576,30.216127790225727]","[309.561034274385,134.44642102014646,181.6082190421224]","[466.3339333460738,238.7790891643684,281.0104338184863]","[false,true,true]","[156.7728990716888,104.33266814422194,99.4022147763639]"
71,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[431.70505954163144,166.64410817899264,214.45504012492532]","[68.87786224404864,40.576899220639355,31.14865720841123]","[318.4110580128442,99.90104832547966,163.22005834100202]","[544.9990610704186,233.3871680325056,265.6900219088486]","[true,true,true]","[226.58800305757444,133.48611970702592,102.4699635678466]"
72,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[494.52296197731175,184.45371491197676,253.12908545744148]","[67.89780033289146,42.70849000088042,32.49581769809025]","[382.84101883772837,114.20450023240795,199.6782218559839]","[606.2049051168951,254.70292959154557,306.57994905889905]","[true,true,true]","[223.36388627916676,140.49842935913762,106.90172720291514]"
73,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,186.34131122081,218.99873297973184]","[1.6862978590317401,23.836778679627336,22.697924346069527]","[538.0923865168792,147.1332993547855,181.66396979482926]","[543.6398128159768,225.54932308683453,256.3334961646344]","[false,true,false]","[5.547426299097651,78.41602373204904,74.66952636980517]"
74,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[459.16202579996207,133.61032839607523,183.25035854718493]","[56.45013576588971,27.596701897385245,25.794969101061483]","[366.30981524353535,88.21779318826256,140.8214100642028]","[552.0142363563888,179.0028636038879,225.67930703016705]","[true,false,false]","[185.70442111285342,90.78507041562534,84.85789696596424]"
75,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[486.9410696789928,146.46313895928313,210.2799572622856]","[45.763299643415216,34.760438884588154,29.563895837300304]","[411.6671402792543,89.28730498554333,161.65167596748668]","[562.2149990787314,203.63897293302293,258.90823855708453]","[true,true,false]","[150.54785879947707,114.3516679474796,97.25656258959785]"
76,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[395.4855269619716,174.04871696885112,300.63955986755883]","[34.32924815483579,21.450724720578926,4.97812754020569]","[339.0189386239728,138.76541461146928,292.4512687276245]","[451.95211529997033,209.33201932623297,308.82785100749317]","[false,true,false]","[112.93317667599752,70.56660471476368,16.37658227986867]"
77,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[532.2479468977688,178.1782077656364,190.83228442949292]","[90.17890012928103,62.624635508968815,39.54006829708827]","[383.91685594562637,75.16984891219512,125.79465968111839]","[680.5790378499112,281.18656661907767,255.86990917786744]","[true,true,false]","[296.6621819042848,206.01671770688256,130.07524949674905]"
78,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[479.25839524078043,188.6264736525023,278.37491617032435]","[52.11059589067661,31.09455846552611,41.72372725796122]","[393.54409258739855,137.48047638202712,209.74549206013285]","[564.9726978941624,239.7724709229775,347.00434028051586]","[true,true,true]","[171.4286053067638,102.29199454095038,137.25884822038302]"
79,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[434.1504243025524,142.76123502428968,249.8559725087752]","[56.14385410581229,30.043722050709047,40.781251319474954]","[341.8020022455728,93.343709842059,182.77678336431734]","[526.498846359532,192.17876020652034,316.9351616532331]","[true,false,true]","[184.69684411395917,98.83505036446134,134.15837828891574]"
80,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[418.82486547330825,169.11793576693674,252.59246346381468]","[58.47837855607497,35.6356360397322,29.90300604278727]","[322.6364924071072,110.50253057826066,203.40639551758426]","[515.0132385395093,227.73334095561282,301.7785314100451]","[true,true,true]","[192.3767461324021,117.23081037735216,98.37213589246085]"
81,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,213.0398096530489,300.63955986755883]","[1.7920476961828298,21.823892848296573,0.312397481629454]","[537.9184435136916,177.142700347328,300.1257117368501]","[543.8137558191644,248.9369189587698,301.15340799826754]","[false,true,false]","[5.895312305472771,71.7942186114418,1.027696261417418]"
82,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[483.0136690566722,210.50924619122662,251.6787426293221]","[52.78425871425148,35.44577974942372,30.794371243603994]","[396.19128966459084,152.20612681026398,201.02650939958997]","[569.8360484487536,268.81236557218926,302.3309758590542]","[true,true,true]","[173.64475878416272,116.60623876192528,101.30446645946424]"
83,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,258.91745517222137,298.49671448275814]","[1.354815174647185,23.811335404612436,27.50410671424537]","[538.6376270125606,219.75129376938662,253.25648479777132]","[543.0945723202954,298.0836165750561,343.7369441677449]","[false,false,true]","[4.456945307734713,78.33232280566949,90.4804593699736]"
84,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[532.5957639504746,191.70542122429393,250.34647664903832]","[52.6099357429484,29.753983802082324,36.40420477595301]","[446.06012033000206,142.76447305118347,190.46688838702792]","[619.1314075709472,240.64636939740438,310.2260649110487]","[true,true,true]","[173.07128724094514,97.88189634622091,119.75917652402077]"
85,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[403.8633259531436,214.2822772733366,282.536805110635]","[62.2853479360999,37.254605612768394,31.553167122924794]","[301.41304549451536,153.00390411052786,230.6364637266862]","[506.31360641177184,275.56065043614535,334.43714649458377]","[true,true,true]","[204.90056091725648,122.5567463256175,103.80068276789757]"
86,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[481.1575931639987,242.3799120924441,300.63955986755883]","[85.66216959733075,43.784789620778184,9.250187752441928]","[340.2558628092971,170.36034207939997,285.42435499297267]","[622.0593235187002,314.39948210548823,315.854764742145]","[true,true,false]","[281.8034607094031,144.03914002608826,30.430409749172327]"
87,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[483.54509371849815,206.80465663288152,255.64004762020704]","[53.66981171184194,40.734079073013426,34.73896907024476]","[395.26610926647237,139.80305892910735,198.49952834845996]","[571.824078170524,273.8062543366557,312.7805668919541]","[true,true,true]","[176.55796890405162,134.00319540754833,114.28103854349413]"
88,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[451.40806520863634,167.55812780930992,300.63955986755883]","[37.778299205638035,19.661253984669344,1.3094692010868183]","[389.26829274018473,135.21824288221248,298.4856747027699]","[513.547837677088,199.89801273640737,302.79344503234773]","[true,true,false]","[124.27954493690322,64.67976985419489,4.3077703295778065]"
89,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[540.866099666428,165.95366723234815,245.10173210126766]","[2.5667930324699495,22.768351415083217,36.034550705692396]","[536.644100837336,128.50306182754287,185.83017067744282]","[545.08809849552,203.40427263715344,304.3732935250925]","[false,true,true]","[8.44399765818389,74.90121080961057,118.54312284764967]"
90,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[515.0870520249325,183.841967671323,246.83360095931462]","[65.25069493368669,40.440239938744334,32.13536937825018]","[407.759209802154,117.32369233329163,193.97562208407456]","[622.4148942477111,250.36024300935438,299.69157983455466]","[true,true,true]","[214.65568444555714,133.03655067606275,105.7159577504801]"
91,full all-pair MPLE,"[471.3471699409359,199.07081839552737,261.99757352745445]","[487.7057968957676,230.94326443814327,300.63955986755883]","[58.86111274726687,20.27382499862369,1.33536163794403]","[390.8878821070262,197.5957898569777,298.4430854340947]","[584.523711684509,264.2907390193089,302.83603430102295]","[true,true,false]","[193.63582957748275,66.6949491623312,4.392948866928236]"
