pi_true,seed,method,pilot_u_context,pilot_pi_context,pilot_status,score_context,pi_post_mean,pi_post_sd,q05,q50,q95,pi_sq_err,mean_sq_err_to_exact,w1_to_exact,coverage90
0.3,100,shared-raw-gate FSM pilot+score NPE,-1.6200823783874512,0.16519350951756667,interior,0.9840977191925049,0.22986754775047302,0.08364089578390121,0.10661363564431667,0.22133468836545944,0.3759387314319611,0.00491856085853218,0.0023397293812235887,0.048304639079649124,1.0
0.3,101,exact likelihood grid,-0.8780670990711229,0.2935784835317467,interior,nan,0.3503697201065057,0.09569708915559326,0.20171322902288327,0.34516832481118115,0.5167533992014791,0.0025371087036077248,0.0,0.0,1.0
0.3,101,pilot-only NPE,-0.8780670762062073,0.2935784882737052,interior,nan,0.33214008808135986,0.12123443931341171,0.146979983150959,0.3249116986989975,0.5482652723789216,0.001032985261877571,0.0003323194837722223,0.026964204877527764,1.0
0.3,101,linear FSM pilot+score NPE,-0.8780670762062073,0.2935784882737052,interior,1.041748046875,0.377074271440506,0.09697925299406052,0.2283571608364582,0.3701915442943573,0.5440705329179764,0.005940443318084797,0.0007131330619502568,0.02677036688230313,1.0
0.3,101,shared-raw-gate FSM pilot+score NPE,-0.8780670762062073,0.2935784882737052,interior,1.4335391521453857,0.38739868998527527,0.09828604012727737,0.23395142778754235,0.38210199773311615,0.5559366375207901,0.007638531011142258,0.0013711446102828248,0.03710205462791888,1.0
0.3,102,exact likelihood grid,-0.8357192864778797,0.30243711696144815,interior,nan,0.40191269674079444,0.09430518661997984,0.2527369994752911,0.39813848255668455,0.5642952745864422,0.010386197756981136,0.0,0.0,1.0
0.3,102,pilot-only NPE,-0.8357192873954773,0.3024371167678635,interior,nan,0.33804336190223694,0.12305846810340881,0.14589958190917968,0.3340339660644531,0.5525713920593263,0.0014472973848245738,0.004079291932719775,0.06393759602172516,1.0
0.3,102,linear FSM pilot+score NPE,-0.8357192873954773,0.3024371167678635,interior,1.7237297296524048,0.426679790019989,0.10069938749074936,0.2642677903175354,0.42366789281368256,0.5984230607748032,0.01604776919950851,0.0006134089095003251,0.02483278199369832,1.0
0.3,102,shared-raw-gate FSM pilot+score NPE,-0.8357192873954773,0.3024371167678635,interior,1.723313570022583,0.40818271040916443,0.09966689348220825,0.24965761303901673,0.4037122577428818,0.5791106402873993,0.011703498831473137,3.931307140154649e-05,0.007120903880084809,1.0
0.3,103,exact likelihood grid,-1.5471591767985282,0.17549695008224625,interior,nan,0.21618540307833123,0.07385089182249499,0.10729129646895168,0.20917358932531574,0.3486069677383823,0.007024886657141806,0.0,0.0,1.0
0.3,103,pilot-only NPE,-1.547159194946289,0.17549694745630573,interior,nan,0.23452138900756836,0.11127295345067978,0.07966872900724412,0.21742496639490128,0.4436573907732964,0.004287448497498189,0.00033620837999718205,0.030480838136939293,1.0
0.3,103,linear FSM pilot+score NPE,-1.547159194946289,0.17549694745630573,interior,1.0552587509155273,0.2521525025367737,0.08925434201955795,0.11626545637845993,0.24478702992200851,0.4075403988361359,0.002289383013493448,0.0012936322434534914,0.036033794340272575,1.0
0.3,103,shared-raw-gate FSM pilot+score NPE,-1.547159194946289,0.17549694745630573,interior,0.937074601650238,0.23936446011066437,0.08672141283750534,0.11237718835473061,0.23123809695243835,0.3921740531921387,0.0036766686976712113,0.0005372686849081524,0.02324597329460015,1.0
0.3,104,exact likelihood grid,0.32844522742576326,0.5813810287059898,interior,nan,0.3576915696968074,0.08832766608788102,0.21969257169296252,0.3533559267481311,0.5103059962472744,0.0033283172140815844,0.0,0.0,1.0
0.3,104,pilot-only NPE,0.3284452259540558,0.5813810283478098,interior,nan,0.5330443382263184,0.10399964451789856,0.3450170740485191,0.5451408922672272,0.6789360284805298,0.05430966357934267,0.03074859343096426,0.1754173521270028,0.0
0.3,104,linear FSM pilot+score NPE,0.3284452259540558,0.5813810283478098,interior,-4.1096086502075195,0.3675946295261383,0.09959395974874496,0.21276207268238068,0.3616289496421814,0.534658819437027,0.00456903394077589,9.807059398330793e-05,0.012558718524829768,1.0
0.3,104,shared-raw-gate FSM pilot+score NPE,0.3284452259540558,0.5813810283478098,interior,-4.555883884429932,0.3583325743675232,0.09878953546285629,0.20542090386152267,0.35300424695014954,0.5276807576417923,0.003402689232342625,4.108869878794927e-07,0.00979985301992767,1.0
0.3,105,exact likelihood grid,-2.2679951857058764,0.0938084996949765,interior,nan,0.19502355032783908,0.07900053904568383,0.08216524766986472,0.18566673174527643,0.339347455009102,0.011020054985771733,0.0,0.0,1.0
0.3,105,pilot-only NPE,-2.2679951190948486,0.09380850535747785,interior,nan,0.1820375919342041,0.0912734642624855,0.0667426910251379,0.16343995183706284,0.35306686162948614,0.013915129716681346,0.00016863511540121873,0.017612156512899817,1.0
0.3,105,linear FSM pilot+score NPE,-2.2679951190948486,0.09380850535747785,interior,0.7976619601249695,0.16855846345424652,0.07231950759887695,0.07224222905933857,0.15809891372919083,0.3019354358315468,0.017276877529508645,0.0007004008232268011,0.026401175980868198,1.0
0.3,105,shared-raw-gate FSM pilot+score NPE,-2.2679951190948486,0.09380850535747785,interior,1.132957935333252,0.17593516409397125,0.07300230115652084,0.07715341039001943,0.1656641662120819,0.30834473967552195,0.015392083508389838,0.00036436648901331473,0.01902298088321739,1.0
0.3,106,exact likelihood grid,-1.695343217756344,0.1550744467280649,interior,nan,0.23145227285175293,0.07829834958096224,0.11478236136022786,0.22462823488671457,0.37101524876484215,0.004698790897190526,0.0,0.0,1.0
0.3,106,pilot-only NPE,-1.695343255996704,0.15507444171756965,interior,nan,0.218141108751297,0.10424577444791794,0.07803915664553643,0.1986982375383377,0.4143724292516709,0.006700878076466983,0.00017718708970926688,0.02698073628817415,1.0
0.3,106,linear FSM pilot+score NPE,-1.695343255996704,0.15507444171756965,interior,0.6796649694442749,0.21116025745868683,0.08089175075292587,0.094718137383461,0.2029021829366684,0.3576216846704483,0.007892499854806808,0.0004117658887124317,0.02053292298168763,1.0
0.3,106,shared-raw-gate FSM pilot+score NPE,-1.695343255996704,0.15507444171756965,interior,0.5829967260360718,0.2032216489315033,0.07796578109264374,0.09291985295712948,0.19516810774803162,0.34151301234960557,0.009366049235537195,0.0007969681269265709,0.02817732272317591,1.0
0.3,107,exact likelihood grid,-0.6038553845272434,0.35346213869243703,interior,nan,0.31138634027123574,0.08483208618743872,0.18120971707273517,0.3060032683235913,0.45966281131703346,0.00012964874477236504,0.0,0.0,1.0
