method,seed,pi_true,pilot_u_context,pilot_pi_context,pilot_status,score_context,pi_post_mean,pi_post_std,pi_q05,pi_q50,pi_q95,pi_sq_err,pi_coverage90,exact_pi_post_mean,exact_pi_post_std,exact_pi_q05,exact_pi_q50,exact_pi_q95,mean_abs_err_to_exact,mean_sq_err_to_exact,sd_abs_err_to_exact,q05_abs_err_to_exact,q50_abs_err_to_exact,q95_abs_err_to_exact,w1_to_exact,cdf_at_true,exact_cdf_at_true,cdf_at_true_abs_err_to_exact
radial FSM pilot+score NPE,107,0.3,-0.8262231161040471,0.30444426415538234,interior,-0.16030853986740112,0.3144950270652771,0.12510190904140472,0.11926297545433044,0.3029119074344635,0.5369430899620058,0.00021010580962311598,1.0,0.3209558260321384,0.1139875923895738,0.14441103384052367,0.3142485546547446,0.5204332750397843,0.006460798966861303,4.174192329019608e-05,0.011114316651830922,0.02514805838619323,0.011336647220281104,0.016509814922221477,0.011609344829408313,0.4902,0.45201290412431877,0.038187095875681254
exact likelihood grid,108,0.3,-0.43160529315585233,0.3937430676065514,interior,nan,0.3783544638897606,0.11857138888800092,0.18930279411874587,0.37421067905125777,0.5823679501274308,0.0061394220114517955,1.0,0.3783544638897606,0.11857138888800092,0.18930279411874587,0.37421067905125777,0.5823679501274308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27088764492320355,0.27088764492320355,0.0
pilot-only NPE,108,0.3,-0.43160529315585233,0.3937430676065514,interior,nan,0.4035758674144745,0.12551848590373993,0.19803823307156562,0.40199726819992065,0.6156542897224426,0.0107279603106608,1.0,0.3783544638897606,0.11857138888800092,0.18930279411874587,0.37421067905125777,0.5823679501274308,0.025221403524713915,0.0006361191957564515,0.006947097015739007,0.008735438952819752,0.027786589148662888,0.033286339595011816,0.025459061400021254,0.215,0.27088764492320355,0.055887644923203555
linear FSM pilot+score NPE,108,0.3,-0.43160529315585233,0.3937430676065514,interior,-0.4182845950126648,0.3675349950790405,0.12514042854309082,0.1663423478603363,0.36151914298534393,0.5849667817354203,0.00456097556032603,1.0,0.3783544638897606,0.11857138888800092,0.18930279411874587,0.37421067905125777,0.5823679501274308,0.010819468810720045,0.00011706090534614383,0.006569039655089898,0.022960446258409567,0.012691536065913833,0.0025988316079894602,0.01115597322489704,0.3154,0.27088764492320355,0.04451235507679646
radial FSM pilot+score NPE,108,0.3,-0.43160529315585233,0.3937430676065514,interior,-0.3813777565956116,0.372233510017395,0.1261088252067566,0.16484543457627296,0.37248408794403076,0.5861993253231049,0.005217679969433108,1.0,0.3783544638897606,0.11857138888800092,0.18930279411874587,0.37421067905125777,0.5823679501274308,0.006120953872365553,3.746607630762686e-05,0.007537436318755669,0.024457359542472912,0.0017265911072270046,0.0038313751956741138,0.007026208461714252,0.3018,0.27088764492320355,0.03091235507679646
exact likelihood grid,109,0.3,-1.7002509508228942,0.1544324923058313,interior,nan,0.26455331311656666,0.12010621589906408,0.08760194019080018,0.25309878669524105,0.4810814028049736,0.0012564676110121645,1.0,0.26455331311656666,0.12010621589906408,0.08760194019080018,0.25309878669524105,0.4810814028049736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6388664849897285,0.6388664849897285,0.0
pilot-only NPE,109,0.3,-1.7002509508228942,0.1544324923058313,interior,nan,0.21449965238571167,0.11328944563865662,0.06897737346589565,0.19317588210105896,0.428697706758976,0.007310309442164138,1.0,0.26455331311656666,0.12010621589906408,0.08760194019080018,0.25309878669524105,0.4810814028049736,0.05005366073085499,0.0025053689525595347,0.006816770260407459,0.018624566724904534,0.05992290459418209,0.052383696045997574,0.04999136676479312,0.7838,0.6388664849897285,0.14493351501027152
linear FSM pilot+score NPE,109,0.3,-1.7002509508228942,0.1544324923058313,interior,0.169812873005867,0.2438092827796936,0.11255542188882828,0.08360099010169507,0.22991137951612473,0.45369807779788973,0.0031573967017324367,1.0,0.26455331311656666,0.12010621589906408,0.08760194019080018,0.25309878669524105,0.4810814028049736,0.020744030336873054,0.0004303147946171096,0.007550794010235798,0.004000950089105115,0.023187407179116326,0.027383325007083847,0.02073830508476327,0.718,0.6388664849897285,0.07913351501027144
radial FSM pilot+score NPE,109,0.3,-1.7002509508228942,0.1544324923058313,interior,0.39353471994400024,0.2516944408416748,0.1151936948299408,0.0876396618783474,0.23742999881505966,0.4627251774072647,0.002333427045598454,1.0,0.26455331311656666,0.12010621589906408,0.08760194019080018,0.25309878669524105,0.4810814028049736,0.012858872274891853,0.00016535059618198237,0.00491252106912328,3.772168754721805e-05,0.01566878788018139,0.01835622539770887,0.013025036433929662,0.6886,0.6388664849897285,0.049733515010271456
exact likelihood grid,100,0.5,0.8472978603872034,0.7,right_boundary,nan,0.6047463026397467,0.07565182190585044,0.4560756652249526,0.6221269317307964,0.6932422503859346,0.01097178791669741,1.0,0.6047463026397467,0.07565182190585044,0.4560756652249526,0.6221269317307964,0.6932422503859346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384615072502258,0.10384615072502258,0.0
pilot-only NPE,100,0.5,0.8472978603872034,0.7,right_boundary,nan,0.5998960733413696,0.08024344593286514,0.43407564610242844,0.6181021630764008,0.6896877586841583,0.0099792254690243,1.0,0.6047463026397467,0.07565182190585044,0.4560756652249526,0.6221269317307964,0.6932422503859346,0.0048502292983770845,2.3524724246835465e-05,0.0045916240270146985,0.02200001912252414,0.004024768654395605,0.003554491701776241,0.004838190941744278,0.115,0.10384615072502258,0.011153849274977423
linear FSM pilot+score NPE,100,0.5,0.8472978603872034,0.7,right_boundary,0.7524220943450928,0.5928292870521545,0.07706619799137115,0.44116387963294984,0.6053796112537384,0.6874945729970932,0.008617276534611307,1.0,0.6047463026397467,0.07565182190585044,0.4560756652249526,0.6221269317307964,0.6932422503859346,0.011917015587592172,0.00014201526051491482,0.0014143760855207105,0.014911785592002735,0.01674732047705796,0.00574767738884141,0.011975603892108798,0.121,0.10384615072502258,0.017153849274977415
radial FSM pilot+score NPE,100,0.5,0.8472978603872034,0.7,right_boundary,0.7131913900375366,0.602709174156189,0.0747276321053505,0.4533734112977982,0.6210130751132965,0.6896404564380646,0.010549174455846355,1.0,0.6047463026397467,0.07565182190585044,0.4560756652249526,0.6221269317307964,0.6932422503859346,0.0020371284835577486,4.149892458522293e-06,0.0009241898004999499,0.0027022539271543966,0.0011138566174998532,0.003601793947869969,0.0027546398904656887,0.0998,0.10384615072502258,0.004046150725022582
exact likelihood grid,101,0.5,-0.16530182615898525,0.4587683874962436,interior,nan,0.44389893334967223,0.12332068166908233,0.23577885692733327,0.4462138653672675,0.6439613518090145,0.0031473296793045184,1.0,0.44389893334967223,0.12332068166908233,0.23577885692733327,0.4462138653672675,0.6439613518090145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6559872303498081,0.6559872303498081,0.0
pilot-only NPE,101,0.5,-0.16530182615898525,0.4587683874962436,interior,nan,0.45509472489356995,0.12416409701108932,0.23873826265335082,0.46133479475975037,0.6469356536865235,0.0020164837323841667,1.0,0.44389893334967223,0.12332068166908233,0.23577885692733327,0.4462138653672675,0.6439613518090145,0.011195791543897715,0.00012534574829441158,0.0008434153420069923,0.00295940572601755,0.015120929392482885,0.0029743018775090224,0.011840214244720414,0.6084,0.6559872303498081,0.04758723034980805
linear FSM pilot+score NPE,101,0.5,-0.16530182615898525,0.4587683874962436,interior,-0.11807896196842194,0.44210195541381836,0.12142130732536316,0.23616850897669792,0.4452724754810333,0.6441402852535248,0.003352183566903477,1.0,0.44389893334967223,0.12332068166908233,0.23577885692733327,0.4462138653672675,0.6439613518090145,0.0017969779358538718,3.2291297019456418e-06,0.0018993743437191735,0.0003896520493646416,0.0009413898862341563,0.0001789334445103652,0.002606450839785233,0.6704,0.6559872303498081,0.014412769650191892
radial FSM pilot+score NPE,101,0.5,-0.16530182615898525,0.4587683874962436,interior,-0.10411936044692993,0.4488166868686676,0.12373717874288559,0.23521424531936647,0.4521043747663498,0.648755618929863,0.0026197315431000234,1.0,0.44389893334967223,0.12332068166908233,0.23577885692733327,0.4462138653672675,0.6439613518090145,0.004917753518995371,2.418429967359136e-05,0.00041649707380325696,0.0005646116079668084,0.005890509399082311,0.004794267120848517,0.005177418732984478,0.6338,0.6559872303498081,0.022187230349808074
exact likelihood grid,102,0.5,-0.016564775427293704,0.4958589008330429,interior,nan,0.5078977993755996,0.11472320125317327,0.30136484560809873,0.5189106604576561,0.6745612948975256,6.237523497722215e-05,1.0,0.5078977993755996,0.11472320125317327,0.30136484560809873,0.5189106604576561,0.6745612948975256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4412963500675469,0.4412963500675469,0.0
pilot-only NPE,102,0.5,-0.016564775427293704,0.4958589008330429,interior,nan,0.478607714176178,0.12053773552179337,0.2673085957765579,0.48746252059936523,0.6622651875019073,0.0004576298927680966,1.0,0.5078977993755996,0.11472320125317327,0.30136484560809873,0.5189106604576561,0.6745612948975256,0.029290085199421667,0.0008579090909893802,0.005814534268620095,0.03405624983154082,0.03144813985829087,0.012296107395618261,0.02922572454486584,0.5372,0.4412963500675469,0.0959036499324531
linear FSM pilot+score NPE,102,0.5,-0.016564775427293704,0.4958589008330429,interior,0.329825758934021,0.5018483400344849,0.11011182516813278,0.30450474470853806,0.5110065340995789,0.6686236947774887,3.4163608830795056e-06,1.0,0.5078977993755996,0.11472320125317327,0.30136484560809873,0.5189106604576561,0.6745612948975256,0.006049459341114782,3.65959583198009e-05,0.004611376085040489,0.003139899100439325,0.007904126358077246,0.005937600120036857,0.00719502426146459,0.466,0.4412963500675469,0.02470364993245311
radial FSM pilot+score NPE,102,0.5,-0.016564775427293704,0.4958589008330429,interior,0.4682365655899048,0.5142471790313721,0.10867574065923691,0.32082017958164216,0.5238934755325317,0.6722301542758942,0.000202982110351968,1.0,0.5078977993755996,0.11472320125317327,0.30136484560809873,0.5189106604576561,0.6745612948975256,0.006349379655772425,4.031462201313675e-05,0.006047460593936363,0.01945533397354343,0.004982815074875635,0.0023311406216314223,0.0067997973955999215,0.4224,0.4412963500675469,0.01889635006754692
exact likelihood grid,103,0.5,-0.19601140509249798,0.4511534409906453,interior,nan,0.4390675682328324,0.13227920756193293,0.21272160297818188,0.4433413920985871,0.6497498081284265,0.003712761241060537,1.0,0.4390675682328324,0.13227920756193293,0.21272160297818188,0.4433413920985871,0.6497498081284265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6526079796347917,0.6526079796347917,0.0
pilot-only NPE,103,0.5,-0.19601140509249798,0.4511534409906453,interior,nan,0.449325829744339,0.12488600611686707,0.23982857614755632,0.45304057002067566,0.6499840885400773,0.002567871531099719,1.0,0.4390675682328324,0.13227920756193293,0.21272160297818188,0.4433413920985871,0.6497498081284265,0.010258261511506606,0.00010523192923845778,0.007393201445065861,0.027106973169374438,0.009699177922088575,0.00023428041165074465,0.010964655768824338,0.6316,0.6526079796347917,0.021007979634791618
linear FSM pilot+score NPE,103,0.5,-0.19601140509249798,0.4511534409906453,interior,-0.10207438468933105,0.4381515681743622,0.12365645170211792,0.2231685370206833,0.44548484683036804,0.6404082953929902,0.003825228519290569,1.0,0.4390675682328324,0.13227920756193293,0.21272160297818188,0.4433413920985871,0.6497498081284265,0.000916000058470201,8.390561071174117e-07,0.008622755859815007,0.01044693404250141,0.0021434547317809582,0.009341512735436375,0.008621387160788587,0.6716,0.6526079796347917,0.018992020365208306
radial FSM pilot+score NPE,103,0.5,-0.19601140509249798,0.4511534409906453,interior,-0.11006861925125122,0.44507157802581787,0.12345325946807861,0.237338624894619,0.45030881464481354,0.6461293131113053,0.003017131540573814,1.0,0.4390675682328324,0.13227920756193293,0.21272160297818188,0.4433413920985871,0.6497498081284265,0.006004009792985487,3.604813359426563e-05,0.008825948093854313,0.02461702191643711,0.006967422546226454,0.00362049501712125,0.008670529600600121,0.6458,0.6526079796347917,0.006807979634791628
exact likelihood grid,104,0.5,0.36118759245545873,0.5893278862732748,interior,nan,0.5443126980015948,0.09905119665064491,0.36254978657670295,0.5564981999835865,0.6822857745259538,0.0019636152041805407,1.0,0.5443126980015948,0.09905119665064491,0.36254978657670295,0.5564981999835865,0.6822857745259538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30962656045863124,0.30962656045863124,0.0
pilot-only NPE,104,0.5,0.36118759245545873,0.5893278862732748,interior,nan,0.5314375162124634,0.10671287029981613,0.3305032104253769,0.5466757416725159,0.6787002772092819,0.0009883174256088978,1.0,0.5443126980015948,0.09905119665064491,0.36254978657670295,0.5564981999835865,0.6822857745259538,0.012875181789131385,0.00016577030610318043,0.0076616736491712245,0.032046576151326056,0.009822458311070648,0.003585497316671904,0.012811358057190617,0.3424,0.30962656045863124,0.03277343954136874
linear FSM pilot+score NPE,104,0.5,0.36118759245545873,0.5893278862732748,interior,-0.04209691286087036,0.538026750087738,0.10349041223526001,0.3461091786623001,0.5511531829833984,0.6780148804187774,0.0014460337222352848,1.0,0.5443126980015948,0.09905119665064491,0.36254978657670295,0.5564981999835865,0.6822857745259538,0.0062859479138567265,3.9513141175719734e-05,0.004439215584615103,0.016440607914402827,0.005345017000188079,0.004270894107176404,0.006311300220383263,0.3262,0.30962656045863124,0.01657343954136875
radial FSM pilot+score NPE,104,0.5,0.36118759245545873,0.5893278862732748,interior,0.01265496015548706,0.540790319442749,0.10467057675123215,0.34332159757614134,0.5599280595779419,0.6801574230194092,0.001663850160241509,1.0,0.5443126980015948,0.09905119665064491,0.36254978657670295,0.5564981999835865,0.6822857745259538,0.00352237855884574,1.2407150711816192e-05,0.00561938010058724,0.019228189000561613,0.003429859594355378,0.002128351506544668,0.005449203336648345,0.3208,0.30962656045863124,0.011173439541368735
exact likelihood grid,105,0.5,0.6782194803144741,0.6633411880737141,interior,nan,0.5720654337203476,0.09045363334597357,0.40038513244919116,0.5877293099016749,0.6885666646153258,0.005193426737301809,1.0,0.5720654337203476,0.09045363334597357,0.40038513244919116,0.5877293099016749,0.6885666646153258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20883196434156637,0.20883196434156637,0.0
pilot-only NPE,105,0.5,0.6782194803144741,0.6633411880737141,interior,nan,0.5750243067741394,0.09033271670341492,0.39418913275003437,0.5920638144016266,0.6865294277667999,0.00562864660694018,1.0,0.5720654337203476,0.09045363334597357,0.40038513244919116,0.5877293099016749,0.6885666646153258,0.002958873053791833,8.754929748455406e-06,0.00012091664255865775,0.006195999699156796,0.0043345044999516524,0.0020372368485258585,0.004426033363428079,0.1884,0.20883196434156637,0.020431964341566355
linear FSM pilot+score NPE,105,0.5,0.6782194803144741,0.6633411880737141,interior,-0.08419379591941833,0.5629459023475647,0.09492682665586472,0.37935526818037035,0.5796065330505371,0.6844008028507232,0.003962186622349151,1.0,0.5720654337203476,0.09045363334597357,0.40038513244919116,0.5877293099016749,0.6885666646153258,0.009119531372782874,8.316585245917109e-05,0.004473193309891141,0.021029864268820808,0.008122776851137825,0.004165861764602541,0.00905586824123053,0.2326,0.20883196434156637,0.023768035658433634
radial FSM pilot+score NPE,105,0.5,0.6782194803144741,0.6633411880737141,interior,-0.07898402214050293,0.5690422058105469,0.09312863647937775,0.3917182579636574,0.5892565548419952,0.684934988617897,0.004766826183185913,1.0,0.5720654337203476,0.09045363334597357,0.40038513244919116,0.5877293099016749,0.6885666646153258,0.0030232279098006964,9.139906994597888e-06,0.002675003133404172,0.008666874485533771,0.0015272449403203048,0.0036316759974287516,0.0033917600191043853,0.2178,0.20883196434156637,0.008968035658433626
exact likelihood grid,106,0.5,-0.4680941961209061,0.38506742090459917,interior,nan,0.38717864176547273,0.1239678951293927,0.1865880206945716,0.38436247552713,0.598226909259398,0.012728658873883534,1.0,0.38717864176547273,0.1239678951293927,0.1865880206945716,0.38436247552713,0.598226909259398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8067684903879778,0.8067684903879778,0.0
pilot-only NPE,106,0.5,-0.4680941961209061,0.38506742090459917,interior,nan,0.39627769589424133,0.12547984719276428,0.19276712983846667,0.3909897208213806,0.604405888915062,0.010758316369007481,1.0,0.38717864176547273,0.1239678951293927,0.1865880206945716,0.38436247552713,0.598226909259398,0.009099054128768602,8.279278603826095e-05,0.0015119520633715827,0.0061791091438950785,0.006627245294250628,0.006178979655663941,0.009331051010402205,0.7744,0.8067684903879778,0.032368490387977844
linear FSM pilot+score NPE,106,0.5,-0.4680941961209061,0.38506742090459917,interior,-0.14661180973052979,0.37632909417152405,0.12139154970645905,0.1795929603278637,0.3707014322280884,0.5871162086725236,0.015294492948435767,1.0,0.38717864176547273,0.1239678951293927,0.1865880206945716,0.38436247552713,0.598226909259398,0.010849547593948683,0.00011771268299335766,0.002576345422933654,0.006995060366707884,0.013661043299041609,0.011110700586874467,0.010797104157777924,0.8342,0.8067684903879778,0.02743150961202223
radial FSM pilot+score NPE,106,0.5,-0.4680941961209061,0.38506742090459917,interior,-0.1757490634918213,0.3833521008491516,0.12473723292350769,0.17926345393061638,0.38177646696567535,0.5943344116210938,0.013606732376306496,1.0,0.38717864176547273,0.1239678951293927,0.1865880206945716,0.38436247552713,0.598226909259398,0.0038265409163211195,1.4642415384279673e-05,0.0007693377941149909,0.007324566763955209,0.0025860085614546335,0.0038924976383042376,0.0037644196574553737,0.8118,0.8067684903879778,0.005031509612022145
exact likelihood grid,107,0.5,-0.39605691005970245,0.4022600771862909,interior,nan,0.4086198152895236,0.12021607230944338,0.21148069660173327,0.40742159634555536,0.6106448152262492,0.00835033815772078,1.0,0.4086198152895236,0.12021607230944338,0.21148069660173327,0.40742159634555536,0.6106448152262492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7644371351322726,0.7644371351322726,0.0
pilot-only NPE,107,0.5,-0.39605691005970245,0.4022600771862909,interior,nan,0.40139102935791016,0.12598320841789246,0.19704175889492037,0.4027892053127289,0.6161743521690369,0.009723729091092537,1.0,0.4086198152895236,0.12021607230944338,0.21148069660173327,0.40742159634555536,0.6106448152262492,0.007228785931613468,5.22553460450928e-05,0.005767136108449075,0.014438937706812899,0.004632391032826477,0.005529536942787683,0.008409649341112817,0.7782,0.7644371351322726,0.013762864867727376
linear FSM pilot+score NPE,107,0.5,-0.39605691005970245,0.4022600771862909,interior,-0.27645331621170044,0.3838411271572113,0.12438517063856125,0.1827399305999279,0.3795076459646225,0.6060976743698121,0.013492883740107153,1.0,0.4086198152895236,0.12021607230944338,0.21148069660173327,0.40742159634555536,0.6106448152262492,0.02477868813231232,0.0006139833855583955,0.004169098329117868,0.028740766001805362,0.02791395038093286,0.0045471408564371485,0.024713847335866315,0.8196,0.7644371351322726,0.05516286486772737
radial FSM pilot+score NPE,107,0.5,-0.39605691005970245,0.4022600771862909,interior,-0.1543930619955063,0.3993500769138336,0.12652269005775452,0.19111316800117492,0.3987867087125778,0.6149867981672287,0.010130407017251208,1.0,0.4086198152895236,0.12021607230944338,0.21148069660173327,0.40742159634555536,0.6106448152262492,0.009269738375690006,8.592804955374e-05,0.006306617748311136,0.02036752860055835,0.00863488763297754,0.0043419829409794275,0.009537602476745522,0.769,0.7644371351322726,0.00456286486772739
exact likelihood grid,108,0.5,0.3317946330652576,0.5821959745333558,interior,nan,0.4833394393396188,0.11338943445637407,0.28747317898233343,0.4884237087508849,0.6608287116430958,0.00027757428151824117,1.0,0.4833394393396188,0.11338943445637407,0.28747317898233343,0.4884237087508849,0.6608287116430958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5370668273100005,0.5370668273100005,0.0
pilot-only NPE,108,0.5,0.3317946330652576,0.5821959745333558,interior,nan,0.5282853245735168,0.10712826997041702,0.3290799006819725,0.5436919033527374,0.6774301111698151,0.0008000595862291959,1.0,0.4833394393396188,0.11338943445637407,0.28747317898233343,0.4884237087508849,0.6608287116430958,0.04494588523389803,0.002020132599458733,0.006261164485957052,0.04160672169963908,0.055268194601852505,0.01660139952671935,0.04502252125719067,0.3596,0.5370668273100005,0.17746682731000057
linear FSM pilot+score NPE,108,0.5,0.3317946330652576,0.5821959745333558,interior,-1.380842685699463,0.4877651333808899,0.11208868771791458,0.2856903880834579,0.4971725791692734,0.6693713486194611,0.0001496919611874148,1.0,0.4833394393396188,0.11338943445637407,0.28747317898233343,0.4884237087508849,0.6608287116430958,0.004425694041271078,1.9586767746942323e-05,0.0013007467384594934,0.0017827908988755081,0.008748870418388455,0.00854263697636537,0.00623454258974207,0.5112,0.5370668273100005,0.025866827310000562
radial FSM pilot+score NPE,108,0.5,0.3317946330652576,0.5821959745333558,interior,-1.390742540359497,0.48840323090553284,0.1122141107916832,0.28800107538700104,0.49623963236808777,0.6677281647920609,0.00013448505343038875,1.0,0.4833394393396188,0.11338943445637407,0.28747317898233343,0.4884237087508849,0.6608287116430958,0.005063791565914022,2.5641985023021985e-05,0.0011753236646908777,0.0005278964046676049,0.007815923617202847,0.006899453148965118,0.005426493268317418,0.5114,0.5370668273100005,0.025666827310000584
exact likelihood grid,109,0.5,0.08931723894332061,0.5223144771008058,interior,nan,0.5054539581439303,0.11762601374248115,0.2932988237385166,0.5170910938618448,0.6753881177018641,2.9745659435744173e-05,1.0,0.5054539581439303,0.11762601374248115,0.2932988237385166,0.5170910938618448,0.6753881177018641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44857739866885066,0.44857739866885066,0.0
pilot-only NPE,109,0.5,0.08931723894332061,0.5223144771008058,interior,nan,0.48999273777008057,0.11727814376354218,0.2804202198982239,0.49848589301109314,0.6653069317340852,0.00010014529733837207,1.0,0.5054539581439303,0.11762601374248115,0.2932988237385166,0.5170910938618448,0.6753881177018641,0.015461220373849782,0.0002390493354487476,0.0003478699789389722,0.012878603840292713,0.01860520085075168,0.01008118596777896,0.015397777658122598,0.5038,0.44857739866885066,0.05522260133114937
linear FSM pilot+score NPE,109,0.5,0.08931723894332061,0.5223144771008058,interior,0.13968127965927124,0.5051332712173462,0.11085741221904755,0.30813012421131136,0.5143734216690063,0.668781328201294,2.635047339083485e-05,1.0,0.5054539581439303,0.11762601374248115,0.2932988237385166,0.5170910938618448,0.6753881177018641,0.0003206869265841572,1.0284010488199264e-07,0.006768601523433601,0.01483130047279474,0.0027176721928384717,0.006606789500570143,0.00620771158343632,0.4466,0.44857739866885066,0.0019773986688506606
radial FSM pilot+score NPE,109,0.5,0.08931723894332061,0.5223144771008058,interior,0.19115686416625977,0.5149744153022766,0.11007872968912125,0.3137470483779907,0.5276408791542053,0.6722057223320007,0.00022423311364505594,1.0,0.5054539581439303,0.11762601374248115,0.2932988237385166,0.5170910938618448,0.6753881177018641,0.009520457158346263,9.06391045039066e-05,0.007547284053359901,0.0204482246394741,0.010549785292360503,0.003182395369863422,0.010394991314610755,0.4148,0.44857739866885066,0.033777398668850656
exact likelihood grid,100,0.65,0.3503874877909888,0.5867115405424143,interior,nan,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.0069134349727175415,1.0,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7829218143845157,0.7829218143845157,0.0
pilot-only NPE,100,0.65,0.3503874877909888,0.5867115405424143,interior,nan,0.5288293361663818,0.10736746340990067,0.3283852696418762,0.5439331531524658,0.6780304908752441,0.014682329773879706,1.0,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.03802359549854373,0.0014457938146368748,0.012861018835196261,0.0587765450593965,0.039510158536484985,0.010110975153870827,0.037959946797562205,0.8684,0.7829218143845157,0.08547818561548426
linear FSM pilot+score NPE,100,0.65,0.3503874877909888,0.5867115405424143,interior,0.42139336466789246,0.5527933835983276,0.09515430778265,0.37143123149871826,0.5653771460056305,0.6812926828861237,0.009449126272261884,1.0,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.014059548066597927,0.0001976708918369775,0.0006478632079455898,0.015730583202554438,0.018066165683320312,0.00684878314299131,0.014009053550216248,0.833,0.7829218143845157,0.05007818561548427
radial FSM pilot+score NPE,100,0.65,0.3503874877909888,0.5867115405424143,interior,0.6380938291549683,0.5670657157897949,0.09240265190601349,0.3871112123131752,0.5840059220790863,0.6836510062217712,0.006878095497459075,1.0,0.5668529316649256,0.0945064445747044,0.3871618147012727,0.5834433116889508,0.688141466029115,0.0002127841248693585,4.527708379641875e-08,0.0021037926686909153,5.0602388097509277e-05,0.0005626103901354984,0.00449045980734375,0.0029106354442148493,0.8046,0.7829218143845157,0.02167818561548429
exact likelihood grid,101,0.65,-0.1695303095709046,0.45771863984370587,interior,nan,0.47977153314564563,0.11880711682394575,0.27217153403891836,0.4866417031226993,0.6625754244052587,0.02897773092758403,1.0,0.47977153314564563,0.11880711682394575,0.27217153403891836,0.4866417031226993,0.6625754244052587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9290012820839907,0.9290012820839907,0.0
pilot-only NPE,101,0.65,-0.1695303095709046,0.45771863984370587,interior,nan,0.45455479621887207,0.12429583072662354,0.2377210758626461,0.4608847200870514,0.6465411871671677,0.03819882768104663,0.0,0.47977153314564563,0.11880711682394575,0.27217153403891836,0.4866417031226993,0.6625754244052587,0.025216736926773564,0.0006358838212341054,0.005488713902677786,0.034450458176272264,0.025756983035647885,0.016034237238091054,0.025154263273921774,0.9546,0.9290012820839907,0.025598717916009317
linear FSM pilot+score NPE,101,0.65,-0.1695303095709046,0.45771863984370587,interior,0.3065347969532013,0.47275879979133606,0.11589345335960388,0.2707214534282684,0.47898535430431366,0.6583144783973693,0.031414443051407705,1.0,0.47977153314564563,0.11880711682394575,0.27217153403891836,0.4866417031226993,0.6625754244052587,0.007012733354309575,4.917842909864602e-05,0.0029136634643418674,0.0014500806106499398,0.0076563488183856165,0.004260946007889399,0.007067137609241576,0.933,0.9290012820839907,0.0039987179160093644
radial FSM pilot+score NPE,101,0.65,-0.1695303095709046,0.45771863984370587,interior,0.39147621393203735,0.4842539429664612,0.11722887307405472,0.2742630586028099,0.4916669875383377,0.6638920247554779,0.02747175542216511,1.0,0.47977153314564563,0.11880711682394575,0.27217153403891836,0.4866417031226993,0.6625754244052587,0.004482409820815547,2.0091997801743666e-05,0.0015782437498910312,0.002091524563891556,0.005025284415638431,0.001316600350219188,0.004782665005410874,0.9226,0.9290012820839907,0.006401282083990711
exact likelihood grid,102,0.65,-0.4213955516899669,0.3961828551470424,interior,nan,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.05501113640329338,0.0,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764610160373147,0.9764610160373147,0.0
pilot-only NPE,102,0.65,-0.4213955516899669,0.3961828551470424,interior,nan,0.40331873297691345,0.12572744488716125,0.1961348533630371,0.4018099009990692,0.6172594964504242,0.06085164750011534,0.0,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.012136737342061221,0.00014730039331018328,0.004434896191223198,0.019046097843934157,0.013219093711567986,0.0006402219974908085,0.012073661723008326,0.9798,0.9764610160373147,0.0033389839626852824
linear FSM pilot+score NPE,102,0.65,-0.4213955516899669,0.3961828551470424,interior,-0.014350071549415588,0.398402601480484,0.12124990671873093,0.19882415980100632,0.39745041728019714,0.611742326617241,0.06330125094178816,0.0,0.4154554703189747,0.12129254869593806,0.21518095120697125,0.4150289947106372,0.617899718447915,0.017052868838490665,0.00029080033562276593,4.26419772071307e-05,0.016356791405964938,0.017578577430440057,0.006157391830673986,0.016988158577999245,0.983,0.9764610160373147,0.006538983962685263
